tab	sites
site	location	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	bed_dip	bed_dip_direction	lat	lon	age_low	age_high	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_k	dir_n_samples	dir_comp_name	vgp_lat	vgp_lon	description
DS 36	Dowd Springs (flat)	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	6.0	192	40.9434	250.2747	750	800	Ma	100.0	106.1	-23.6	9.3	31.4	9.0	ChRM	11.2	155.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 37	Dowd Springs (flat)	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	10.0	210	40.9434	250.2747	750	800	Ma	100.0	108.9	8.6	12.4	18.3	9.0	ChRM	11.2	155.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 38	Dowd Springs (flat)	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	12.0	192	40.9434	250.2747	750	800	Ma	100.0	89.3	-10.3	10.7	13.7	15.0	ChRM	11.2	155.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 39	Dowd Springs (fold)	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	153	40.9434	250.2747	750	800	Ma	100.0	260.8	11.5	11.5	48.33	4.0	ChRM	-4.7	156.7	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 40	Dowd Springs (fold)	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	153	40.9434	250.2747	750	800	Ma	100.0	270.5	12.7	12.7	64.1	4.0	ChRM	-4.7	156.7	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 41	Dowd Springs (fold)	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	153	40.9434	250.2747	750	800	Ma	100.0	266.3	8.5	8.5	139.59	3.0	ChRM	-4.7	156.7	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 42	Dowd Springs (fold)	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	14.0	311	40.9434	250.2747	750	800	Ma	100.0	270.3	14.8	14.8	46.69	3.0	ChRM	-4.7	156.7	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 43	Dowd Springs (fold)	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	14.0	311	40.9434	250.2747	750	800	Ma	100.0	276.7	12.2	12.2	32.1	3.0	ChRM	-4.7	156.7	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 44	Dowd Springs (fold)	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	14.0	311	40.9434	250.2747	750	800	Ma	100.0	269.4	7.9	7.9	103.9	5.0	ChRM	-4.7	156.7	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG-AW-01	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	326	40.9676	250.4442	750	800	Ma	100.0	267.0	-19.0	16.5	57.0	5.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG-AW-02	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	326	40.9676	250.4442	750	800	Ma	100.0	260.0	-18.0	9.4	51.4	6.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG-AW-03	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	326	40.9676	250.4442	750	800	Ma	100.0	271.0	-19.0	11.8	110.2	4.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG-AW-04	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	326	40.9676	250.4442	750	800	Ma	100.0	257.0	-1.0	11.4	35.4	6.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG-GA-01	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	15.0	322	40.9676	250.4442	750	800	Ma	100.0	261.0	-18.0	6.6	135.2	5.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG-GA-02	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	20.0	310	40.9676	250.4442	750	800	Ma	100.0	266.0	-16.0	20.1	15.5	6.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG-GA-03	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	17.0	319	40.9676	250.4442	750	800	Ma	100.0	265.0	-13.0	13.3	34.0	5.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG-GA-04	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	17.0	295	40.9676	250.4442	750	800	Ma	100.0	262.0	-6.0	10.4	54.7	5.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG-GA-05	Flaming Gorge	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	16.0	326	40.9676	250.4442	750	800	Ma	100.0						ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG-GA-06	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	328	40.9676	250.4442	750	800	Ma	100.0	274.0	-10.0	9.1	72.0	5.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG-GA-07	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	327	40.9676	250.4442	750	800	Ma	100.0	269.0	-13.0	8.3	65.7	6.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG-GA-08	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	327	40.9676	250.4442	750	800	Ma	100.0	257.0	-10.0	6.7	101.8	6.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG 48	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	340	40.9676	250.4442	750	800	Ma	100.0	271.7	-15.4	4.4		4.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG 49	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	3	40.9676	250.4442	750	800	Ma	100.0	266.2	-3.8	8.1		6.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG 50	Flaming Gorge	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	20.0	344	40.9676	250.4442	750	800	Ma	100.0	290.6	-23.0	8.9		7.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG 51	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	16.0	358	40.9676	250.4442	750	800	Ma	100.0	274.0	-4.9	3.2		5.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG 52	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	18.0	358	40.9676	250.4442	750	800	Ma	100.0	274.9	-15.0	8.3		5.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
FG 53	Flaming Gorge	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	15.0	26	40.9676	250.4442	750	800	Ma	100.0	276.8	7.6	7.5		4.0	ChRM	-5.4	158.9	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
BC 01	Bull Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	13.0	119	40.8269	251.1433	750	800	Ma	100.0	267.9	8.8	6.0	101.1	8.0	ChRM	4.5	163.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
BC 02	Bull Canyon	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	16.0	145	40.8269	251.1433	750	800	Ma	100.0	277.2	7.3	16.6	13.9	8.0	ChRM	4.5	163.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
BC 03	Bull Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	19.0	106	40.8269	251.1433	750	800	Ma	100.0	267.0	12.1	14.4	23.4	6.0	ChRM	4.5	163.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
BC 04	Bull Canyon	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	20.0	141	40.8269	251.1433	750	800	Ma	100.0	271.8	1.2	20.5	8.0	9.0	ChRM	4.5	163.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
BC 05	Bull Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	20.0	141	40.8269	251.1433	750	800	Ma	100.0	272.3	8.7	14.2	22.5	7.0	ChRM	4.5	163.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
BC 06	Bull Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	20.0	141	40.8269	251.1433	750	800	Ma	100.0	264.9	12.1	5.8	71.9	10.0	ChRM	4.5	163.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
BC 07	Bull Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	12.0	139	40.8269	251.1433	750	800	Ma	100.0	277.9	5.8	8.4	44.4	9.0	ChRM	4.5	163.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
BC 08	Bull Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	17.0	179	40.8269	251.1433	750	800	Ma	100.0	281.8	6.2	9.2	37.7	9.0	ChRM	4.5	163.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
BC 09	Bull Canyon	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	12.0	109	40.8269	251.1433	750	800	Ma	100.0	20.1	58.2	4.4	121.3	10.0	ChRM	4.5	163.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
BC 10	Bull Canyon	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	2.0	189	40.8269	251.1433	750	800	Ma	100.0	269.0	10.5	17.9	14.5	7.0	ChRM	4.5	163.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
UMG-GA-01	Home Mountain Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	82.0	202	41.0176	250.7983	750	800	Ma	100.0	271.0	0.0	15.9	24.1	7.0	ChRM	0.5	164.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
UMG-GA-02	Home Mountain Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	52.0	206	41.0176	250.7983	750	800	Ma	100.0	261.0	12.0	14.1	19.2	7.0	ChRM	0.5	164.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
UMG-GA-03	Home Mountain Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	66.0	203	41.0176	250.7983	750	800	Ma	100.0	262.0	8.0	18.4	18.2	5.0	ChRM	0.5	164.8	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SP 01	Sparks-Talamantes Creek	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	58.0	36	40.9797	251.1055	750	800	Ma	100.0	96.3	-4.6	6.5	63.5	9.0	ChRM	1.7	166.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SP 02	Sparks-Talamantes Creek	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	62.0	25	40.9797	251.1055	750	800	Ma	100.0	45.4	4.1	14.3	29.7	5.0	ChRM	1.7	166.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SP 03	Sparks-Talamantes Creek	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	70.0	43	40.9797	251.1055	750	800	Ma	100.0	87.2	-20.9	11.9	42.3	5.0	ChRM	1.7	166.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SP 04	Sparks-Talamantes Creek	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	61.0	29	40.9797	251.1055	750	800	Ma	100.0	77.4	0.2	9.2	43.9	7.0	ChRM	1.7	166.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SP 05	Sparks-Talamantes Creek	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	63.0	45	40.9797	251.1055	750	800	Ma	100.0	81.3	-15.8	11.6	23.7	8.0	ChRM	1.7	166.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SP 06	Sparks-Talamantes Creek	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	66.0	54	40.9797	251.1055	750	800	Ma	100.0	98.6	-23.1	8.6	50.7	7.0	ChRM	1.7	166.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SP 07	Sparks-Talamantes Creek	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	61.0	29	40.9797	251.1055	750	800	Ma	100.0	84.6	3.7	14.0	43.9	4.0	ChRM	1.7	166.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SP 08	Sparks-Talamantes Creek	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	65.0	42	40.9797	251.1055	750	800	Ma	100.0	96.3	-21.1	9.2	43.8	7.0	ChRM	1.7	166.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SP 09	Sparks-Talamantes Creek	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	71.0	44	40.9797	251.1055	750	800	Ma	100.0	91.3	-21.7	28.42	20.2	3.0	ChRM	1.7	166.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SP 10	Sparks-Talamantes Creek	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	56.0	43	40.9797	251.1055	750	800	Ma	100.0	87.3	-0.1	10.2	44.5	6.0	ChRM	1.7	166.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SP 11	Sparks-Talamantes Creek	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	59.0	31	40.9797	251.1055	750	800	Ma	100.0	92.9	-4.4	15.1	20.7	6.0	ChRM	1.7	166.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SP 12	Sparks-Talamantes Creek	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	59.0	43	40.9797	251.1055	750	800	Ma	100.0	83.4	-6.9	7.0	63.8	8.0	ChRM	1.7	166.3	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 1	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	80.0	51	40.9518	250.2012	750	800	Ma	100.0	44.9	-9.5	3.0	259.7	10.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 2	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	81.0	55	40.9518	250.2012	750	800	Ma	100.0	37.7	-8.4	4.2	262.2	6.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 3	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	82.0	52	40.9518	250.2012	750	800	Ma	100.0	42.3	-10.7	3.6	161.4	11.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 4	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	81.0	53	40.9518	250.2012	750	800	Ma	100.0	47.4	-11.4	2.8	262.0	11.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 5	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	80.0	54	40.9518	250.2012	750	800	Ma	100.0	47.9	-10.8	3.5	255.4	8.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 6	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	78.0	55	40.9518	250.2012	750	800	Ma	100.0	45.5	-5.8	5.4	296.3	4.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 7	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	81.0	55	40.9518	250.2012	750	800	Ma	100.0	42.9	-12.0	3.6	146.0	12.0	overprint	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
