tab	sites
age	age_high	age_low	age_sigma	age_unit	citations	description	dir_alpha95	dir_dec	dir_inc	dir_k	dir_n_samples	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	location	lon	method_codes	result_quality	result_type	site	vgp_dm	vgp_dp	vgp_lat	vgp_lon
1382	1384	1380		Ma	10.1111/j.1365-246x.1983.tb03321.x	Site lat/lon = formation-mean coordinates (Marcussen & Abrahamsen 1983, Table 2 footnote); per-site coordinates not reported	5.6	75.5	-14.4	74	10	100	igneous	Sill	81.8	Diabase	Midsommerso Dolerites	327.8	LP-AF:DE-BLANKET:DE-FM	g	i	DL-01	2.9	5.7	-10.0	69.2
1382	1384	1380		Ma	10.1111/j.1365-246x.1983.tb03321.x	ED: Site mean recomputed after omitting samples with orientation errors or strong alteration; Site lat/lon = formation-mean coordinates (Marcussen & Abrahamsen 1983, Table 2 footnote); per-site coordinates not reported	3.6	83.2	-10.4	183	10	100	igneous	Sill	81.8	Diabase	Midsommerso Dolerites	327.8	LP-AF:DE-BLANKET:DE-FM	g	i	DL-02	1.8	3.6	-10.0	61.3
1382	1384	1380		Ma	10.1111/j.1365-246x.1983.tb03321.x	ED: Site mean recomputed after omitting samples with orientation errors or strong alteration; Site lat/lon = formation-mean coordinates (Marcussen & Abrahamsen 1983, Table 2 footnote); per-site coordinates not reported	8.2	80.1	-9.1	55	7	100	igneous	Sill	81.8	Diabase	Midsommerso Dolerites	327.8	LP-AF:DE-BLANKET:DE-FM	g	i	DL-03	4.2	8.3	-7.0	64.3
1382	1384	1380		Ma	10.1111/j.1365-246x.1983.tb03321.x	ED: Site mean recomputed after omitting samples with orientation errors or strong alteration; Site lat/lon = formation-mean coordinates (Marcussen & Abrahamsen 1983, Table 2 footnote); per-site coordinates not reported	3.5	79.0	-8.6	220	9	100	igneous	Sill	81.8	Diabase	Midsommerso Dolerites	327.8	LP-AF:DE-BLANKET:DE-FM	g	i	DL-04	1.6	3.5	-9.0	65.3
1382	1384	1380		Ma	10.1111/j.1365-246x.1983.tb03321.x	Site lat/lon = formation-mean coordinates (Marcussen & Abrahamsen 1983, Table 2 footnote); per-site coordinates not reported	3.3	82.9	-12.1	240	9	100	igneous	Sill	81.8	Diabase	Midsommerso Dolerites	327.8	LP-AF:DE-BLANKET:DE-FM	g	i	DL-06	1.7	3.4	-9.0	61.7
1382	1384	1380		Ma	10.1111/j.1365-246x.1983.tb03321.x	Site lat/lon = formation-mean coordinates (Marcussen & Abrahamsen 1983, Table 2 footnote); per-site coordinates not reported	3.0	101.4	-35.5	251	10	100	igneous	Volcanic Dike	81.8	Diabase	Midsommerso Dolerites	327.8	LP-AF:DE-BLANKET:DE-FM	g	i	DL-08	2.0	3.5	-10.0	53.5
1382	1384	1380		Ma	10.1111/j.1365-246x.1983.tb03321.x	Site lat/lon = formation-mean coordinates (Marcussen & Abrahamsen 1983, Table 2 footnote); per-site coordinates not reported	1.8	101.8	-28.6	662	10	100	igneous	Volcanic Dike	81.8	Diabase	Midsommerso Dolerites	327.8	LP-AF:DE-BLANKET:DE-FM	g	i	DL-09	1.1	2.0	-10.0	52.3
1382	1384	1380		Ma	10.1111/j.1365-246x.1983.tb03321.x	Site lat/lon = formation-mean coordinates (Marcussen & Abrahamsen 1983, Table 2 footnote); per-site coordinates not reported	4.1	84.4	-12.5	114	12	100	igneous	Sill	81.8	Diabase	Midsommerso Dolerites	327.8	LP-AF:DE-BLANKET:DE-FM	g	i	DL-10	2.1	4.2	-12.0	65.6
1382	1384	1380		Ma	10.1111/j.1365-246x.1983.tb03321.x	BEST: per-specimen most-stable directions selected via Stupavsky-Symons PSI index; Site lat/lon = formation-mean coordinates (Marcussen & Abrahamsen 1983, Table 2 footnote); per-site coordinates not reported	4.8	90.9	-10.3	81	12	100	igneous	Sill	81.8	Diabase	Midsommerso Dolerites	327.8	LP-AF:DE-BLANKET:DE-FM	g	i	DL-11	2.5	4.9	-12.0	59.0
1382	1384	1380		Ma	10.1111/j.1365-246x.1983.tb03321.x	Site lat/lon = formation-mean coordinates (Marcussen & Abrahamsen 1983, Table 2 footnote); per-site coordinates not reported	5.6	81.5	-2.6	68	11	100	igneous	Sill	81.8	Diabase	Midsommerso Dolerites	327.8	LP-AF:DE-BLANKET:DE-FM	g	i	DL-12	2.8	5.6	-11.0	67.7
