Terrane,ROCKNAME,Lithology,SLAT,SLONG,nominal age,lomagage,himagage,Grade,f method,f source,f,f low,f high,PLAT uncorrected,PLONG uncorrected,A95 uncorrected,PLAT,PLONG,Zdec,Zinc,Zeta,Edec,Einc,Eta,A95,n resampled,Comment
Laurentia,"Pilcher, Garnet Range, Libby",Redbeds,46.72,-113.66,1385,1378,1407,B,"compilation f (Pierce et al., 2022)",this study,,,,-20.6,217.6,7.9,-11.7,221.0,281.3,67.3,14.9,135.1,19.1,8.0,10.9,7000,4 site-level mean directions: too few for an E/I or SVEI determination of f
