Terrane,ROCKNAME,Lithology,SLAT,SLONG,nominal age,lomagage,himagage,Grade,f method,f source,f,f low,f high,PLAT uncorrected,PLONG uncorrected,A95 uncorrected,PLAT,PLONG,Zdec,Zinc,Zeta,Edec,Einc,Eta,A95,n resampled,Comment
Laurentia,Chuar Group (combined),Mudstone; Sandstone; Dolomite,36.23,248.13,755,748,761,A,"compilation f (Pierce et al., 2022)",this study,,,,7.5,163.6,4.2,10.6,167.9,265.4,35.0,8.3,63.6,52.9,4.2,5.9,7000,37 pooled site/sample VGPs: too few directions for an E/I or SVEI determination of f
