tab	sites
age	age_high	age_low	age_unit	citations	description	dir_alpha95	dir_dec	dir_inc	dir_k	dir_n_samples	dir_polarity	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	location	lon	method_codes	result_quality	result_type	site	vgp_lat	vgp_lon
1105.15	1105.48	1104.82	Ma	10.1002/2013gc005180	SI6(94.1 to 104.2)	3.8	103.4	-78.6	271.4681440443213	5.0	r	100	Extrusive:Igneous	Lava Flow	48.7445	Basalt	Osler reverse upper	272.3514	DE-FM:LP-DC4:LP-DIR-AF	g	i	SI6(94.1 to 104.2)	49.0	238.8
1105.15	1105.48	1104.82	Ma	10.1002/2013gc005180	SI7(0.0 to 3.9)	2.4	128.6	-48.4	425.34722222222223	8.0	r	100	Extrusive:Igneous	Lava Flow	48.7406	Basalt	Osler reverse upper	272.3318	DE-FM:LP-DC4:LP-DIR-AF	g	i	SI7(0.0 to 3.9)	46.7	175.2
1105.15	1105.48	1104.82	Ma	10.1002/2013gc005180	SI7(3.9 to 5.4)	9.2	132.8	-53.6	33.08128544423441	7.0	r	100	Extrusive:Igneous	Lava Flow	48.7405	Basalt	Osler reverse upper	272.3316	DE-FM:LP-DC4:LP-DIR-AF	g	i	SI7(3.9 to 5.4)	52.4	177.4
1105.15	1105.48	1104.82	Ma	10.1002/2013gc005180	SI7(9.6 to 18.0)	6.9	120.1	-55.6	58.811174123083376	7.0	r	100	Extrusive:Igneous	Lava Flow	48.7403	Basalt	Osler reverse upper	272.3316	DE-FM:LP-DC4:LP-DIR-AF	g	i	SI7(9.6 to 18.0)	45.3	189.2
1105.15	1105.48	1104.82	Ma	10.1002/2013gc005180	SI8(0.0 to 3.9)	2.2	126.1	-68.9	506.19834710743794	8.0	r	100	Extrusive:Igneous	Lava Flow	48.7466	Basalt	Osler reverse upper	272.3806	DE-FM:LP-DC4:LP-DIR-AF	g	i	SI8(0.0 to 3.9)	56.4	209.4
1105.15	1105.48	1104.82	Ma	10.1002/2013gc005180	SI8(106.6 to 115.4)	7.2	103.8	-65.2	47.2608024691358	8.0	r	100	Extrusive:Igneous	Lava Flow	48.7449	Basalt	Osler reverse upper	272.3724	DE-FM:LP-DC4:LP-DIR-AF	g	i	SI8(106.6 to 115.4)	41.2	211.2
1105.15	1105.48	1104.82	Ma	10.1002/2013gc005180	SI8(19.3 to 45.0)	5.5	108.7	-59.1	80.99173553719008	8.0	r	100	Extrusive:Igneous	Lava Flow	48.7462	Basalt	Osler reverse upper	272.38	DE-FM:LP-DC4:LP-DIR-AF	g	i	SI8(19.3 to 45.0)	40.1	200.5
1105.15	1105.48	1104.82	Ma	10.1002/2013gc005180	SI8(3.9 to 19.3)	5.3	123.0	-71.6	99.67960128159487	7.0	r	100	Extrusive:Igneous	Lava Flow	48.7465	Basalt	Osler reverse upper	272.3805	DE-FM:LP-DC4:LP-DIR-AF	g	i	SI8(3.9 to 19.3)	55.6	217.1
1105.15	1105.48	1104.82	Ma	10.1002/2013gc005180	SI8(47.5 to 56.7)	5.6	121.2	-64.4	104.16666666666669	6.0	r	100	Extrusive:Igneous	Lava Flow	48.7458	Basalt	Osler reverse upper	272.3789	DE-FM:LP-DC4:LP-DIR-AF	g	i	SI8(47.5 to 56.7)	51.2	201.6
1105.15	1105.48	1104.82	Ma	10.1002/2013gc005180	SI8(62.9 to 84.4)	2.7	103.3	-69.6	336.076817558299	8.0	r	100	Extrusive:Igneous	Lava Flow	48.7456	Basalt	Osler reverse upper	272.3777	DE-FM:LP-DC4:LP-DIR-AF	g	i	SI8(62.9 to 84.4)	43.9	218.6
1105.15	1105.48	1104.82	Ma	10.1002/2013gc005180	SI8(84.4 to 102.6)	4.3	80.9	-66.0	132.5040562466198	8.0	r	100	Extrusive:Igneous	Lava Flow	48.7453	Basalt	Osler reverse upper	272.3761	DE-FM:LP-DC4:LP-DIR-AF	g	i	SI8(84.4 to 102.6)	29.5	223.4
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		7.483314773547883	106.1	-44.2	70.0	5.0	r	100	Extrusive:Igneous	Lava Flow	48.661051	Basalt	Osler reverse upper	271.948459	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG84	29.54088872	188.6533022
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		3.050695435482863	109.8	-62.4	351.0	6.0	r	100	Extrusive:Igneous	Lava Flow	48.678061	Basalt	Osler reverse upper	271.97532	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG85	42.90020395	203.8166221
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		2.402747568157891	140.7	-64.8	679.0	5.0	r	100	Extrusive:Igneous	Lava Flow	48.680014	Basalt	Osler reverse upper	271.973994	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG86	63.77760756	192.7357421
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		4.511436948879764	110.0	-56.6	321.0	3.0	r	100	Extrusive:Igneous	Lava Flow	48.676652	Basalt	Osler reverse upper	271.940536	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG87	39.32495688	196.4878545
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		8.151115136354148	128.2	-42.0	59.0	5.0	r	100	Extrusive:Igneous	Lava Flow	48.664307	Basalt	Osler reverse upper	271.930409	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG88	42.89645001	169.9339018
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		3.785166493051126	88.3	-59.1	456.0	3.0	r	100	Extrusive:Igneous	Lava Flow	48.657548	Basalt	Osler reverse upper	271.928069	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG89	27.79512405	211.8003348
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		4.04145188432738	118.6	-48.9	240.0	5.0	r	100	Extrusive:Igneous	Lava Flow	48.65743	Basalt	Osler reverse upper	271.921876	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG90	40.36658915	183.175792
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		2.715504628519238	128.1	-38.0	886.0	3.0	r	100	Extrusive:Igneous	Lava Flow	48.651106	Basalt	Osler reverse upper	271.914755	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG91	40.75688206	167.3043405
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		5.195887333176438	108.2	-55.8	121.0	6.0	r	100	Extrusive:Igneous	Lava Flow	48.648101	Basalt	Osler reverse upper	271.917061	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG92	37.66708688	196.7525337
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		2.8506203683137885	118.5	-46.0	402.0	6.0	r	100	Extrusive:Igneous	Lava Flow	48.646972	Basalt	Osler reverse upper	271.90239	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG93	38.68951021	180.8531755
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		5.11207720338155	106.0	-54.2	125.0	6.0	r	100	Extrusive:Igneous	Lava Flow	48.639491	Basalt	Osler reverse upper	271.89768	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG94	35.26202829	196.5441708
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		3.6791183185934573	93.7	-54.1	362.0	4.0	r	100	Extrusive:Igneous	Lava Flow	48.634582	Basalt	Osler reverse upper	271.887024	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG95	27.49207105	204.1262149
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		4.677071733467427	116.0	-53.0	224.0	4.0	r	100	Extrusive:Igneous	Lava Flow	48.605248	Basalt	Osler reverse upper	271.835216	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG96	41.01791527	188.8062015
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		2.37185951650094	131.7	-64.9	871.0	4.0	r	100	Extrusive:Igneous	Lava Flow	48.607343	Basalt	Osler reverse upper	271.825585	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG97	58.01634188	197.3012183
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		6.735753140545634	119.9	-55.8	108.0	4.0	r	100	Extrusive:Igneous	Lava Flow	48.590795	Basalt	Osler reverse upper	271.807852	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG98	45.23871334	189.2192685
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		6.831300510639733	94.3	-65.5	84.0	5.0	r	100	Extrusive:Igneous	Lava Flow	48.636336	Basalt	Osler reverse upper	271.88093	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG99	36.02033293	215.7287168
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		6.457718456202195	91.8	-58.2	94.0	5.0	r	100	Extrusive:Igneous	Lava Flow	48.643347	Basalt	Osler reverse upper	271.880385	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG100	29.16601039	208.8796723
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		8.427009716003845	114.3	-64.0	69.0	4.0	r	100	Extrusive:Igneous	Lava Flow	48.615971	Basalt	Osler reverse upper	271.842478	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG101	46.63994935	203.8825996
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		9.211323729436765	116.8	-40.4	77.0	3.0	r	100	Extrusive:Igneous	Lava Flow	48.678789	Basalt	Osler reverse upper	271.942681	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG102	34.61096611	178.2474147
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		6.273550009275092	126.3	-58.7	166.0	3.0	r	100	Extrusive:Igneous	Lava Flow	48.692757	Basalt	Osler reverse upper	271.951564	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG103	51.16529829	188.8934048
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		1.3408337926773017	112.0	-75.1	3634.0	3.0	r	100	Extrusive:Igneous	Lava Flow	48.711501	Basalt	Osler reverse upper	271.93353	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG104	51.20958127	227.8841587
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		2.9936680624647263	118.6	-70.3	729.0	3.0	r	100	Extrusive:Igneous	Lava Flow	48.674874	Basalt	Osler reverse upper	271.903443	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG105	52.61782468	214.5560998
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		2.507607929815977	132.6	-54.1	1039.0	3.0	r	100	Extrusive:Igneous	Lava Flow	48.677416	Basalt	Osler reverse upper	271.898722	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG106	52.61367224	177.8382459
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		2.3845552747687813	129.1	-54.5	1149.0	3.0	r	100	Extrusive:Igneous	Lava Flow	48.679736	Basalt	Osler reverse upper	271.897319	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG107	50.54048276	181.0980435
1105.15	1105.48	1104.82	Ma	10.1139/e74-113		3.8316638605278137	80.5	-80.4	267.0	5.0	r	100	Extrusive:Igneous	Lava Flow	48.593955	Basalt	Osler reverse upper	271.782033	DE-K:FS-FD:FS-H:LP-DC2:SO-SM:DE-DI:FS-LOC-GOOGLE	g	i	OVG108	42.49393304	246.4019953
1105.15	1105.48	1104.82	Ma	10.1130/b31944.1		2.4	102.9	-73.3	535.0	8.0	r	100	Extrusive:Igneous	Lava Flow	48.6	Basalt	Osler reverse upper	-88.2	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	AP1	-46.0	45.6
1105.15	1105.48	1104.82	Ma	10.1130/b31944.1		2.3	94.4	-64.7	562.0	8.0	r	100	Extrusive:Igneous	Lava Flow	48.6	Basalt	Osler reverse upper	-88.2	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	AP2	-35.4	34.6
1105.15	1105.48	1104.82	Ma	10.1130/b31944.1		2.9	105.4	-59.0	358.0	8.0	r	100	Extrusive:Igneous	Lava Flow	48.6	Basalt	Osler reverse upper	-88.2	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	AP3	-37.9	21.8
1105.15	1105.48	1104.82	Ma	10.1130/b31944.1		4.2	89.5	-69.1	177.0	8.0	r	100	Extrusive:Igneous	Lava Flow	48.6	Basalt	Osler reverse upper	-88.2	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	AP4	-36.3	42.9
1105.15	1105.48	1104.82	Ma	10.1130/b31944.1		6.5	53.9	-75.4	75.0	8.0	r	100	Extrusive:Igneous	Lava Flow	48.6	Basalt	Osler reverse upper	-88.2	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	AP5	-29.0	66.5
1095.0	1100.0	1080.0	Ma	10.1139/e74-113	Halls (1974) normal sites 1, 2, 5 combined as one cooling unit (flow above Puff Island conglomerate)	5.209163504072385	290.0563452441199	42.75931097320086	561.1257588802126	3.0	n	100	Extrusive:Igneous	Lava Flow	48.626429	Basalt	Osler normal	271.894142	LP-DC2:DE-DI	g	a	Halls_N_flow1	31.377146431358213	184.8341971602888
1095.0	1100.0	1080.0	Ma	10.1139/e74-113	Halls (1974) normal sites 3, 4 combined as one cooling unit (Puff/Tremblay Island shoreline flow)	19.429406108065606	304.99186764421904	33.92133266986386	167.31902083831312	2.0	n	100	Extrusive:Igneous	Lava Flow	48.640811	Basalt	Osler normal	271.928039	LP-DC2:DE-DI	g	a	Halls_N_flow2	36.75492853304694	167.6662499872774
1095.0	1100.0	1080.0	Ma	10.1130/b31944.1		3.8	303.4	25.2	219.0	8.0	n	100	Extrusive:Igneous	Lava Flow	48.7	Basalt	Osler normal	-88.0	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	Puf1	31.7	164.8
1095.0	1100.0	1080.0	Ma	10.1130/b31944.1		3.5	296.9	24.7	293.0	7.0	n	100	Extrusive:Igneous	Lava Flow	48.7	Basalt	Osler normal	-88.0	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DE-FM:DA-DIR-GEO	g	i	Puf2	27.3	170.1
