tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	instrument_codes	int_corr	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	mt	16.6	269.6	36.8	3.0	2	9	100.0	CB8-7a_LP-DIR-T	hargrave 2021-11-28 17:50:15	u	843.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB8-7	pmagpy-4.2.24-1: demag_gui	CB8-7a
This study	lt	37.2	4.8	54.7	3.0	2	4	100.0	CB8-7a_LP-DIR-T	hargrave 2021-11-28 17:50:15	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB8-7	pmagpy-4.2.24-1: demag_gui	CB8-7a
This study	lt	37.2	4.8	65.1	3.0	2	4	0.0	CB8-7a_LP-DIR-T	hargrave 2021-11-28 17:50:15	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB8-7	pmagpy-4.2.24-1: demag_gui	CB8-7a
This study	mt	16.6	262.1	35.2	3.0	2	9	0.0	CB8-7a_LP-DIR-T	hargrave 2021-11-28 17:50:15	u	843.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB8-7	pmagpy-4.2.24-1: demag_gui	CB8-7a
This study	lt	37.2	343.9	72.8	3.0	2	4	-1.0	CB8-7a_LP-DIR-T	hargrave 2021-11-28 17:50:15	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB8-7	pmagpy-4.2.24-1: demag_gui	CB8-7a
This study															LP-NOMAG		CB8-7		CB8-7a
This study	mt	16.6	241.4	31.6	3.0	2	9	-1.0	CB8-7a_LP-DIR-T	hargrave 2021-11-28 17:50:15	u	843.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB8-7	pmagpy-4.2.24-1: demag_gui	CB8-7a
This study	mt	8.1	264.8	28.9	2.8	2	11	100.0	CB8-8a_LP-DIR-T	hargrave 2021-11-18 15:58:56	u	838.0	713.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB8-8	pmagpy-4.2.24-1: demag_gui	CB8-8a
This study															LP-NOMAG		CB8-8		CB8-8a
This study	lt	61.1	157.5	45.6	4.1	2	4	-1.0	CB8-8a_LP-DIR-T	hargrave 2021-11-18 15:58:56	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB8-8	pmagpy-4.2.24-1: demag_gui	CB8-8a
This study	mt	8.1	25.3	43.2	2.8	2	11	-1.0	CB8-8a_LP-DIR-T	hargrave 2021-11-18 15:58:56	u	838.0	713.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB8-8	pmagpy-4.2.24-1: demag_gui	CB8-8a
This study	lt	61.1	24.8	61.6	4.1	2	4	0.0	CB8-8a_LP-DIR-T	hargrave 2021-11-18 15:58:56	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB8-8	pmagpy-4.2.24-1: demag_gui	CB8-8a
This study	mt	8.1	259.4	26.6	2.8	2	11	0.0	CB8-8a_LP-DIR-T	hargrave 2021-11-18 15:58:56	u	838.0	713.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB8-8	pmagpy-4.2.24-1: demag_gui	CB8-8a
This study	lt	61.1	20.0	51.7	4.1	2	4	100.0	CB8-8a_LP-DIR-T	hargrave 2021-11-18 15:58:56	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB8-8	pmagpy-4.2.24-1: demag_gui	CB8-8a
This study	ht	1.7	275.5	22.3	4.0	3	7	100.0	CB9-1a_LP-DIR-T	hargrave 2021-11-28 17:51:43	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-1	pmagpy-4.2.24-1: demag_gui	CB9-1a
This study	mt	0.0	275.7	22.7	1.4	3	12	100.0	CB9-1a_LP-DIR-T	hargrave 2021-11-28 17:51:43	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB9-1	pmagpy-4.2.24-1: demag_gui	CB9-1a
This study	lt	69.2	3.2	32.0	13.9	3	3	100.0	CB9-1a_LP-DIR-T	hargrave 2021-11-28 17:51:43	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-1	pmagpy-4.2.24-1: demag_gui	CB9-1a
This study	ht	1.7	271.2	22.0	4.0	3	7	0.0	CB9-1a_LP-DIR-T	hargrave 2021-11-28 17:51:43	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-1	pmagpy-4.2.24-1: demag_gui	CB9-1a
This study															LP-NOMAG		CB9-1		CB9-1a
This study	lt	69.2	2.9	42.4	13.9	3	3	0.0	CB9-1a_LP-DIR-T	hargrave 2021-11-28 17:51:43	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-1	pmagpy-4.2.24-1: demag_gui	CB9-1a
This study	mt	0.0	134.3	14.3	1.4	3	12	-1.0	CB9-1a_LP-DIR-T	hargrave 2021-11-28 17:51:43	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB9-1	pmagpy-4.2.24-1: demag_gui	CB9-1a
This study	lt	69.2	216.9	33.2	13.9	3	3	-1.0	CB9-1a_LP-DIR-T	hargrave 2021-11-28 17:51:43	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-1	pmagpy-4.2.24-1: demag_gui	CB9-1a
This study	mt	0.0	271.3	22.4	1.4	3	12	0.0	CB9-1a_LP-DIR-T	hargrave 2021-11-28 17:51:43	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB9-1	pmagpy-4.2.24-1: demag_gui	CB9-1a
This study	ht	1.7	134.1	13.9	4.0	3	7	-1.0	CB9-1a_LP-DIR-T	hargrave 2021-11-28 17:51:43	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-1	pmagpy-4.2.24-1: demag_gui	CB9-1a
This study	lt	64.8	103.7	57.7	8.7	2	3	-1.0	CB9-2a_LP-DIR-T	hargrave 2021-11-28 17:53:13	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-2	pmagpy-4.2.24-1: demag_gui	CB9-2a
This study	mt	13.5	313.9	42.8	2.8	2	9	-1.0	CB9-2a_LP-DIR-T	hargrave 2021-11-28 17:53:13	u	823.0	693.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-2	pmagpy-4.2.24-1: demag_gui	CB9-2a
This study	lt	64.8	36.4	57.7	8.7	2	3	0.0	CB9-2a_LP-DIR-T	hargrave 2021-11-28 17:53:13	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-2	pmagpy-4.2.24-1: demag_gui	CB9-2a
This study	mt	13.5	282.3	30.1	2.8	2	9	0.0	CB9-2a_LP-DIR-T	hargrave 2021-11-28 17:53:13	u	823.0	693.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-2	pmagpy-4.2.24-1: demag_gui	CB9-2a
This study	mt	13.5	288.1	28.2	2.8	2	9	100.0	CB9-2a_LP-DIR-T	hargrave 2021-11-28 17:53:13	u	823.0	693.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-2	pmagpy-4.2.24-1: demag_gui	CB9-2a
This study	lt	64.8	29.8	48.5	8.7	2	3	100.0	CB9-2a_LP-DIR-T	hargrave 2021-11-28 17:53:13	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-2	pmagpy-4.2.24-1: demag_gui	CB9-2a
This study															LP-NOMAG		CB9-2		CB9-2a
This study	ht	2.4	286.0	30.8	6.6	2	7	100.0	CB9-3a_LP-DIR-T	hargrave 2021-11-28 17:54:57	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-3	pmagpy-4.2.24-1: demag_gui	CB9-3a
This study	mt	0.0	286.4	26.3	1.4	2	12	100.0	CB9-3a_LP-DIR-T	hargrave 2021-11-28 17:54:57	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB9-3	pmagpy-4.2.24-1: demag_gui	CB9-3a
This study	ht	2.4	279.7	32.2	6.6	2	7	0.0	CB9-3a_LP-DIR-T	hargrave 2021-11-28 17:54:57	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-3	pmagpy-4.2.24-1: demag_gui	CB9-3a
This study	ht	2.4	226.3	1.7	6.6	2	7	-1.0	CB9-3a_LP-DIR-T	hargrave 2021-11-28 17:54:57	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-3	pmagpy-4.2.24-1: demag_gui	CB9-3a
This study	mt	0.0	230.0	-0.7	1.4	2	12	-1.0	CB9-3a_LP-DIR-T	hargrave 2021-11-28 17:54:57	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB9-3	pmagpy-4.2.24-1: demag_gui	CB9-3a
This study	mt	0.0	281.2	28.0	1.4	2	12	0.0	CB9-3a_LP-DIR-T	hargrave 2021-11-28 17:54:57	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB9-3	pmagpy-4.2.24-1: demag_gui	CB9-3a
This study															LP-NOMAG		CB9-3		CB9-3a
This study	lt	64.9	231.2	27.5	5.5	3	3	-1.0	CB9-4a_LP-DIR-T	hargrave 2021-11-28 17:57:43	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-4	pmagpy-4.2.24-1: demag_gui	CB9-4a
This study	mt	0.0	284.3	28.1	1.3	3	11	100.0	CB9-4a_LP-DIR-T	hargrave 2021-11-28 17:57:43	u	859.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB9-4	pmagpy-4.2.24-1: demag_gui	CB9-4a
This study	lt	64.9	11.6	33.6	5.5	3	3	100.0	CB9-4a_LP-DIR-T	hargrave 2021-11-28 17:57:43	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-4	pmagpy-4.2.24-1: demag_gui	CB9-4a
This study	ht	1.4	281.1	29.5	11.4	3	7	0.0	CB9-4a_LP-DIR-T	hargrave 2021-11-28 17:57:43	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-4	pmagpy-4.2.24-1: demag_gui	CB9-4a
This study	mt	0.0	278.6	29.4	1.3	3	11	0.0	CB9-4a_LP-DIR-T	hargrave 2021-11-28 17:57:43	u	859.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB9-4	pmagpy-4.2.24-1: demag_gui	CB9-4a
This study	ht	1.4	286.7	27.8	11.4	3	7	100.0	CB9-4a_LP-DIR-T	hargrave 2021-11-28 17:57:43	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-4	pmagpy-4.2.24-1: demag_gui	CB9-4a
This study	lt	64.9	12.7	43.9	5.5	3	3	0.0	CB9-4a_LP-DIR-T	hargrave 2021-11-28 17:57:43	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-4	pmagpy-4.2.24-1: demag_gui	CB9-4a
This study															LP-NOMAG		CB9-4		CB9-4a
This study	ht	1.4	164.4	-3.2	11.4	3	7	-1.0	CB9-4a_LP-DIR-T	hargrave 2021-11-28 17:57:43	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-4	pmagpy-4.2.24-1: demag_gui	CB9-4a
This study	mt	0.0	162.3	-2.9	1.3	3	11	-1.0	CB9-4a_LP-DIR-T	hargrave 2021-11-28 17:57:43	u	859.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB9-4	pmagpy-4.2.24-1: demag_gui	CB9-4a
This study	mt	10.0	276.5	26.7	1.9	3	6	0.0	CB9-5a_LP-DIR-T	hargrave 2021-11-28 17:59:13	u	813.0	733.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-5	pmagpy-4.2.24-1: demag_gui	CB9-5a
This study	ht	6.9	308.0	43.5	9.4	3	7	100.0	CB9-5a_LP-DIR-T	hargrave 2021-11-28 17:59:13	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-5	pmagpy-4.2.24-1: demag_gui	CB9-5a
This study	mt	10.0	281.6	26.0	1.9	3	6	100.0	CB9-5a_LP-DIR-T	hargrave 2021-11-28 17:59:13	u	813.0	733.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-5	pmagpy-4.2.24-1: demag_gui	CB9-5a
This study	lt	59.6	5.8	37.9	4.8	3	3	100.0	CB9-5a_LP-DIR-T	hargrave 2021-11-28 17:59:13	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-5	pmagpy-4.2.24-1: demag_gui	CB9-5a
This study	ht	6.9	141.5	46.2	9.4	3	7	-1.0	CB9-5a_LP-DIR-T	hargrave 2021-11-28 17:59:13	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-5	pmagpy-4.2.24-1: demag_gui	CB9-5a
This study	lt	59.6	6.0	48.3	4.8	3	3	0.0	CB9-5a_LP-DIR-T	hargrave 2021-11-28 17:59:13	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-5	pmagpy-4.2.24-1: demag_gui	CB9-5a
This study	ht	6.9	298.5	48.5	9.4	3	7	0.0	CB9-5a_LP-DIR-T	hargrave 2021-11-28 17:59:13	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-5	pmagpy-4.2.24-1: demag_gui	CB9-5a
This study	mt	10.0	118.8	25.3	1.9	3	6	-1.0	CB9-5a_LP-DIR-T	hargrave 2021-11-28 17:59:13	u	813.0	733.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-5	pmagpy-4.2.24-1: demag_gui	CB9-5a
This study	lt	59.6	205.6	45.6	4.8	3	3	-1.0	CB9-5a_LP-DIR-T	hargrave 2021-11-28 17:59:13	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-5	pmagpy-4.2.24-1: demag_gui	CB9-5a
This study															LP-NOMAG		CB9-5		CB9-5a
This study	ht	1.7	274.3	18.2	3.8	3	7	0.0	CB9-7a_LP-DIR-T	hargrave 2021-11-28 18:00:39	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-7	pmagpy-4.2.24-1: demag_gui	CB9-7a
This study	ht	1.7	277.7	18.0	3.8	3	7	100.0	CB9-7a_LP-DIR-T	hargrave 2021-11-28 18:00:39	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-7	pmagpy-4.2.24-1: demag_gui	CB9-7a
This study	mt	0.0	277.8	18.3	2.1	3	12	100.0	CB9-7a_LP-DIR-T	hargrave 2021-11-28 18:00:39	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB9-7	pmagpy-4.2.24-1: demag_gui	CB9-7a
This study	lt	65.9	355.9	33.8	9.3	3	3	100.0	CB9-7a_LP-DIR-T	hargrave 2021-11-28 18:00:39	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-7	pmagpy-4.2.24-1: demag_gui	CB9-7a
This study	mt	0.0	274.3	18.5	2.1	3	12	0.0	CB9-7a_LP-DIR-T	hargrave 2021-11-28 18:00:39	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB9-7	pmagpy-4.2.24-1: demag_gui	CB9-7a
This study	lt	65.9	354.5	44.0	9.3	3	3	0.0	CB9-7a_LP-DIR-T	hargrave 2021-11-28 18:00:39	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-7	pmagpy-4.2.24-1: demag_gui	CB9-7a
This study	mt	0.0	203.0	2.9	2.1	3	12	-1.0	CB9-7a_LP-DIR-T	hargrave 2021-11-28 18:00:39	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB9-7	pmagpy-4.2.24-1: demag_gui	CB9-7a
This study	ht	1.7	203.0	2.6	3.8	3	7	-1.0	CB9-7a_LP-DIR-T	hargrave 2021-11-28 18:00:39	u	938.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-7	pmagpy-4.2.24-1: demag_gui	CB9-7a
This study															LP-NOMAG		CB9-7		CB9-7a
This study	lt	65.9	267.4	45.8	9.3	3	3	-1.0	CB9-7a_LP-DIR-T	hargrave 2021-11-28 18:00:39	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-7	pmagpy-4.2.24-1: demag_gui	CB9-7a
This study	mt	0.0	280.4	27.8	1.3	2	12	0.0	CB9-8a_LP-DIR-T	hargrave 2021-11-30 10:22:13	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB9-8	pmagpy-4.2.24-1: demag_gui	CB9-8a
This study															LP-NOMAG		CB9-8		CB9-8a
This study	mt	0.0	285.7	26.3	1.3	2	12	100.0	CB9-8a_LP-DIR-T	hargrave 2021-11-30 10:22:13	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB9-8	pmagpy-4.2.24-1: demag_gui	CB9-8a
This study	ht	3.6	284.3	24.8	2.2	2	9	100.0	CB9-8a_LP-DIR-T	hargrave 2021-11-30 10:22:13	u	943.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-8	pmagpy-4.2.24-1: demag_gui	CB9-8a
This study	mt	0.0	84.4	29.5	1.3	2	12	-1.0	CB9-8a_LP-DIR-T	hargrave 2021-11-30 10:22:13	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB9-8	pmagpy-4.2.24-1: demag_gui	CB9-8a
This study	ht	3.6	82.9	27.9	2.2	2	9	-1.0	CB9-8a_LP-DIR-T	hargrave 2021-11-30 10:22:13	u	943.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-8	pmagpy-4.2.24-1: demag_gui	CB9-8a
This study	ht	3.6	279.4	26.0	2.2	2	9	0.0	CB9-8a_LP-DIR-T	hargrave 2021-11-30 10:22:13	u	943.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-8	pmagpy-4.2.24-1: demag_gui	CB9-8a
This study	lt	48.5	144.3	21.6	5.0	3	3	-1.0	CB9-9a_LP-DIR-T	hargrave 2021-11-30 10:24:36	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-9	pmagpy-4.2.24-1: demag_gui	CB9-9a
This study	mt	0.0	126.8	80.2	0.8	3	12	-1.0	CB9-9a_LP-DIR-T	hargrave 2021-11-30 10:24:36	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB9-9	pmagpy-4.2.24-1: demag_gui	CB9-9a
This study	mt	0.0	282.0	44.4	0.8	3	12	0.0	CB9-9a_LP-DIR-T	hargrave 2021-11-30 10:24:36	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB9-9	pmagpy-4.2.24-1: demag_gui	CB9-9a
This study	ht	3.8	295.8	43.9	1.9	3	9	100.0	CB9-9a_LP-DIR-T	hargrave 2021-11-30 10:24:36	u	943.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-9	pmagpy-4.2.24-1: demag_gui	CB9-9a
This study	mt	0.0	291.6	42.2	0.8	3	12	100.0	CB9-9a_LP-DIR-T	hargrave 2021-11-30 10:24:36	u	859.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB9-9	pmagpy-4.2.24-1: demag_gui	CB9-9a
This study	lt	48.5	17.3	44.8	5.0	3	3	100.0	CB9-9a_LP-DIR-T	hargrave 2021-11-30 10:24:36	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB9-9	pmagpy-4.2.24-1: demag_gui	CB9-9a
This study	lt	48.5	20.3	54.9	5.0	3	3	0.0	CB9-9a_LP-DIR-T	hargrave 2021-11-30 10:24:36	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-9	pmagpy-4.2.24-1: demag_gui	CB9-9a
This study	ht	3.8	130.9	76.8	1.9	3	9	-1.0	CB9-9a_LP-DIR-T	hargrave 2021-11-30 10:24:36	u	943.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB9-9	pmagpy-4.2.24-1: demag_gui	CB9-9a
This study	ht	3.8	285.6	46.8	1.9	3	9	0.0	CB9-9a_LP-DIR-T	hargrave 2021-11-30 10:24:36	u	943.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB9-9	pmagpy-4.2.24-1: demag_gui	CB9-9a
This study															LP-NOMAG		CB9-9		CB9-9a
This study	mt	8.4	252.4	69.4	14.7	2	14	0.0	CBS1-1a_LP-DIR-T	hargrave 2021-12-03 19:23:09	u	862.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CBS1-1	pmagpy-4.2.24-1: demag_gui	CBS1-1a
This study															LP-NOMAG		CBS1-1		CBS1-1a
This study	ht	0.0	117.5	64.9	0.6	2	1	-1.0	CBS1-1a_LP-DIR-T	hargrave 2021-12-03 19:23:09	u	963.0	928.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CBS1-1	pmagpy-4.2.24-1: demag_gui	CBS1-1a
This study	mt	8.4	139.2	63.9	14.7	2	14	-1.0	CBS1-1a_LP-DIR-T	hargrave 2021-12-03 19:23:09	u	862.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CBS1-1	pmagpy-4.2.24-1: demag_gui	CBS1-1a
This study	ht	0.0	227.2	67.6	0.6	2	1	0.0	CBS1-1a_LP-DIR-T	hargrave 2021-12-03 19:23:09	u	963.0	928.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CBS1-1	pmagpy-4.2.24-1: demag_gui	CBS1-1a
This study	mt	8.4	281.2	70.9	14.7	2	14	100.0	CBS1-1a_LP-DIR-T	hargrave 2021-12-03 19:23:09	u	862.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CBS1-1	pmagpy-4.2.24-1: demag_gui	CBS1-1a
This study	ht	0.0	251.6	73.7	0.6	2	1	100.0	CBS1-1a_LP-DIR-T	hargrave 2021-12-03 19:23:09	u	963.0	928.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CBS1-1	pmagpy-4.2.24-1: demag_gui	CBS1-1a
This study	ht	0.0	180.8	35.0	1.5	2	7	-1.0	CBS1-2a_LP-DIR-T	hargrave 2021-12-03 19:24:41	u	963.0	940.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CBS1-2	pmagpy-4.2.24-1: demag_gui	CBS1-2a
This study	ht	0.0	236.7	59.0	1.5	2	7	0.0	CBS1-2a_LP-DIR-T	hargrave 2021-12-03 19:24:41	u	963.0	940.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CBS1-2	pmagpy-4.2.24-1: demag_gui	CBS1-2a
This study	mt	0.8	237.4	60.8	23.6	2	14	0.0	CBS1-2a_LP-DIR-T	hargrave 2021-12-03 19:24:41	u	862.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CBS1-2	pmagpy-4.2.24-1: demag_gui	CBS1-2a
This study	ht	0.0	253.6	64.2	1.5	2	7	100.0	CBS1-2a_LP-DIR-T	hargrave 2021-12-03 19:24:41	u	963.0	940.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CBS1-2	pmagpy-4.2.24-1: demag_gui	CBS1-2a
This study	mt	0.8	255.8	65.8	23.6	2	14	100.0	CBS1-2a_LP-DIR-T	hargrave 2021-12-03 19:24:41	u	862.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CBS1-2	pmagpy-4.2.24-1: demag_gui	CBS1-2a
This study															LP-NOMAG		CBS1-2		CBS1-2a
This study	mt	0.8	180.3	33.2	23.6	2	14	-1.0	CBS1-2a_LP-DIR-T	hargrave 2021-12-03 19:24:41	u	862.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CBS1-2	pmagpy-4.2.24-1: demag_gui	CBS1-2a
This study															LP-NOMAG		CBS1-3		CBS1-3a
This study	ht	0.0	262.5	59.1	0.4	2	1	100.0	CBS1-3a_LP-DIR-T	hargrave 2021-12-03 19:26:11	u	963.0	928.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CBS1-3	pmagpy-4.2.24-1: demag_gui	CBS1-3a
This study	ht	0.0	45.6	59.9	0.4	2	1	-1.0	CBS1-3a_LP-DIR-T	hargrave 2021-12-03 19:26:11	u	963.0	928.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CBS1-3	pmagpy-4.2.24-1: demag_gui	CBS1-3a
This study	mt	7.0	59.9	60.3	16.2	2	13	-1.0	CBS1-3a_LP-DIR-T	hargrave 2021-12-03 19:26:11	u	862.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CBS1-3	pmagpy-4.2.24-1: demag_gui	CBS1-3a
This study	mt	7.0	276.1	58.2	16.2	2	13	100.0	CBS1-3a_LP-DIR-T	hargrave 2021-12-03 19:26:11	u	862.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CBS1-3	pmagpy-4.2.24-1: demag_gui	CBS1-3a
This study	ht	0.0	247.2	55.5	0.4	2	1	0.0	CBS1-3a_LP-DIR-T	hargrave 2021-12-03 19:26:11	u	963.0	928.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CBS1-3	pmagpy-4.2.24-1: demag_gui	CBS1-3a
This study	mt	7.0	259.8	56.9	16.2	2	13	0.0	CBS1-3a_LP-DIR-T	hargrave 2021-12-03 19:26:11	u	862.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CBS1-3	pmagpy-4.2.24-1: demag_gui	CBS1-3a
This study	ht	0.0	250.8	72.7	0.5	2	1	100.0	CBS1-4a_LP-DIR-T	hargrave 2021-12-03 19:27:37	u	963.0	928.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CBS1-4	pmagpy-4.2.24-1: demag_gui	CBS1-4a
This study															LP-NOMAG		CBS1-4		CBS1-4a
This study	ht	0.0	253.4	65.5	0.5	2	1	-1.0	CBS1-4a_LP-DIR-T	hargrave 2021-12-03 19:27:37	u	963.0	928.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CBS1-4	pmagpy-4.2.24-1: demag_gui	CBS1-4a
This study	mt	6.4	268.2	63.7	10.2	2	14	-1.0	CBS1-4a_LP-DIR-T	hargrave 2021-12-03 19:27:37	u	862.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CBS1-4	pmagpy-4.2.24-1: demag_gui	CBS1-4a
This study	ht	0.0	227.8	66.5	0.5	2	1	0.0	CBS1-4a_LP-DIR-T	hargrave 2021-12-03 19:27:37	u	963.0	928.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CBS1-4	pmagpy-4.2.24-1: demag_gui	CBS1-4a
