tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	instrument_codes	int_corr	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study															LP-NOMAG		CB14-3		CB14-3a
This study															LP-NOMAG		CB14-4		CB14-4a
This study	lt	38.2	333.4	75.9	6.2	2	4	-1.0	CB14-4a_LP-DIR-T	hargrave 2021-11-27 13:30:09	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB14-4	pmagpy-4.2.24-1: demag_gui	CB14-4a
This study	mt	0.0	227.5	44.2	2.0	2	12	-1.0	CB14-4a_LP-DIR-T	hargrave 2021-11-27 13:30:09	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB14-4	pmagpy-4.2.24-1: demag_gui	CB14-4a
This study	lt	38.2	2.5	67.5	6.2	2	4	0.0	CB14-4a_LP-DIR-T	hargrave 2021-11-27 13:30:09	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB14-4	pmagpy-4.2.24-1: demag_gui	CB14-4a
This study	mt	0.0	254.1	49.8	2.0	2	12	0.0	CB14-4a_LP-DIR-T	hargrave 2021-11-27 13:30:09	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB14-4	pmagpy-4.2.24-1: demag_gui	CB14-4a
This study	lt	38.2	3.2	57.1	6.2	2	4	100.0	CB14-4a_LP-DIR-T	hargrave 2021-11-27 13:30:09	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB14-4	pmagpy-4.2.24-1: demag_gui	CB14-4a
This study	mt	0.0	266.7	52.4	2.0	2	12	100.0	CB14-4a_LP-DIR-T	hargrave 2021-11-27 13:30:09	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB14-4	pmagpy-4.2.24-1: demag_gui	CB14-4a
This study															LP-NOMAG		CB14-5		CB14-5a
This study	ht	12.4	278.0	55.4	19.9	3	4	100.0	CB14-5a_LP-DIR-T	hargrave 2021-11-27 13:31:39	u	918.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB14-5	pmagpy-4.2.24-1: demag_gui	CB14-5a
This study	mt	0.0	258.6	50.6	1.0	3	11	100.0	CB14-5a_LP-DIR-T	hargrave 2021-11-27 13:31:39	u	854.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB14-5	pmagpy-4.2.24-1: demag_gui	CB14-5a
This study	lt	55.1	342.2	36.5	11.0	3	4	100.0	CB14-5a_LP-DIR-T	hargrave 2021-11-27 13:31:39	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB14-5	pmagpy-4.2.24-1: demag_gui	CB14-5a
This study	ht	12.4	263.1	54.6	19.9	3	4	0.0	CB14-5a_LP-DIR-T	hargrave 2021-11-27 13:31:39	u	918.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB14-5	pmagpy-4.2.24-1: demag_gui	CB14-5a
This study	mt	0.0	247.6	46.7	1.0	3	11	0.0	CB14-5a_LP-DIR-T	hargrave 2021-11-27 13:31:39	u	854.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB14-5	pmagpy-4.2.24-1: demag_gui	CB14-5a
This study	lt	55.1	338.4	46.0	11.0	3	4	0.0	CB14-5a_LP-DIR-T	hargrave 2021-11-27 13:31:39	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB14-5	pmagpy-4.2.24-1: demag_gui	CB14-5a
This study	ht	12.4	350.4	65.5	19.9	3	4	-1.0	CB14-5a_LP-DIR-T	hargrave 2021-11-27 13:31:39	u	918.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB14-5	pmagpy-4.2.24-1: demag_gui	CB14-5a
This study	lt	55.1	80.0	49.0	11.0	3	4	-1.0	CB14-5a_LP-DIR-T	hargrave 2021-11-27 13:31:39	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB14-5	pmagpy-4.2.24-1: demag_gui	CB14-5a
This study	mt	0.0	331.6	56.7	1.0	3	11	-1.0	CB14-5a_LP-DIR-T	hargrave 2021-11-27 13:31:39	u	854.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB14-5	pmagpy-4.2.24-1: demag_gui	CB14-5a
This study	lt	46.8	51.6	61.8	18.8	3	4	-1.0	CB14-6a_LP-DIR-T	hargrave 2021-11-27 13:33:06	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB14-6	pmagpy-4.2.24-1: demag_gui	CB14-6a
This study	mt	0.0	311.2	50.2	1.4	3	13	-1.0	CB14-6a_LP-DIR-T	hargrave 2021-11-27 13:33:06	u	854.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB14-6	pmagpy-4.2.24-1: demag_gui	CB14-6a
This study	ht	11.7	314.9	52.3	30.9	3	4	-1.0	CB14-6a_LP-DIR-T	hargrave 2021-11-27 13:33:06	u	918.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB14-6	pmagpy-4.2.24-1: demag_gui	CB14-6a
This study	lt	46.8	339.1	58.5	18.8	3	4	0.0	CB14-6a_LP-DIR-T	hargrave 2021-11-27 13:33:06	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB14-6	pmagpy-4.2.24-1: demag_gui	CB14-6a
This study	mt	0.0	249.3	46.8	1.4	3	13	0.0	CB14-6a_LP-DIR-T	hargrave 2021-11-27 13:33:06	u	854.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB14-6	pmagpy-4.2.24-1: demag_gui	CB14-6a
This study	ht	11.7	253.1	48.6	30.9	3	4	0.0	CB14-6a_LP-DIR-T	hargrave 2021-11-27 13:33:06	u	918.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB14-6	pmagpy-4.2.24-1: demag_gui	CB14-6a
This study	lt	46.8	344.6	48.9	18.8	3	4	100.0	CB14-6a_LP-DIR-T	hargrave 2021-11-27 13:33:06	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB14-6	pmagpy-4.2.24-1: demag_gui	CB14-6a
This study	mt	0.0	260.4	50.3	1.4	3	13	100.0	CB14-6a_LP-DIR-T	hargrave 2021-11-27 13:33:06	u	854.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB14-6	pmagpy-4.2.24-1: demag_gui	CB14-6a
This study	ht	11.7	265.1	51.5	30.9	3	4	100.0	CB14-6a_LP-DIR-T	hargrave 2021-11-27 13:33:06	u	918.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB14-6	pmagpy-4.2.24-1: demag_gui	CB14-6a
This study															LP-NOMAG		CB14-6		CB14-6a
This study	lt	45.1	10.3	47.0	2.1	2	3	100.0	CB14-7a_LP-DIR-T	hargrave 2021-11-27 13:34:30	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB14-7	pmagpy-4.2.24-1: demag_gui	CB14-7a
This study															LP-NOMAG		CB14-7		CB14-7a
This study	mt	0.0	248.4	47.9	1.4	2	1	0.0	CB14-7a_LP-DIR-T	hargrave 2021-11-27 13:34:30	u	851.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB14-7	pmagpy-4.2.24-1: demag_gui	CB14-7a
This study	lt	45.1	11.7	57.3	2.1	2	3	0.0	CB14-7a_LP-DIR-T	hargrave 2021-11-27 13:34:30	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB14-7	pmagpy-4.2.24-1: demag_gui	CB14-7a
This study	mt	0.0	31.2	57.6	1.4	2	1	-1.0	CB14-7a_LP-DIR-T	hargrave 2021-11-27 13:34:30	u	851.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB14-7	pmagpy-4.2.24-1: demag_gui	CB14-7a
This study	lt	45.1	154.7	47.7	2.1	2	3	-1.0	CB14-7a_LP-DIR-T	hargrave 2021-11-27 13:34:30	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB14-7	pmagpy-4.2.24-1: demag_gui	CB14-7a
This study	mt	0.0	260.0	51.5	1.4	2	1	100.0	CB14-7a_LP-DIR-T	hargrave 2021-11-27 13:34:30	u	851.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB14-7	pmagpy-4.2.24-1: demag_gui	CB14-7a
This study	ht	3.5	262.8	59.2	11.2	3	7	100.0	CB14-8a_LP-DIR-T	hargrave 2021-11-29 16:59:52	u	948.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB14-8	pmagpy-4.2.24-1: demag_gui	CB14-8a
This study	mt	0.0	255.0	58.2	0.8	3	13	100.0	CB14-8a_LP-DIR-T	hargrave 2021-11-29 16:59:52	u	854.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB14-8	pmagpy-4.2.24-1: demag_gui	CB14-8a
This study	lt	79.3	12.5	19.5	3.1	3	3	100.0	CB14-8a_LP-DIR-T	hargrave 2021-11-29 16:59:52	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB14-8	pmagpy-4.2.24-1: demag_gui	CB14-8a
This study	ht	3.5	247.4	55.6	11.2	3	7	0.0	CB14-8a_LP-DIR-T	hargrave 2021-11-29 16:59:52	u	948.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB14-8	pmagpy-4.2.24-1: demag_gui	CB14-8a
This study															LP-NOMAG		CB14-8		CB14-8a
This study	mt	0.0	241.2	53.5	0.8	3	13	0.0	CB14-8a_LP-DIR-T	hargrave 2021-11-29 16:59:52	u	854.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB14-8	pmagpy-4.2.24-1: demag_gui	CB14-8a
This study	lt	79.3	192.2	20.1	3.1	3	3	-1.0	CB14-8a_LP-DIR-T	hargrave 2021-11-29 16:59:52	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB14-8	pmagpy-4.2.24-1: demag_gui	CB14-8a
This study	mt	0.0	74.7	57.3	0.8	3	13	-1.0	CB14-8a_LP-DIR-T	hargrave 2021-11-29 16:59:52	u	854.0	773.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB14-8	pmagpy-4.2.24-1: demag_gui	CB14-8a
This study	ht	3.5	82.3	58.3	11.2	3	7	-1.0	CB14-8a_LP-DIR-T	hargrave 2021-11-29 16:59:52	u	948.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB14-8	pmagpy-4.2.24-1: demag_gui	CB14-8a
This study	lt	79.3	13.2	29.8	3.1	3	3	0.0	CB14-8a_LP-DIR-T	hargrave 2021-11-29 16:59:52	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB14-8	pmagpy-4.2.24-1: demag_gui	CB14-8a
This study	mt	0.0	242.5	40.8	1.1	3	12	0.0	CB15-1a_LP-DIR-T	hargrave 2021-11-27 13:38:07	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB15-1	pmagpy-4.2.24-1: demag_gui	CB15-1a
This study	ht	5.1	242.0	42.8	3.1	3	4	0.0	CB15-1a_LP-DIR-T	hargrave 2021-11-27 13:38:07	u	918.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB15-1	pmagpy-4.2.24-1: demag_gui	CB15-1a
This study	lt	54.3	12.7	56.3	3.2	3	3	100.0	CB15-1a_LP-DIR-T	hargrave 2021-11-27 13:38:07	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB15-1	pmagpy-4.2.24-1: demag_gui	CB15-1a
This study	mt	0.0	251.1	45.7	1.1	3	12	100.0	CB15-1a_LP-DIR-T	hargrave 2021-11-27 13:38:07	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB15-1	pmagpy-4.2.24-1: demag_gui	CB15-1a
This study	ht	5.1	251.2	47.7	3.1	3	4	100.0	CB15-1a_LP-DIR-T	hargrave 2021-11-27 13:38:07	u	918.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB15-1	pmagpy-4.2.24-1: demag_gui	CB15-1a
This study	lt	54.3	15.8	66.5	3.2	3	3	0.0	CB15-1a_LP-DIR-T	hargrave 2021-11-27 13:38:07	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB15-1	pmagpy-4.2.24-1: demag_gui	CB15-1a
This study	ht	5.1	302.1	52.9	3.1	3	4	-1.0	CB15-1a_LP-DIR-T	hargrave 2021-11-27 13:38:07	u	918.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB15-1	pmagpy-4.2.24-1: demag_gui	CB15-1a
This study	mt	0.0	303.7	51.2	1.1	3	12	-1.0	CB15-1a_LP-DIR-T	hargrave 2021-11-27 13:38:07	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB15-1	pmagpy-4.2.24-1: demag_gui	CB15-1a
This study	lt	54.3	122.3	61.9	3.2	3	3	-1.0	CB15-1a_LP-DIR-T	hargrave 2021-11-27 13:38:07	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB15-1	pmagpy-4.2.24-1: demag_gui	CB15-1a
This study															LP-NOMAG		CB15-1		CB15-1a
This study	mt	0.0	268.8	43.2	1.7	2	12	100.0	CB15-2a_LP-DIR-T	hargrave 2021-11-27 13:39:34	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB15-2	pmagpy-4.2.24-1: demag_gui	CB15-2a
This study	mt	0.0	259.5	41.2	1.7	2	12	0.0	CB15-2a_LP-DIR-T	hargrave 2021-11-27 13:39:34	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB15-2	pmagpy-4.2.24-1: demag_gui	CB15-2a
This study	lt	60.2	9.0	54.4	4.5	2	3	0.0	CB15-2a_LP-DIR-T	hargrave 2021-11-27 13:39:34	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB15-2	pmagpy-4.2.24-1: demag_gui	CB15-2a
This study	mt	0.0	231.1	31.0	1.7	2	12	-1.0	CB15-2a_LP-DIR-T	hargrave 2021-11-27 13:39:34	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB15-2	pmagpy-4.2.24-1: demag_gui	CB15-2a
This study	lt	60.2	8.2	44.0	4.5	2	3	100.0	CB15-2a_LP-DIR-T	hargrave 2021-11-27 13:39:34	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB15-2	pmagpy-4.2.24-1: demag_gui	CB15-2a
This study															LP-NOMAG		CB15-2		CB15-2a
This study	lt	60.2	147.7	37.3	4.5	2	3	-1.0	CB15-2a_LP-DIR-T	hargrave 2021-11-27 13:39:34	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB15-2	pmagpy-4.2.24-1: demag_gui	CB15-2a
This study															LP-NOMAG		CB15-3		CB15-3a
This study	mt	0.0	273.8	48.8	1.0	3	13	100.0	CB15-3a_LP-DIR-T	hargrave 2021-11-27 13:41:05	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB15-3	pmagpy-4.2.24-1: demag_gui	CB15-3a
This study	lt	60.1	149.9	34.6	1.9	3	3	-1.0	CB15-3a_LP-DIR-T	hargrave 2021-11-27 13:41:05	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB15-3	pmagpy-4.2.24-1: demag_gui	CB15-3a
This study	mt	0.0	44.7	53.5	1.0	3	13	-1.0	CB15-3a_LP-DIR-T	hargrave 2021-11-27 13:41:05	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB15-3	pmagpy-4.2.24-1: demag_gui	CB15-3a
This study	ht	4.8	46.9	51.0	2.8	3	4	-1.0	CB15-3a_LP-DIR-T	hargrave 2021-11-27 13:41:05	u	918.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB15-3	pmagpy-4.2.24-1: demag_gui	CB15-3a
This study	lt	60.1	10.6	41.4	1.9	3	3	0.0	CB15-3a_LP-DIR-T	hargrave 2021-11-27 13:41:05	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB15-3	pmagpy-4.2.24-1: demag_gui	CB15-3a
This study	mt	0.0	262.2	47.5	1.0	3	13	0.0	CB15-3a_LP-DIR-T	hargrave 2021-11-27 13:41:05	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB15-3	pmagpy-4.2.24-1: demag_gui	CB15-3a
This study	ht	4.8	264.7	45.2	2.8	3	4	0.0	CB15-3a_LP-DIR-T	hargrave 2021-11-27 13:41:05	u	918.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB15-3	pmagpy-4.2.24-1: demag_gui	CB15-3a
This study	lt	60.1	9.9	31.0	1.9	3	3	100.0	CB15-3a_LP-DIR-T	hargrave 2021-11-27 13:41:05	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB15-3	pmagpy-4.2.24-1: demag_gui	CB15-3a
This study	ht	4.8	275.4	46.1	2.8	3	4	100.0	CB15-3a_LP-DIR-T	hargrave 2021-11-27 13:41:05	u	918.0	873.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB15-3	pmagpy-4.2.24-1: demag_gui	CB15-3a
This study	lt	55.4	4.5	52.6	5.3	2	3	0.0	CB15-4a_LP-DIR-T	hargrave 2021-11-27 13:43:37	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB15-4	pmagpy-4.2.24-1: demag_gui	CB15-4a
This study	mt	0.0	169.6	-1.5	2.0	2	12	-1.0	CB15-4a_LP-DIR-T	hargrave 2021-11-27 13:43:37	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB15-4	pmagpy-4.2.24-1: demag_gui	CB15-4a
This study	mt	0.0	263.4	43.6	2.0	2	12	100.0	CB15-4a_LP-DIR-T	hargrave 2021-11-27 13:43:37	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB15-4	pmagpy-4.2.24-1: demag_gui	CB15-4a
This study	lt	55.4	230.8	38.9	5.3	2	3	-1.0	CB15-4a_LP-DIR-T	hargrave 2021-11-27 13:43:37	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB15-4	pmagpy-4.2.24-1: demag_gui	CB15-4a
This study															LP-NOMAG		CB15-4		CB15-4a
This study	lt	55.4	4.5	42.2	5.3	2	3	100.0	CB15-4a_LP-DIR-T	hargrave 2021-11-27 13:43:37	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB15-4	pmagpy-4.2.24-1: demag_gui	CB15-4a
This study	mt	0.0	254.3	40.7	2.0	2	12	0.0	CB15-4a_LP-DIR-T	hargrave 2021-11-27 13:43:37	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB15-4	pmagpy-4.2.24-1: demag_gui	CB15-4a
This study															LP-NOMAG		CB15-5		CB15-5a
This study	lt	49.2	4.4	48.3	1.7	2	3	100.0	CB15-5a_LP-DIR-T	hargrave 2021-11-27 13:46:23	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB15-5	pmagpy-4.2.24-1: demag_gui	CB15-5a
This study	mt	0.0	200.3	-52.4	1.3	2	12	-1.0	CB15-5a_LP-DIR-T	hargrave 2021-11-27 13:46:23	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB15-5	pmagpy-4.2.24-1: demag_gui	CB15-5a
This study	lt	49.2	4.3	58.7	1.7	2	3	0.0	CB15-5a_LP-DIR-T	hargrave 2021-11-27 13:46:23	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB15-5	pmagpy-4.2.24-1: demag_gui	CB15-5a
This study	mt	0.0	265.2	40.7	1.3	2	12	0.0	CB15-5a_LP-DIR-T	hargrave 2021-11-27 13:46:23	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB15-5	pmagpy-4.2.24-1: demag_gui	CB15-5a
This study	mt	0.0	274.3	41.6	1.3	2	12	100.0	CB15-5a_LP-DIR-T	hargrave 2021-11-27 13:46:23	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB15-5	pmagpy-4.2.24-1: demag_gui	CB15-5a
This study	lt	49.2	208.3	7.6	1.7	2	3	-1.0	CB15-5a_LP-DIR-T	hargrave 2021-11-27 13:46:23	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB15-5	pmagpy-4.2.24-1: demag_gui	CB15-5a
This study	lt	48.3	3.2	61.1	3.7	2	3	100.0	CB15-6a_LP-DIR-T	hargrave 2021-11-27 13:47:52	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB15-6	pmagpy-4.2.24-1: demag_gui	CB15-6a
This study	mt	0.0	247.0	48.6	1.7	2	12	100.0	CB15-6a_LP-DIR-T	hargrave 2021-11-27 13:47:52	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB15-6	pmagpy-4.2.24-1: demag_gui	CB15-6a
This study															LP-NOMAG		CB15-6		CB15-6a
This study	mt	0.0	163.3	-17.1	1.7	2	12	-1.0	CB15-6a_LP-DIR-T	hargrave 2021-11-27 13:47:52	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB15-6	pmagpy-4.2.24-1: demag_gui	CB15-6a
This study	mt	0.0	237.9	43.0	1.7	2	12	0.0	CB15-6a_LP-DIR-T	hargrave 2021-11-27 13:47:52	u	854.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB15-6	pmagpy-4.2.24-1: demag_gui	CB15-6a
This study	lt	48.3	2.4	71.5	3.7	2	3	0.0	CB15-6a_LP-DIR-T	hargrave 2021-11-27 13:47:52	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB15-6	pmagpy-4.2.24-1: demag_gui	CB15-6a
This study	lt	48.3	200.8	29.4	3.7	2	3	-1.0	CB15-6a_LP-DIR-T	hargrave 2021-11-27 13:47:52	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB15-6	pmagpy-4.2.24-1: demag_gui	CB15-6a
This study	lt	30.5	3.0	48.1	3.9	2	4	100.0	CB16-1a_LP-DIR-T	hargrave 2021-11-16 14:23:07	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB16-1	pmagpy-4.2.24-1: demag_gui	CB16-1a
This study	mt	0.0	269.5	7.9	8.7	2	5	100.0	CB16-1a_LP-DIR-T	hargrave 2021-11-16 14:23:07	u	828.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB16-1	pmagpy-4.2.24-1: demag_gui	CB16-1a
This study	lt	30.5	2.5	58.5	3.9	2	4	0.0	CB16-1a_LP-DIR-T	hargrave 2021-11-16 14:23:07	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB16-1	pmagpy-4.2.24-1: demag_gui	CB16-1a
This study															LP-NOMAG		CB16-1		CB16-1a
This study	mt	0.0	268.2	6.8	8.7	2	5	0.0	CB16-1a_LP-DIR-T	hargrave 2021-11-16 14:23:07	u	828.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB16-1	pmagpy-4.2.24-1: demag_gui	CB16-1a
This study	lt	30.5	220.4	58.5	3.9	2	4	-1.0	CB16-1a_LP-DIR-T	hargrave 2021-11-16 14:23:07	u	573.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB16-1	pmagpy-4.2.24-1: demag_gui	CB16-1a
This study	mt	0.0	232.5	-27.4	8.7	2	5	-1.0	CB16-1a_LP-DIR-T	hargrave 2021-11-16 14:23:07	u	828.0	803.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB16-1	pmagpy-4.2.24-1: demag_gui	CB16-1a
This study															LP-NOMAG		CB16-2		CB16-2a
This study															LP-NOMAG		CB16-3		CB16-3a
This study	lt	37.7	0.5	44.4	6.6	2	3	100.0	CB16-3a_LP-DIR-T	hargrave 2021-11-16 16:44:07	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	CB16-3	pmagpy-4.2.24-1: demag_gui	CB16-3a
This study	mt	0.0	263.1	17.9	8.0	2	11	100.0	CB16-3a_LP-DIR-T	hargrave 2021-11-16 16:44:07	u	848.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	CB16-3	pmagpy-4.2.24-1: demag_gui	CB16-3a
This study	lt	37.7	178.8	42.8	6.6	2	3	-1.0	CB16-3a_LP-DIR-T	hargrave 2021-11-16 16:44:07	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB16-3	pmagpy-4.2.24-1: demag_gui	CB16-3a
This study	mt	0.0	82.5	17.4	8.0	2	11	-1.0	CB16-3a_LP-DIR-T	hargrave 2021-11-16 16:44:07	u	848.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB16-3	pmagpy-4.2.24-1: demag_gui	CB16-3a
This study	lt	37.7	359.4	54.8	6.6	2	3	0.0	CB16-3a_LP-DIR-T	hargrave 2021-11-16 16:44:07	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB16-3	pmagpy-4.2.24-1: demag_gui	CB16-3a
This study	mt	0.0	260.0	15.5	8.0	2	11	0.0	CB16-3a_LP-DIR-T	hargrave 2021-11-16 16:44:07	u	848.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB16-3	pmagpy-4.2.24-1: demag_gui	CB16-3a
This study	mt	0.0	252.7	29.1	2.9	2	6	0.0	CB16-4a_LP-DIR-T	hargrave 2021-11-27 13:49:18	u	828.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	CB16-4	pmagpy-4.2.24-1: demag_gui	CB16-4a
This study															LP-NOMAG		CB16-4		CB16-4a
This study	lt	43.8	188.1	43.0	1.7	2	3	-1.0	CB16-4a_LP-DIR-T	hargrave 2021-11-27 13:49:18	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	CB16-4	pmagpy-4.2.24-1: demag_gui	CB16-4a
This study	mt	0.0	67.9	36.4	2.9	2	6	-1.0	CB16-4a_LP-DIR-T	hargrave 2021-11-27 13:49:18	u	828.0	793.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	CB16-4	pmagpy-4.2.24-1: demag_gui	CB16-4a
This study	lt	43.8	25.5	58.8	1.7	2	3	0.0	CB16-4a_LP-DIR-T	hargrave 2021-11-27 13:49:18	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	CB16-4	pmagpy-4.2.24-1: demag_gui	CB16-4a
