tab 	samples
azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	dip	geologic_classes	geologic_types	height	lithologies	method_codes	sample	site
330.0	0.0	19.7	21.69999999999999	This study	-55	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB3-4	CB3
339.0	0.0	19.7	21.69999999999999	This study	-77	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB3-6	CB3
278.0	0.0	19.7	21.69999999999999	This study	-48	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB3-7	CB3
196.0	0.0	19.7	21.69999999999999	This study	-25	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB3-8	CB3
128.0	0.0	19.7	21.69999999999999	This study	-52	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB4-2	CB4
231.0	0.0	19.7	21.69999999999999	This study	-44	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB4-3	CB4
248.0	0.0	19.7	21.69999999999999	This study	-89	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB4-4	CB4
198.0	0.0	19.7	21.69999999999999	This study	-15	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB4-5	CB4
134.0	0.0	19.7	21.69999999999999	This study	-80	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB4-6	CB4
108.0	0.0	19.7	21.69999999999999	This study	-62	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB4-7	CB4
210.0	0.0	19.7	21.69999999999999	This study	-79	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB4-8	CB4
87.0	0.0	19.7	21.69999999999999	This study	-49	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB5-1	CB5
74.0	0.0	19.7	21.69999999999999	This study	-62	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB5-2	CB5
197.0	0.0	19.7	21.69999999999999	This study	-71	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB5-3	CB5
0.0	0.0	19.7	21.69999999999999	This study	-51	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB5-4	CB5
141.0	0.0	19.7	21.69999999999999	This study	-49	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB5-5	CB5
66.0	0.0	19.7	21.69999999999999	This study	-6	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB5-6	CB5
52.0	0.0	19.7	21.69999999999999	This study	-35	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB5-7	CB5
38.0	0.0	19.7	21.69999999999999	This study	-29	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB5-8	CB5
236.0	0.0	19.7	21.69999999999999	This study	-15	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB5-9	CB5
328.0	0.0	12.8	49.60000000000002	This study	-4	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB6-1	CB6
194.0	0.0	12.8	49.60000000000002	This study	-10	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB6-2	CB6
6.0	0.0	12.8	49.60000000000002	This study	-65	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB6-3	CB6
266.0	0.0	12.8	49.60000000000002	This study	-44	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB6-4	CB6
46.0	0.0	12.8	49.60000000000002	This study	-83	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB6-5	CB6
37.0	0.0	12.8	49.60000000000002	This study	-43	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB6-6	CB6
271.0	0.0	12.8	49.60000000000002	This study	-63	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB6-7	CB6
194.0	0.0	12.8	49.60000000000002	This study	-11	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB6-8	CB6
204.0	0.0	12.8	49.60000000000002	This study	-21	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB7-1	CB7
230.0	0.0	12.8	49.60000000000002	This study	-17	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB7-2	CB7
145.0	0.0	12.8	49.60000000000002	This study	-22	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB7-3	CB7
215.0	0.0	12.8	49.60000000000002	This study	-24	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB7-4	CB7
215.0	0.0	12.8	49.60000000000002	This study	-70	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB7-5	CB7
7.0	0.0	12.8	49.60000000000002	This study	-79	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB7-6	CB7
267.0	0.0	12.8	49.60000000000002	This study	-73	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB7-7	CB7
294.0	0.0	12.8	49.60000000000002	This study	-92	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB7-8	CB7
221.0	0.0	10.4	4.800000000000011	This study	-10	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB8-1	CB8
196.0	0.0	10.4	4.800000000000011	This study	-18	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB8-2	CB8
322.0	0.0	10.4	4.800000000000011	This study	-83	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB8-3	CB8
172.0	0.0	10.4	4.800000000000011	This study	-19	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB8-4	CB8
164.0	0.0	10.4	4.800000000000011	This study	-29	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB8-5	CB8
185.0	0.0	10.4	4.800000000000011	This study	-20	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB8-6	CB8
16.0	0.0	10.4	4.800000000000011	This study	-8	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB8-7	CB8
239.0	0.0	10.4	4.800000000000011	This study	-18	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB8-8	CB8
140.0	0.0	10.4	4.800000000000011	This study	-12	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB9-1	CB9
320.0	0.0	10.4	4.800000000000011	This study	-17	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB9-2	CB9
41.0	0.0	10.4	4.800000000000011	This study	-48	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB9-3	CB9
119.0	0.0	10.4	4.800000000000011	This study	-34	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB9-4	CB9
159.0	0.0	10.4	4.800000000000011	This study	-3	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB9-5	CB9
70.0	0.0	10.4	4.800000000000011	This study	-17	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB9-7	CB9
202.0	0.0	10.4	4.800000000000011	This study	-11	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB9-8	CB9
271.0	0.0	10.4	4.800000000000011	This study	-51	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB9-9	CB9
199.0	0.0	10.4	4.800000000000011	This study	-17	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB10-1	CB10
27.0	0.0	10.4	4.800000000000011	This study	-58	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB10-2	CB10
79.0	0.0	10.4	4.800000000000011	This study	-31	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB10-3	CB10
183.0	0.0	10.4	4.800000000000011	This study	-39	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB10-4	CB10
155.0	0.0	10.4	4.800000000000011	This study	-55	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB10-5	CB10
54.0	0.0	10.4	4.800000000000011	This study	-60	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB10-6	CB10
300.0	0.0	10.4	4.800000000000011	This study	-16	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB10-7	CB10
19.0	0.0	10.4	4.800000000000011	This study	-65	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB10-8	CB10
21.0	0.0	10.4	4.800000000000011	This study	-24	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB11-2	CB11
54.0	0.0	10.4	4.800000000000011	This study	-51	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB11-4	CB11
246.0	0.0	10.4	4.800000000000011	This study	-68	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB11-5	CB11
279.0	0.0	10.4	4.800000000000011	This study	-38	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB11-6	CB11
256.0	0.0	10.4	4.800000000000011	This study	-8	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB11-7	CB11
200.0	0.0	10.4	4.800000000000011	This study	-11	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB11-8	CB11
209.0	0.0	10.4	4.800000000000011	This study	-9	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB12-1	CB12
189.0	0.0	10.4	4.800000000000011	This study	-18	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB12-2	CB12
20.0	0.0	10.4	4.800000000000011	This study	-92	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB12-3	CB12
174.0	0.0	10.4	4.800000000000011	This study	-1	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB12-4	CB12
0.0	0.0	10.4	4.800000000000011	This study	-70	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB12-5	CB12
207.0	0.0	10.4	4.800000000000011	This study	-106	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB12-6	CB12
256.0	0.0	10.4	4.800000000000011	This study	-5	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB12-7	CB12
126.0	0.0	10.4	4.800000000000011	This study	-8	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB12-8	CB12
11.0	0.0	10.4	4.800000000000011	This study	-69	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB13-1	CB13
287.0	0.0	10.4	4.800000000000011	This study	-60	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB13-2	CB13
168.0	0.0	10.4	4.800000000000011	This study	-25	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB13-3	CB13
253.0	0.0	10.4	4.800000000000011	This study	-34	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB13-4	CB13
122.0	0.0	10.4	4.800000000000011	This study	-28	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB13-5	CB13
103.0	0.0	10.4	4.800000000000011	This study	-55	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB13-6	CB13
126.0	0.0	10.4	4.800000000000011	This study	-60	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB13-7	CB13
344.0	0.0	10.4	4.800000000000011	This study	-4	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB14-1	CB14
190.0	0.0	10.4	4.800000000000011	This study	-5	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB14-2	CB14
218.0	0.0	10.4	4.800000000000011	This study	-22	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB14-3	CB14
19.0	0.0	10.4	4.800000000000011	This study	-9	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB14-4	CB14
270.0	0.0	10.4	4.800000000000011	This study	-11	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB14-5	CB14
294.0	0.0	10.4	4.800000000000011	This study	-5	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB14-6	CB14
224.0	0.0	10.4	4.800000000000011	This study	-11	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB14-7	CB14
180.0	0.0	10.4	4.800000000000011	This study	-10	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB14-8	CB14
286.0	0.0	10.4	4.800000000000011	This study	-16	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB15-1	CB15
322.0	0.0	10.4	4.800000000000011	This study	-74	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB15-2	CB15
224.0	0.0	10.4	4.800000000000011	This study	-8	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB15-3	CB15
88.0	0.0	10.4	4.800000000000011	This study	-43	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB15-4	CB15
69.0	0.0	10.4	4.800000000000011	This study	-96	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB15-5	CB15
80.0	0.0	10.4	4.800000000000011	This study	-63	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB15-6	CB15
43.0	0.0	10.4	4.800000000000011	This study	-50	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB16-1	CB16
282.0	0.0	10.4	4.800000000000011	This study	-79	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB16-2	CB16
181.0	0.0	10.4	4.800000000000011	This study	-12	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB16-3	CB16
194.0	0.0	10.4	4.800000000000011	This study	-16	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB16-4	CB16
180.0	0.0	10.4	4.800000000000011	This study	-18	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB16-5	CB16
182.0	0.0	10.4	4.800000000000011	This study	-29	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB16-6	CB16
352.0	0.0	10.4	4.800000000000011	This study	-17	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB16-7	CB16
112.0	0.0	10.4	4.800000000000011	This study	-77	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB16-8	CB16
94.0	0.0	10.4	4.800000000000011	This study	-80	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB17-1	CB17
61.0	0.0	10.4	4.800000000000011	This study	-74	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB17-2	CB17
313.0	0.0	10.4	4.800000000000011	This study	-60	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB17-3	CB17
333.0	0.0	10.4	4.800000000000011	This study	-26	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB17-4	CB17
171.0	0.0	10.4	4.800000000000011	This study	-8	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB17-5	CB17
113.0	0.0	10.4	4.800000000000011	This study	-80	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB17-6	CB17
172.0	0.0	10.4	4.800000000000011	This study	-7	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB17-7	CB17
296.0	0.0	10.4	4.800000000000011	This study	-55	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB17-8	CB17
270.0	0.0	10.4	4.800000000000011	This study	-37	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB18-1	CB18
252.0	0.0	10.4	4.800000000000011	This study	-9	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB18-2	CB18
290.0	0.0	10.4	4.800000000000011	This study	-108	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB18-3	CB18
179.0	0.0	10.4	4.800000000000011	This study	-8	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB18-4	CB18
278.0	0.0	10.4	4.800000000000011	This study	-21	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB18-5	CB18
261.0	0.0	10.4	4.800000000000011	This study	-18	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB18-6	CB18
309.0	0.0	10.4	4.800000000000011	This study	-17	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB18-7	CB18
296.0	0.0	10.4	4.800000000000011	This study	-107	Extrusive:Igneous	Lava Flow	0.0	Basalt	SO-CMD-NORTH	CB18-8	CB18
