tab 	sites																									
age	age_high	age_low	age_sigma	age_unit	citations	description	dir_alpha95	dir_dec	dir_inc	dir_k	dir_n_samples	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	location	lon	method_codes	result_quality	result_type	site	vgp_dm	vgp_dp	vgp_lat	vgp_lon
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (scattered)	25.5	224.4	33	10	5	0	Sedimentary	Sediment Layer	49.33	Redbeds	Spokane Formation	245.57	LP-DIR-T:DE-FM	b	i	Syncline Bk	28.91895882	16.39816038	-12.04153474	202.6924785
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (scattered)	25.5	220.6	34.7	10	5	100	Sedimentary	Sediment Layer	49.33	Redbeds	Spokane Formation	245.57	LP-DIR-T:DE-FM	b	i	Syncline Bk	29.30955841	16.84412184	-12.67624687	206.4959356
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		12.7	208	7.9	28.8	6	0	Sedimentary	Sediment Layer	49.06	Redbeds	Spokane Formation	245.72	LP-DIR-T:DE-FM	g	i	Kishinena Creek	12.79093585	6.441261418	-31.66123125	212.3365332
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		12.7	204.3	22.9	28.8	6	100	Sedimentary	Sediment Layer	49.06	Redbeds	Spokane Formation	245.72	LP-DIR-T:DE-FM	g	i	Kishinena Creek	13.48900155	7.163510344	-25.35469801	219.2614791
1458	1445	1471		Ma	10.1139/e77-007	Excluded (overprinted & locality mean)	5.1	199.9	39.5	61	14	0	Sedimentary	Sediment Layer	48.8	Redbeds	Spokane Formation	246.2	LP-DIR-T:DE-BLANKET:DE-FM	b	i	Glacier National Park (Sgnp77)	6.110728328	3.660882422	-16.61286158	227.02801
1458	1445	1471		Ma	10.1139/e77-007	Excluded (overprinted & locality mean)	5.1	201.7	40.2	61	14	100	Sedimentary	Sediment Layer	48.8	Redbeds	Spokane Formation	246.2	LP-DIR-T:DE-BLANKET:DE-FM	b	i	Glacier National Park (Sgnp77)	6.150660197	3.708884398	-15.71783041	225.4787722
1458	1445	1471		Ma	10.1130/0016-7606(1964)75[687:PRFPSR]2.0.CO;2	Excluded (other paper)	16	240	7	11.8	9	100	Sedimentary	Sediment Layer	48	Redbeds	Spokane Formation	246	DE-NRM:DE-FM	b	i	Bad Rock Canyon	16.08986428	8.09011664	-16.7621289	181.4773015
1458	1445	1471		Ma	10.1130/0016-7606(1960)71[915:PWACDE]2.0.CO;2	Excluded (other paper)	4	232	55	18	71	100	Sedimentary	Sediment Layer	47	Redbeds	Spokane Formation	248	DE-NRM:DE-FM	b	i	Prickly Pear Canyon	5.675372291	4.02623133	4.778421678	207.9443269
1458	1445	1471		Ma	10.1130/0016-7606(1960)71[915:PWACDE]2.0.CO;2	Excluded (other paper)	8	206	39	10	19	100	Sedimentary	Sediment Layer	49	Redbeds	Spokane Formation	246	DE-NRM:DE-FM	b	i	McDonald Creek	9.541629606	5.690168471	-15.26719569	221.0900739
1458	1445	1471		Ma	10.1130/0016-7606(1960)71[915:PWACDE]2.0.CO;2	Excluded (other paper)	6	225	48	15	44	100	Sedimentary	Sediment Layer	49	Redbeds	Spokane Formation	246	DE-NRM:DE-FM	b	i	Glacier National Park (Sgnp60)	7.839274821	5.12118581	-2.245085935	207.7814466
1458	1445	1471		Ma	10.4095/100602	Excluded (other paper)	5	212.5	50.5	52	16	100	Sedimentary	Sediment Layer	49.3	Redbeds	Spokane Formation	245.9	DE-BLANKET:DE-FM	b	i	Pincher Ridge	6.72097271	4.517147416	-4.419676386	218.4633079
