tab 	sites																									
age	age_high	age_low	age_sigma	age_unit	citations	description	dir_alpha95	dir_dec	dir_inc	dir_k	dir_n_samples	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	location	lon	method_codes	result_quality	result_type	site	vgp_dm	vgp_dp	vgp_lat	vgp_lon
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		6	211.9	38.5	12.9	48	0	Sedimentary	Sediment Layer	47.27	Redbeds	Spokane Formation	247.49	DE-BLANKET:DE-FM	g	i	Dearborn Canyon	7.12391829	4.229184317	-15.29672212	216.8885671
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		6	213.5	18.7	12.9	48	100	Sedimentary	Sediment Layer	47.27	Redbeds	Spokane Formation	247.49	DE-BLANKET:DE-FM	g	i	Dearborn Canyon	6.245578012	3.250603725	-25.80571559	210.2985686
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		10.6	202	3.5	4.5	51	0	Sedimentary	Sediment Layer	48.72	Redbeds	Spokane Formation	246.06	DE-BLANKET:DE-FM	g	i	Dutch Lakes site 1	10.61484565	5.314856049	-36.04659119	218.4728935
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		10.6	200.7	18.1	4.5	51	100	Sedimentary	Sediment Layer	48.72	Redbeds	Spokane Formation	246.06	DE-BLANKET:DE-FM	g	i	Dutch Lakes site 1	11.00583828	5.713607369	-29.20029703	222.5047901
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		8.2	210	41.9	26.6	13	0	Sedimentary	Sediment Layer	48.72	Redbeds	Spokane Formation	246.06	DE-BLANKET:DE-FM	g	i	Dutch Lakes site 2	10.05170887	6.160783604	-12.33886879	218.2214176
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		8.2	209.7	27.9	26.6	13	100	Sedimentary	Sediment Layer	48.72	Redbeds	Spokane Formation	246.06	DE-BLANKET:DE-FM	g	i	Dutch Lakes site 2	8.969485582	4.905589732	-21.20238944	215.1471155
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		7.4	195	20.7	9.4	44	0	Sedimentary	Sediment Layer	48.91	Redbeds	Spokane Formation	245.78	DE-BLANKET:DE-FM	g	i	Long Bow Lake	7.773162201	4.082570986	-28.9399208	228.885596
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		7.4	194.7	18.9	9.4	44	100	Sedimentary	Sediment Layer	48.91	Redbeds	Spokane Formation	245.78	DE-BLANKET:DE-FM	g	i	Long Bow Lake	7.709554236	4.016028819	-29.96325077	228.9994832
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		8.5	198.3	8.7	12.5	25	0	Sedimentary	Sediment Layer	46.8	Redbeds	Spokane Formation	248	DE-BLANKET:DE-FM	g	i	Microwave Towers	8.573881699	4.324202787	-36.32900359	225.1317975
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		8.5	203	26.8	12.5	25	100	Sedimentary	Sediment Layer	46.8	Redbeds	Spokane Formation	248	DE-BLANKET:DE-FM	g	i	Microwave Towers	9.232957835	5.014559434	-25.62220379	223.1559216
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (vertical-axis rotation)	9.8	174.5	34.1	11.6	21	0	Sedimentary	Sediment Layer	46.93	Redbeds	Spokane Formation	247.88	DE-BLANKET:DE-FM	b	i	Wolf Creek site 1	11.20997582	6.411406015	-24.18056334	253.591331
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (vertical-axis rotation)	9.8	184.5	28.1	11.6	21	100	Sedimentary	Sediment Layer	46.93	Redbeds	Spokane Formation	247.88	DE-BLANKET:DE-FM	b	i	Wolf Creek site 1	10.73357499	5.878042453	-27.9900325	242.9553534
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (overprinted)	5.1	205.6	45.2	22.6	37	0	Sedimentary	Sediment Layer	46.93	Redbeds	Spokane Formation	247.88	DE-BLANKET:DE-FM	b	i	Wolf Creek sites 2 & 3	6.464599951	4.097162013	-12.79936778	224.5665602
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (overprinted)	5.1	213	49.9	22.6	37	100	Sedimentary	Sediment Layer	46.93	Redbeds	Spokane Formation	247.88	DE-BLANKET:DE-FM	b	i	Wolf Creek sites 2 & 3	6.808044674	4.54406591	-6.862384004	219.736226
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (overprinted)	7.1	218.1	35.3	16.4	27	0	Sedimentary	Sediment Layer	48.32	Redbeds	Spokane Formation	246.47	DE-BLANKET:DE-FM	b	i	Bear Creek	8.200777416	4.73610917	-14.12508717	209.614683
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (overprinted)	7.1	207.4	45.4	16.4	27	100	Sedimentary	Sediment Layer	48.32	Redbeds	Spokane Formation	246.47	DE-BLANKET:DE-FM	b	i	Bear Creek	9.018724321	5.727985097	-10.88289219	221.7634072
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (overprinted)	8	239.2	43.7	30.4	12	0	Sedimentary	Sediment Layer	48.67	Redbeds	Spokane Formation	245.23	DE-BLANKET:DE-FM	b	i	Stryker	9.984325053	6.230421673	1.067415182	194.4097806
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (overprinted)	8	242.3	47.7	30.4	12	100	Sedimentary	Sediment Layer	48.67	Redbeds	Spokane Formation	245.23	DE-BLANKET:DE-FM	b	i	Stryker	10.41767892	6.783002134	5.312488808	194.0325939
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (overprinted)	5	205.7	44.3	63	14	0	Sedimentary	Sediment Layer	48.56	Redbeds	Spokane Formation	245.35	DE-BLANKET:DE-FM	b	i	Le Beau Creek	6.278702043	3.942209935	-11.96040123	221.8725229
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (overprinted)	5	207.2	40.6	63	14	100	Sedimentary	Sediment Layer	48.56	Redbeds	Spokane Formation	245.35	DE-BLANKET:DE-FM	b	i	Le Beau Creek	6.052853197	3.663703183	-14.22711409	219.6641765
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		6.4	221.9	61.7	20.6	26	0	Sedimentary	Sediment Layer	46.6	Redbeds	Spokane Formation	249.1	DE-BLANKET:DE-FM	g	i	Newlan Creek	9.892272447	7.645082356	6.87228222	219.5674698
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		6.4	220.2	31.7	20.6	26	100	Sedimentary	Sediment Layer	46.6	Redbeds	Spokane Formation	249.1	DE-BLANKET:DE-FM	g	i	Newlan Creek	7.187338846	4.035768726	-16.68135477	209.0230497
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (overprinted)	8.1	212.9	72.9	20.3	17	0	Sedimentary	Sediment Layer	46.85	Redbeds	Spokane Formation	247.82	DE-BLANKET:DE-FM	b	i	Little Prickly Pear	14.43566407	12.8634813	18.69055137	230.3330756
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (overprinted)	8.1	243.3	44	20.3	17	100	Sedimentary	Sediment Layer	46.85	Redbeds	Spokane Formation	247.82	DE-BLANKET:DE-FM	b	i	Little Prickly Pear	10.14016366	6.347093773	2.321046853	194.1942304
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (overprinted & vertical-axis rotation)	3.4	255.2	58.5	13.4	136	0	Sedimentary	Sediment Layer	46.67	Redbeds	Spokane Formation	248.46	DE-BLANKET:DE-FM	b	i	Avalanche Creek	5.041860926	3.738288471	18.90798329	196.1026895
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (overprinted & vertical-axis rotation)	3.4	239.6	19	13.4	136	100	Sedimentary	Sediment Layer	46.67	Redbeds	Spokane Formation	248.46	DE-BLANKET:DE-FM	b	i	Avalanche Creek	3.543774423	1.846814288	-12.63779473	187.8717484
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		6.2	204.3	229.7	32.1	18	0	Sedimentary	Sediment Layer	49.13	Redbeds	Spokane Formation	245.63	LP-DIR-T:DE-FM	g	i	Sage Creek	-8.257476518	5.498864391	-7.450771637	224.682742
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2		6.2	205.7	23	32.1	18	100	Sedimentary	Sediment Layer	49.13	Redbeds	Spokane Formation	245.63	LP-DIR-T:DE-FM	g	i	Sage Creek	6.588676275	3.500859279	-24.82019169	217.7654835
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (overprinted)	8.7	147	88.3	16.8	18	0	Sedimentary	Sediment Layer	49.33	Redbeds	Spokane Formation	245.68	LP-DIR-T:DE-FM	b	i	Castle River	17.37707514	17.35418048	46.44861734	248.3646524
1458	1445	1471		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	Excluded (overprinted)	8.7	208.2	53.8	16.8	18	100	Sedimentary	Sediment Layer	49.33	Redbeds	Spokane Formation	245.68	LP-DIR-T:DE-FM	b	i	Castle River	12.16323765	8.502548862	-2.658995979	222.687511
