Terrane,ROCKNAME,RESULT#,COMPONENT,TESTS,TILT,SLAT,SLONG,B,N,DEC,INC,abs(I),KD,ED95,PLAT,PLONG,DP,DM,A95,%REV,DEMAGCODE,40,24,10,16,2,3,4,5,6,7,Q(7),Grade,nominal age,lomagage,himagage,REF/method,ROCKNAME,POLE AUTHORS,YEAR,JOURNAL,VOLUME,VPAGES,TITLE,,,,,,,,,REFNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baltica-Fennoscandia,Generalskaya Layered Intrusion,8947,Component D,Ro,0,69.4,31.0,17,27,79.3,61.0,61.0,18.9,7.8,-42.5,292.7,9.1,11.9,10.4,18or82,4,1,1,1,1,1,1,0,1,1,0,5,B,2505,2503,2507,"2505±2, 2505±2, Amelin+95",Generalskaya Layered Intrusion,"Arestova, N.A., Khramov, A.N., Gooskova, E.G., Iosifidi, A.G.",2002,Fizika Zemli,38,65-76,"New paleomagnetic evidence from the Early Proterozoic (2.5-2.4 Ga) Mount Generalskaya and Imandra layered intrusions, Kola Peninsula",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baltica-Fennoscandia,Shalskiy thick gabbronorite dyke,9332,D' component,C*+,0,61.9,36.1,1,5,174.0,10.4,10.4,23.8,16.0,22.7,222.1,8.2,16.2,11.5,100,4,1,0,1,1,0,1,1,1,0,1,5,B,2511,2509,2512,"2510.6±1.5, 2510.6±1.5,Bleeker+08 Oslo abst",Shalskiy thick gabbronorite dyke,"Mertanen, S., Vuollo, J.I., Huhma, H., Arestova N.A., Kovalenko, A.",2006,Precambrian Res.,144,239-260,"Early Paleoproterozoic–Archean dykes and gneisses in Russian Karelia of the Fennoscandian Shield—New paleomagnetic, isotope age and geochemical investigations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baltica-Fennoscandia-Karelia,Koitere sanukitoids,9427,,,0,63.3,30.6,5,28,133.9,-85.1,85.1,49.9,10.9,-67.5,192.5,19.5,19.5,19.5,100,AF+TH,1,1,1,1,1,1,0,0,0,1,4,B,2684,2682,2686,"2684 ± 2, 2684 ± 2",Koitere sanukitoids,"Mertanen, S., Korhonen, F.",2011,Precambrian Res.,186,193-204,Paleomagnetic constraints of an Archean-Paleoproterozoic Superior-Karelia connection: New evidence from Archean Karelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North China,Xiong'er Gp,9548,includes data from resultnos 9366 and 9547,"F+,Rb",100,34,112,22,177,12.3,-4.7,4.7,20.5,7,50,272.7,3.5,7,4.949747468,MIXED,4,1,1,1,1,1,1,1,1,1,1,7,A,1780,1770,1790,"1780 Ma, U-Pb Zircon SHRIMP, He et al., 2008",Xiong'er Group -C,"Zhang, S., Li, Z-X, Evans, D.A.D., Wu, H., Li, H., Dong, J.",2012,Earth Plan. Sci. Lett.,353-354,145-155,Pre-Rodinia supercontinent Nuna shaping up: A global synthesis with new paleomagnetic results from North China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North China,Taihang dykes (Central zone),9546,"includes data from resultno 8639, 9336, and 9545",C+,0,39,114,35,1000,12.5,-3.1,3.1,20,5.6,47.9,275.2,2.8,5.6,4,MIXED,4,1,1,1,1,1,1,1,1,1,1,7,A,1769,1766,1772,"1769, U-Pb 1769±2.5; Halls+00",Taihang dykes (Central zone),"Halls, H.C., Li, J.H., Davis, D., Hou, G.T., Zhang, B.X., Qian, X.L. ",2000,Geophys. J. Int.,143,185-203,"A precisely dated Proterozoic palaeomagnetic pole from the North China craton, and its relevance to palaeocontinental reconstruction",,Includes data from Halls+00 and Piper+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North China,Yinshan Dykes,9544,includes data from resultno 8639 and 9543,C*+,0,40.5,113,32,1000,37.3,-4.4,4.4,86.8,2.7,32.3,248.3,1.4,2.7,2,MIXED,4,1,1,1,1,1,1,1,1,1,1,7,B,1769,1766,1772,"1769, U-Pb 1769±2.5; Halls+00",Yinshan Dykes,"Halls, H.C., Li, J.H., Davis, D., Hou, G.T., Zhang, B.X., Qian, X.L. ",2000,Geophys. J. Int.,143,185-203,"A precisely dated Proterozoic palaeomagnetic pole from the North China craton, and its relevance to palaeocontinental reconstruction",,Includes data from Halls+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North China,Yangzhuang Fm (Wu+05),9268,B component,"F+,",100,40.2,117.6,15,112,72.2,11.5,11.5,24.6,7.9,17.3,214.5,4.1,8.0,5.7,MIXED,4,0,1,1,1,1,1,1,1,1,1,6,B,1499,1437,1560,1437±21 SHRIMP on ash bed in Tieling Fm; 1560±5 SHRIMP on ash bed in Gaoyuzhuang Fm,Yangzhuang Fm (Wu+05),"Wu,H., Zhang,S., Li,Z.-X., Li,H., Dong,J.",2005,Chinese Sci. Bull.,50(14),1483-1489,"New paleomagnetic results from the Yangzhuang Formation of the Jixian System, North China, and tectonic implications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North China,Yangzhuang Fm (Pei+06),9360,component C,F+,100,40.2,117.4,11,94,99.3,27.2,27.2,10.5,14.8,2.4,190.4,11.9,11.9,11.9,MIXED,4,0,1,1,1,1,1,1,1,1,1,6,B,1499,1437,1560,1437±21 SHRIMP on ash bed in Tieling Fm; 1560±5 SHRIMP on ash bed in Gaoyuzhuang Fm,Yangzhuang Fm (Pei+06),"Pei,J., Yang,Z., Zhao,Y.",2006,Precambrian Res.,151,1-13,"A Mesoproterozoic paleomagnetic pole from the Yangzhuang Formation, North China and its tectonics implications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North China,"Tieling Fm (Wu, 2005)",new,,F+,100,40.1,117.4,11,48,274.1,-40.2,40.2,1000.0,6.7,-11.6,7.1,4.9,8.1,6.3,0,4,1,1,1,1,1,1,1,1,0,1,6,A,1437,1416,1458,1437±21 SHRIMP on ash bed in Tieling Fm,Tieling Fm,"Wu, H.",2005,"Unpublished PhD Thesis, China University of Geosciences, Beijing",NA,1-133,"New Paleomagnetic Results from Mesoproterozoic Successions in Jixian Area, North China Block, and Their Implications for Paleocontinental Reconstructions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North China,Yanliao mafic sills,9461,,F+,100,39,122,18,142,294.4,-31.7,31.7,65.5,4.3,-5.9,179.6,3.6,3.6,3.6,0or100,4,1,1,1,1,1,1,1,1,0,1,6,A,1323,1316,1330,"1323, 1320pm4, 1324pm5, 1325pm5: U-Pb(bd)",Yanliao mafic sills,"Chen, L., Huang, B., Yi, Z., Zhao, J., Yan, Y.",2013,Precambrian Res.,228,36-47,Paleomagnetism of ca. 1.35 Ga sills in northern North China Craton and implications for paleogeographic reconstruction of the Mesoproterozoic supercontinent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North China,Wangshan Fm,9481,,"C*+,F+",100,34.1,117.4,9,50,337.2,-44.1,44.1,116.2,4.8,26.1,320.3,3.8,6.0,5.2,0,4,1,1,1,1,1,1,1,1,0,1,6,B,920,890,950,"intruded by 890 Ma dykes and being younger than 950 Ma detrital zircons in Shijia Fm (He et al., 2016, JGS)",,"Fu et al., Precam Res",2015,Precambrian Res.,269,90-106,New paleomagnetic results from the Huaibei Group and Neoproterozoic mafic sills in the North China Craton and their paleogeographic implications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North China,Huaibei 890 Ma sills,9483,,"C+,F+,Rc",100,34.0,117.3,11,85,341.1,1.4,1.4,85.3,5.0,52.3,329.3,2.5,5.0,3.5,64,4,1,1,1,1,1,1,1,1,1,1,7,A,890,876,904,"896.6 ± 16.3, 890 ± 14, 889.6 ± 7.9",890 Ma Sills in Xuzhou,"Fu et al., Precam Res",2015,Precambrian Res.,269,90-106,"zoic successions in Jixian area, North China Block, and their implications for paleocontinental reconstructions. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South China,Yanbian Dykes,New,High temp.,C+,0,26.9,101.5,10,62,230.1,-72.6,72.6,16.3,12.3,45.1,130.4,,,19,MIXED,4,1,1,1,1,1,1,1,1,1,1,7,B,824,818,820,"824±6, U-Pb Zircon SIMS",Yanbian 824 Ma Dykes,"Niu, J.W., Li, Z.X., Zhu, W.G. ",2016,"Geological Society, London, Special Publications, ","424, http://doi.org/10.1144/SP424.11",,"Palaeomagnetism and geochronology of mid-Neoproterozoic Yanbian dykes, South China: implications for a c. 820–800 Ma true polar wander event and the reconstruction of Rodinia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South China,Xiaofeng Dykes,9117,Component C2,Ro,0,31.0,111.2,54,168,51.3,-76.6,76.6,11.2,6.1,13.5,91.0,10.5,11.3,10.9,4or96,4,1,1,1,1,1,1,0,1,1,1,6,B,802,792,812,"802, U-Pb(z) 802±10",Xiaofeng Dykes,"Li,Z.X. Evans,D.A.D., Zhang,S.",2004,Earth Planet.Sci.Letters,220,409-421,"A 90-degree spin on Rodinia: possible causal links between the Neoproterozoic supercontinent, superplume, true polar wander and low-latitude glaciation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South China,Upper Liantuo Formation combined,almost 9534,Combined two studies,Rb,100,30.8,111.1,18,234,103.4,64.1,64.1,1000.0,3.7,13.2,155.2,,,5.3,MIXED,4,0,1,1,1,1,1,0,1,1,1,5,B,750,660,767,Bottom ash beds and Sturtian glaciation,Liantuo Formation,"Jing,X.Q., Yang, Z.Y., Tong, Y.B., Han, Z.R.",2015,Precambrian Res.,268,194-211,A revised paleomagnetic pole from the mid-Neoproterozoic Liantuo Formation in the Yangtze block and its paleogeographic implications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South China,Nantuo Formation combined,almost 9442,"A component, includes data from resultno 8149","F+, Rb",100,28.5,109.8,12,57,282.6,-55.3,55.3,155,4.3,9.3,165.9,5.9,5.9,4.3,MIXED,4,1,1,1,1,1,1,1,1,1,1,7,A,645,636,654,"645, Zhang+08 Terra Nova",Nantuo formation A -C,"Zhang, Z., Evans, D.A.D., Li, H., Wu, H., Jiang, G., Dong, J., Zhao, Q., Raub, T., Yang, T.",2013,J. Asian Earth Sci.,72,164-177,Paleomagnetism of the late Cryogenian Nantuo Formation and paleogeographic implications for the South China Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South China,Doushantuo Member 3,9524,High temp.,Rb,100,30.8,111.1,14,147,74.3,42.2,42.2,29.8,7.4,25.9,185.5,6.7,6.7,6.7,MIXED,4,1,1,1,1,1,1,0,1,1,1,6,A,580,560,600,13C-based correlations and ash bed U-Pb zircon TIMS dating for the Doushantuo Fm,Doushantuo Member 3,"Zhang, S.,Li, H., Jiang, G., Evans, D.A.D., Dong, J., Wu, H., Yang, T., Liu, P., Xiao, Q., ",in press,Precambrian Res.,259,130-142,New Paleomagnetic results from the Ediacaran Doushantuo Formation in South China and their paleogeographic implications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarim,Beiyixi Fm,9330,,,100,41.6,86.5,6,43,245.2,1.7,1.7,124.7,6.0,-17.7,14.2,3.0,6.0,4.2,0or100,4,1,1,1,1,1,1,0,1,0,1,5,B,755,740,760,U-Pb Zircon SHRIMP,Middle-upper Beiyixi Fm,"Huang, B., Xu, B., Zhang, C., Li, Y., Zhu, R.",2005,Precambrian Res.,142,83-92,"Paleomagnetism of the Baiyisi volcanic rocks (ca. 740 Ma) of Tarim, Northwest China: A continental fragment of Neoproterozoic Western Australia?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarim,Qiaoenbrak formation,9525,,,100,40.9,79.5,14,78,246.1,30.4,30.4,14.1,11,6.3,197.5,8.6,8.6,8.6,7or93,4,0,1,1,1,1,1,1,1,1,1,6,A,675,635,715,"675, either Sturtian or Marinoan",Qiaoenbrak formation,"Wen, B., Li, Y-X., Zhu, W.",2013,Precambrian Res.,226,75-90,"Paleomagnetism of the Neoproterozoic diamictites of the Qiaoenbrak formation in the Aksu area, NW China: Constraints on the paleogeographic position of the Tarim Block",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarim,Lower Sugetbrak,new,,"F+,F*-, C*+, Rc",100,41.0,79.6,34,265,171.2,46.0,46.0,13.2,6.8,-21.1,87.4,,,7.0,MIXED,4,1,1,1,1,1,1,1,1,1,1,7,A,620,615,635,Stratigraphic: above the Marinoan cap carbonate and below 615 Ma basalt lavas,"Lower Sugetbrak Fm,","Wen, B., Evans, D.A.D., Li, Y.X.,",2017,Earth Planet.Sci.Letters,458,92-106,Neoproterozoic paleogeography of the Tarim Block: An extended or alternative “missing-link” model for Rodinia?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India-South-Singhbhum,Newer Dolerites-2760,new,,Rc,0,22.5,86.8,14,126,226.0,84.0,84.0,47.0,6.0,14.0,78.0,11.6,11.8,11.0,79or21,4,1,1,1,1,1,1,0,1,1,0,5,B,2762,2760,2764,2762.4 +/- 2.0,Newer Dolerites NNE-SSW,Kumar et al.,2017,Precambrian Res.,292,163-174,"Evidence for a Neoarchean LIP in the Singhbhum craton, eastern India: implications for Vaalbara supercontinent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India-South-Dharwar,Dharwar Dykes Combined 2.37,Almost 9561,,"Rb,C+",0,14.2,77.8,79,628,93.9,-81,81.0,43.4,2.4,14.5,60.5,4.5,4.6,4.6,18or82,4,1,1,1,1,1,1,1,1,1,1,7,A,2367,2366,2368,"2367 ± 1, g",Dharwar Dykes - Comb.,Leirubakki Working Group,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India-South-Dharwar,Dharwar-Dykes Combined 2.21,9562,,Rc,0,14.7,77.9,12,182,240.1,-65.5,65.5,51.0,7.3,-30.8,300.7,9.6,11.9,10.7,25or75,4,1,1,1,1,1,1,0,1,1,0,5,A,2216,2207,2225,", g",Dharwar Dykes-2.21 Comb,Belica et al.,2014,Precambrian Res.,244,100-122,Paleoproterozoic mafic dyke swarms from the Dharwar craton; paleomagnetic poles for India from 2.37 to 1.88 Ga and rethinking the Columbia supercontinent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India-South-Dharwar,Dharwar-Dykes Combined 2.18,9563,,C+,0,13.7,77.7,4,24,3.2,56.4,56.4,27.0,17.9,67.5,84.5,18.7,25.8,22.0,0or100,4,1,0,1,0,0,1,1,1,0,1,5,B,2177,2172,2182,"2176 ± 3.7, g",Dharwar Dykes-2.18 Comb,Belica et al.,2014,Precambrian Res.,244,100-122,Paleoproterozoic mafic dyke swarms from the Dharwar craton; paleomagnetic poles for India from 2.37 to 1.88 Ga and rethinking the Columbia supercontinent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India-South,Dharwar-Dykes 2.08,new,,C+,0,16.0,78.5,23,414,51.0,1.0,1.0,27.0,6.0,37.4,181.0,3.0,6.0,4.2,0or100,4,1,1,1,1,1,1,1,1,0,0,5,A,2082,2081,2083,"2082 ± 1.1, g",Dharwar Dykes-2.08,Kumar et al.,2015,Precambrian Res.,266,490-505,"A 2082 Ma radiating dyke swarm in the Eastern Dharwar Craton, southern India and its implications to Cuddapah basin formation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India-South,Bastar Dykes-Combined,HV,,Rb,0,19.5,81.6,13,101,113.1,2.7,2.7,16.0,11.0,21.2,342.1,5.4,10.8,7.6,31or69,4,1,1,1,1,1,1,0,1,1,1,6,B,1887,1881,1892,"1891 ± 0.9, g",Bastar Dykes-Combined,HARALDVANGEN WORKING GROUP,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India-South,Dharwar Dykes Combined 1.88,9564,,"Rb, C+",0,16.4,78.9,58,530,129.1,4.2,4.2,18.0,4.5,36.5,333.5,2.3,4.5,3.2,38or62,4,1,1,1,1,1,1,1,1,1,1,7,A,1885,1882,1888,"1885 ± 3.1, g",Dharwar Dykes-1.88 Comb,Belica et al.,2014,Precambrian Res.,244,100-122,Paleoproterozoic mafic dyke swarms from the Dharwar craton; paleomagnetic poles for India from 2.37 to 1.88 Ga and rethinking the Columbia supercontinent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India-South,Lakhna Dykes,Almost 9408,,,0,20.8,82.7,10,79,48.5,68.7,68.7,14.4,13.2,41.3,120.5,18.9,22.3,20.5,15or85,4,1,1,1,1,1,1,0,1,1,1,6,B,1466,1463,1469,"1466.4 ± 2.6, g",Lakhna Dykes,Pisarevsky et al.,2013,Lithos,174,125-143,"Paleomagnetic, geochronological and geochemical study of Mesoproterozoic Lakhna dykes in the Bastar craton, India: Implications for the Mesoproterozoic supercontinent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India-South,Harohalli Alkaline Dykes - AN,Almost 9857,AN,,0,12.6,77.4,8,33,10.4,81.1,81.1,33.0,9.8,-29.7,261.0,18.3,18.9,18.6,20or80,4,1,1,1,1,1,1,0,1,1,1,6,B,1192,1182,1202,"1192 ± 10, g",Harohalli Alkaline Dykes - AN,"Pradhan, V. R.et al. ",2008,Indian Dykes,,339-352 ,"A Cautionary note on the Age of the Paleomagnetic pole obtained from the Harohalli Dyke swarms, Dharwar Craton, Southern India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India-North-Bundelkhand,Bundelkhand NW-SE Combined,HV,,"Co,Rc",0,25.4,79.5,22,210,155.0,-5.0,5.0,26.0,6.2,57.5,309.0,3.1,6.2,4.4,14or86,4,1,1,1,1,1,1,0,1,1,1,6,B,1979,1976,1982,"1979 ± 3.0, ",NW-SE dykes,HARALDVANGEN WORKING GROUP,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India-North,Mahoba Dykes,9363,,,0,25.2,80.0,4,76,24.7,-37.9,37.9,35.9,15.5,38.7,229.5,9.5,16.3,12.4,0or100,4,1,1,1,1,1,1,0,1,0,0,4,B,1113,1106,1120,"1113 ± 7.4, g",Mahoba dykes,"Pradhan, V. R.et al. ",2012,Precambrian Res.,198-199,51-75,"Paleomagnetic and geochronologica; studies of the mafic dyke swarms of Bundelkhand craton, central India: Implications for the tectonic evolution and paleogeographic reconstructions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India-North,Majhgawan Kimberlite Comb.,9277,includes sites 1 and 2 of Miller and Hargraves (1994),,0,24.7,80.1,3,20,37.5,-26.5,26.5,66.0,15.3,36.8,212.5,9.0,16.6,12.2,0or100,4,1,0,1,1,0,1,0,1,0,0,3,B,1074,1060,1087,"1073.5±13.5, ",Majhgawan Kimberlite Comb.,Gregory et al. ,2006,Precambrian Res.,148,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Malani Igneous Suite -Comb,HV,comb,,,25.3,72.6,27,213,2.9,63.7,63.7,40.0,4.2,69.4,,5.3,6.7,6.5,4or96,4,1,1,1,1,1,1,1,1,1,0,6,A,762,752,771,"752 ± 18, g",Malani Igneous Suite,Meert et al.,2013,Tectonophysics,608,1254-1267,Further Geochronological and paleomagnetic constraints on Malani (and pre-Malani) magmatism in NW India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Banganapalli quartzite,HV,,,,16.0,79.0,9,106,7.0,1.3,1.3,15.0,5.2,-73.5,53.6,2.6,5.2,3.7,50,4,0,1,1,1,1,1,0,1,1,1,5,B,589,543,635,"590, g",Banganapalli quartzite,"Goutham et al., 2006",2006,J. Geol. Soc. India,67,221-233,"A neoproterozoic geomagnetic field reversal from the Kurnool Group, India",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Superior(East),Otto Stock Dykes and Aureole,2629,N+R Component,"C*+,R-",0,48.0,279.9,18,84,330.0,71.0,71.0,139.0,3.0,69.0,227.0,4.5,5.2,4.8,17or83,3,1,1,1,1,1,1,1,1,1,0,6,B,2676,2671,2681,"2680±1 for stock, but lamprophyre dykes are younger (ca.2670-2675), J.Ayers, pers.comm. 2008",Otto Stock Dykes and Aureole,"Pullaiah,G., Irving,E.",1975,Canad.J.Earth Sci.,12,1609-1618,"Paleomagnetism of the contact aureole and late dikes of the Otto Stock, Ontario, and its application to Early Proterozoic apparent polar wandering",Overlaps with Cenozoic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Superior(East),PTARMIGAN MEAN,new,,,0,54.0,287.0,3,18,49.6,46.1,46.1,0.1,1000.0,-45.3,213.0,13.8,13.8,13.8,0or100,3,1,0,0,0,0,1,0,1,0,1,4,B,2505,2503,2507,"2505±2, ",PTARMIGAN MEAN,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Superior(East),MATACHEWAN R,new,,C+,0,48.0,278.0,,1000.0,207.6,-16.6,16.6,1000.0,0.1,-44.1,238.3,1.6,1.6,1.6,0or100,4,1,1,1,1,1,1,1,1,0,1,6,A,2466,2443,2489,"two ages, both U-Pb(z)",MATACHEWAN R,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Superior(East),MATACHEWAN N,new,,C+,0,48.0,278.0,,1000.0,23.3,29.1,29.1,1000.0,0.1,-52.3,239.5,2.4,2.4,2.4,0or100,4,1,1,1,1,1,1,1,1,0,1,6,A,2446,2443,2449,"2446±3, ",MATACHEWAN N,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Superior(East),SENNETERRE,B+93,,C+,0,49.0,283.0,6,1000.0,358.6,-43.9,43.9,1000.0,0.1,-15.3,284.3,6.0,6.0,6.0,MIXED,4,1,1,1,1,1,1,1,1,1,1,7,A,2218,2212,2224,"2216+8/-4, ",SENNETERRE,Buchan et al.,1993,Can. J. Earth Sci.,30,1286-1296,Northeast-trending Early Proterozoic dykes of southern Superior Province: multiple episodes of emplacement recognized from integrated paleomagnetism and U-Pb geochronology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Superior(East),NIPISSING N1,B+00,,C+,0,47.0,279.0,,1000.0,7.4,-43.9,43.9,1000.0,0.1,-17.0,272.0,10.0,10.0,10.0,MIXED,4,1,1,1,1,1,1,1,1,1,1,7,A,2217,2213,2221,"2217±4, ",NIPISSING N1,Buchan et al.,2000,Tectonophysics,319,167-198,Comparing the drift of Laurentia and Baltica in the Proterozoic: the importance of key palaeomagnetic poles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Superior(East),BISCOTASING,new,,C+,0,48.0,280.0,12,1000.0,263.9,60.4,60.4,1000.0,0.1,26.0,223.9,7.0,7.0,7.0,0or100,4,1,1,1,1,1,1,1,1,0,1,6,A,2170,2167,2172,"2167-2172, range of ages summarized in Halls et al. 2008",BISCOTASING,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Superior(East),LAC ESPRIT,new,,,0,53.0,282.0,8,82,146.9,-56.4,56.4,1000.0,0.1,62.0,170.5,6.4,6.4,6.4,0or100,4,1,1,1,1,1,1,0,1,0,1,5,A,2069,2068,2070,"2069±1, ",LAC ESPRIT,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton,Overlaps with Cenozoic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Superior(East),MINTO,new,,,0,57.0,285.0,6,44,130.0,-37.2,37.2,1000.0,0.1,38.7,171.5,13.1,13.1,13.1,MIXED,4,1,1,1,1,1,1,0,1,1,0,5,A,1998,1996,2000,"1998±2, ",MINTO,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton,Overlaps with Keweenawan Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Superior(West),MARATHON N,H+08,,,0,49.0,275.0,,1000.0,296.9,59.2,59.2,1000.0,0.1,45.4,198.2,7.7,7.7,7.7,0or100,4,1,1,1,1,1,1,0,1,0,0,4,A,2124,2121,2126,"2121-2126, ",MARATHON N,"Halls,H.C., Davis,D.W., Stott,G.M., Ernst,R.E., Hamilton,M.A.",2008,Precambrian Res.,162,327-353,The Paleoproterozoic Marathon Large Igneous Province: New evidence for a 2.1 Ga long-lived mantle plume event along the southern margin of the North American Superior Province,Overlaps with Keweenawan Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Superior(West),MARATHON R,H+08,,C+,0,49.0,275.0,,1000.0,134.4,-56.4,56.4,1000.0,0.1,55.1,182.2,7.5,7.5,7.5,0or100,4,1,1,1,1,1,1,1,1,0,0,5,A,2104,2101,2106,"2101-2106, ",MARATHON R,"Halls,H.C., Davis,D.W., Stott,G.M., Ernst,R.E., Hamilton,M.A.",2008,Precambrian Res.,162,327-353,The Paleoproterozoic Marathon Large Igneous Province: New evidence for a 2.1 Ga long-lived mantle plume event along the southern margin of the North American Superior Province,Overlaps with Mesozoic APWP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Superior(West),CAUCHON LAKE,new,,C+,0,56.0,263.0,,1000.0,123.3,-63.9,63.9,1000.0,0.1,53.8,180.9,7.7,7.7,7.7,0or100,4,1,1,1,1,1,1,1,1,0,0,5,A,2091,2089,2093,"2091±2, ",CAUCHON LAKE,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton,Overlaps with Mesozoic APWP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurentia-Superior(West),FORT FRANCES,new,,,0,48.0,266.0,,1000.0,117.2,-54.8,54.8,1000.0,0.1,42.8,184.6,6.1,6.1,6.1,0or100,3,1,1,1,1,1,1,0,1,0,0,4,A,2077,2072,2081,"2076+5/-4, ",FORT FRANCES,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton,Overlaps with Keweenawan Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
