RefNo,ResultNo,RockName,Year,Authors,Journal,Volume,Pages,Continent,RockType,LowAge,HighAge,LoMagAge,HiMagAge,SLat,SLon,PLat,PLon,DP,DM,QSUM,RSUM,K,A95,B,N
2246,5896,Marquette Range Supergroup,1972,"Books,K.G.",U.S.Geol.Surv.Prof.Paper 760,,1-42,North America,sediments,1100,1400,1100,1400,46.5,-90,13.3,204.8,7.9,12.4,2,,88,9.8,1,4
2246,5894,Portage Lake Volcanics,1972,"Books,K.G.",U.S.Geol.Surv.Prof.Paper 760,,1-42,North America,extrusives,1094,1098,1094,1098,47,-88.5,26.5,182.5,1.5,2.7,4,,48.9,2.3,78,360
2246,5893,Gogebic Rhyolites,1972,"Books,K.G.",U.S.Geol.Surv.Prof.Paper 760,,1-42,North America,"extrusives, rhyolites",1050,1150,1050,1150,46.7,-89.6,22.5,178.5,5.8,10.6,2,,164,9.7,3,13
683,2977,Indian Harbour Dykes,1972,"Murthy,G.S., Deutsch,E.R.",Canad. J. Earth Sci.,9,207-212,North America,"intrusives, dykes",2032,2116,2032,2116,54.4,-57.1,-6,243,6,12,2,2,15,12,12,12
677,2976,Gatineau Hills Metamorphic Rocks,1972,"Irving,E., Park,J.K., Roy,J.L.",Nature,236,344-346,North America,"metamorphics, metadiorites",900,1200,900,1200,45.6,-76.7,32,335,8,8,4,,61,5,13,57
691,2966,Mean Franklin Pole,1972,"Robertson, W.A., Baragar, W.R.A.",Canad. J. Earth Sci.,9,123-140,North America,intrusives,720,726,720,726,65,-115,4.8,165.3,4.7,4.7,5,,,,37,192
691,2965,Coronation Sills,1972,"Robertson, W.A., Baragar, W.R.A.",Canad. J. Earth Sci.,9,123-140,North America,"intrusives, diabase",720,726,720,726,67.8,-116,-1,163,9,9,5,,11.3,13,13,78
676,2940,Gila County Diabase,1972,"Helsley,C.E., Spall,H.",J.Geophys.Res.,77,2115-2128,North America,"intrusives, diabase",1120,1180,1120,1180,36.6,-110.6,27,179,6,9,5,,56,7,8,98
683,2978,Mugford Series Basalts,1972,"Murthy,G.S., Deutsch,E.R.",Canad. J. Earth Sci.,9,207-212,North America,"extrusives, basalts",1350,1500,1350,1500,57.8,-62,49,217,9,11,2,2,41,6,16,16
218,2483,Nipissing Diabase Dykes,1971,"Symons, D.T.A.",Geol.Surv.Canada Paper 70-63,,19-26,North America,"intrusives, diabase dykes",2215,2223,1900,2100,46,-83,35.5,228.7,20.3,23.9,3,2,16.7,14,6,34
696,2983,Wind River Dykes,1971,"Spall, H.",Geol.Soc.Amer.Bull.,82,2457-2472,North America,"intrusives, mafic dykes",1880,2060,1880,2060,42.6,-108.8,43,239,23,23,3,,65,11,4,23
682,2989,Grenville Diabases,1971,"Murthy,G.S.",Canad. J. Earth Sci.,8,802-812,North America,"intrusives, diabases",700,1000,700,1000,46,-78,-3,151,9.5,14.5,3,,14,11.3,11,55
670,2991,Franklin Diabases,1971,"Fahrig, W.F., Irving, E., Jackson, G.D.",Canad. J. Earth Sci.,8,455-467,North America,"intrusives, diabase",720,726,720,726,63,-94,8,167,5,5,5,,,6,24,115
264,2919,Johnny Lyon Granodiorite,1971,"Spall, H.",J.Geol.,79,118-122,North America,"intrusives, granodiorite",1615,1695,65,146,32,-110.1,69,172,6,9,2,,30,7,,17
682,2990,Grenville Diabases,1971,"Murthy,G.S.",Canad. J. Earth Sci.,8,802-812,North America,"intrusives, diabases",700,1000,700,1000,46,-78,60,240,14,14,2,,21,9,12,60
695,3001,Franklin Mountains Igneous Rocks,1971,"Spall, H.",Phys.Earth Planet.Interiors,4,329-346,North America,"intrusives, extrusives",1085,1155,1085,1155,31.9,-106.4,28,200,5,6,5,,557,4,12,101
218,2482,Nipissing Diabase Sills,1971,"Symons, D.T.A.",Geol.Surv.Canada Paper 70-63,,19-26,North America,"intrusives, diabase",2215,2223,2215,2223,46,-83,10.2,264.3,31.8,37.4,3,,5.1,22,8,30
692,2980,Logan Dykes,1971,"Robertson, W.A., Fahrig, W.F.",Canad. J. Earth Sci.,8,1355-1372,North America,"intrusives, dykes",979,1079,979,1079,48.3,-89.1,35,181,4,7,3,,54,5,15,69
692,2981,Logan Dykes,1971,"Robertson, W.A., Fahrig, W.F.",Canad. J. Earth Sci.,8,1355-1372,North America,"intrusives, dykes",979,1079,979,1079,48.3,-89.1,60,233,41,44,2,,17,23,4,23
692,2982,Logan Sills,1971,"Robertson, W.A., Fahrig, W.F.",Canad. J. Earth Sci.,8,1355-1372,North America,"intrusives, sills",1106,1112,1106,1112,48.8,-88.9,47,220,12,14,4,,34,8,12,51
680,2968,"Intrusives, Colorado",1971,"Larson,E.E., Mutschler,F.E.",Geol.Soc.Amer.Bull.,82,1657-1666,North America,intrusives,488,542,299,318,38,-106,40.9,111.7,5.5,11,2,,,5.5,9,18
642,3062,Michipicoten Island Volcanics,1970,"Palmer, H.C.",Canad. J. Earth Sci.,7,1410-1436,North America,extrusives,1050,1150,1050,1150,47.7,-85.8,28.7,179,5.2,8.7,3,,13.4,7.7,28,40
649,3071,Nipissing Diabase,1970,"Symons, D.T.A.",Canad. J. Earth Sci.,7,86-90,North America,"intrusives, diabase",2215,2223,2140,2215,47.4,-79.7,-19,272.1,4,6,4,3,60.2,5.4,11,40
642,3065,Alona Bay Volcanics,1970,"Palmer, H.C.",Canad. J. Earth Sci.,7,1410-1436,North America,extrusives,1050,1150,1050,1150,47.6,-84.7,47.4,232.7,17.1,18.5,2,,21,10.2,3,11
642,3064,Mamainse Point Volcanics,1970,"Palmer, H.C.",Canad. J. Earth Sci.,7,1410-1436,North America,extrusives,1089,1139,1089,1139,47,-84.7,54.4,212.4,10.6,12.8,3,,19.8,7.5,20,20
642,3063,Mamainse Point Volcanics,1970,"Palmer, H.C.",Canad. J. Earth Sci.,7,1410-1436,North America,extrusives,1089,1139,1089,1139,47,-84.7,36.8,180.4,3.5,5.3,4,,21.2,4.4,52,52
642,3059,North Shore Volcanics,1970,"Palmer, H.C.",Canad. J. Earth Sci.,7,1410-1436,North America,extrusives,1100,1130,1100,1130,47.8,-89.9,47,200.2,9.3,11.7,3,,30.5,7.3,14,14
642,3058,North Shore Volcanics,1970,"Palmer, H.C.",Canad. J. Earth Sci.,7,1410-1436,North America,extrusives,1100,1130,1100,1130,47.5,-91,32.1,187.5,3.6,5.3,4,,23.4,4.1,54,54
642,3057,Osler Volcanics,1970,"Palmer, H.C.",Canad. J. Earth Sci.,7,1410-1436,North America,extrusives,1050,1150,1050,1150,48.6,-88.1,48.9,203.3,11.7,14.4,2,,24,9,12,24
642,3056,Logan Sills,1970,"Palmer, H.C.",Canad. J. Earth Sci.,7,1410-1436,North America,"intrusives, diabase",1106,1112,1106,1112,49,-89.8,48.4,218.3,5.6,6.4,4,,53.1,3.6,30,48
600,3046,Stillwater Complex,1970,"Bergh, H.W.","Palaeogeophysics (ed.S.K.Runcorn, Academic Press, London)",,143-158,North America,"intrusives, gabbro, norite",2701,2709,2701,2709,45.4,-110,62,112,8,13,5,3,23.2,10.9,9,96
648,3041,Pikes Peak Granite,1970,"Spall, H.",Geophys.J.Roy.Astron.Soc.,21,427-440,North America,"intrusives, granite",1030,1050,1030,1050,38.9,-105.3,6,181,4,8,3,,144,7,4,10
599,3023,Logan Diabase,1970,"Beck, M.E.",J.Geophys.Res.,75,4985-4996,North America,"intrusives, diabase",1077,1105,1077,1105,48,-91.4,25.5,194,7.5,11.5,4,,37.3,9,8,25
599,3024,Duluth Gabbro,1970,"Beck, M.E.",J.Geophys.Res.,75,4985-4996,North America,"intrusives, gabbro",1077,1105,1077,1105,48,-91.4,33.9,214.4,7,9.5,4,,44.2,6,13,40
599,3022,Duluth Gabbro,1970,"Beck, M.E.",J.Geophys.Res.,75,4985-4996,North America,"intrusives, gabbro",1077,1105,1077,1105,48,-91.4,32.5,199,10.5,14.5,4,,25.2,10,10,30
599,3021,Lester River Sill,1970,"Beck, M.E.",J.Geophys.Res.,75,4985-4996,North America,intrusives,1054,1084,1054,1084,46.9,-92,35,199,4,5,4,,78.9,3.5,20,60
599,3020,Endion Sill,1970,"Beck, M.E.",J.Geophys.Res.,75,4985-4996,North America,intrusives,1054,1084,1054,1084,46.9,-92,31.5,189,5,7.5,4,,53.3,5.5,14,45
599,3019,Keweenawan Intrusives,1970,"Beck, M.E.",J.Geophys.Res.,75,4985-4996,North America,"intrusives, anorthositic gabbro",1077,1105,1077,1105,46.9,-92,36.5,190,2.5,4,4,,116.2,3,24,80
599,3018,Keweenawan Intrusives,1970,"Beck, M.E.",J.Geophys.Res.,75,4985-4996,North America,"intrusives, anorthositic gabbro",1077,1105,1077,1105,46.9,-92,42,191,7.5,10,4,,39.8,7,12,40
642,3061,Gargantua Volcanics,1970,"Palmer, H.C.",Canad. J. Earth Sci.,7,1410-1436,North America,extrusives,1050,1150,1050,1150,47.6,-85,72.1,223.3,8.4,9.5,3,,89.8,5.5,9,11
642,3060,Gargantua Volcanics,1970,"Palmer, H.C.",Canad. J. Earth Sci.,7,1410-1436,North America,extrusives,1050,1150,1050,1150,47.6,-85,33.9,179.7,5.5,8.6,2,,58.3,7.3,8,14
2245,5885,Sudbury Eruptive,1969,"Larochelle,A.",Geol.Surv.Canada Paper 69-19,,1-23,North America,"intrusives, norite, pegmatite",1200,1800,1200,1800,46.7,-79.8,38.4,9.3,,,2,2,,,19,55
2245,5886,Sudbury Eruptive,1969,"Larochelle,A.",Geol.Surv.Canada Paper 69-19,,1-23,North America,"intrusives, norite, pegmatite",1200,1800,1200,1800,46.7,-79.8,57.2,312.4,,,2,2,,,16,42
2245,5887,Sudbury Eruptive,1969,"Larochelle,A.",Geol.Surv.Canada Paper 69-19,,1-23,North America,"intrusives, norite, pegmatite",1200,1800,1200,1800,46.6,-79.9,-21.4,271.9,,,2,2,,,3,7
2245,5888,Sudbury Eruptive,1969,"Larochelle,A.",Geol.Surv.Canada Paper 69-19,,1-23,North America,"intrusives, norite, pegmatite",1200,1800,1200,1800,46.5,-81,2.6,285.3,,,2,2,,,25,74
2245,5889,Sudbury Eruptive,1969,"Larochelle,A.",Geol.Surv.Canada Paper 69-19,,1-23,North America,"intrusives, norite, pegmatite",1200,1800,1200,1800,46.4,-81.2,2.5,281.2,,,2,,,,10,24
2245,2230,Sudbury Eruptive,1969,"Larochelle,A.",Geol.Surv.Canada Paper 69-19,,1-23,North America,"intrusives, norite, pegmatite",1200,1800,1200,1800,46.5,-81.5,22,227.3,,,2,2,,,5,10
579,3186,Croker Island Complex,1969,"Palmer, H.C.",Canad. J. Earth Sci.,6,213-218,North America,"intrusives, gabbro, granite",1425,1525,1425,1525,46.1,-82.2,5.4,217.2,6.7,10.5,0,,13.7,8.5,19,23
568,3187,Mackenzie Dykes,1969,"Fahrig, W.F., Jones, D.L.",Canad. J. Earth Sci.,6,679-688,North America,intrusives,1265,1269,1265,1269,60,-100,3.5,193.1,4,4,4,,,3,14,63
2253,5926,Iron Mountain Ore Deposit,1969,"Ehrlick,M., Sun,S., Scharon,L., Soffel,H.C.",Trans.Inst.Min.Metal.B,78,114-122,North America,"sediments, hematite ore",1000,2500,1000,2500,37.7,-90.6,-30.7,222.7,4.4,8.5,3,,,8.2,,25
2245,5880,Sudbury Eruptive,1969,"Larochelle,A.",Geol.Surv.Canada Paper 69-19,,1-23,North America,"intrusives, norite, pegmatite",1200,1800,1200,1800,46.6,-81.4,46.3,214.1,,,2,2,,,24,86
2245,5881,Sudbury Eruptive,1969,"Larochelle,A.",Geol.Surv.Canada Paper 69-19,,1-23,North America,"intrusives, norite, pegmatite",1200,1800,1200,1800,46.6,-81.4,50.5,203.5,,,2,2,,,16,54
2250,5916,Mackenzie Dykes,1969,"Robertson, W.A.",Geol.Surv.Canada Bull.,167,1-51,North America,"intrusives, diabase",1267,1269,1265,1269,67,-116,4,202,9.8,16.6,3,,4,15,26,54
548,3153,Beaver Bay Complex,1969,"Beck, M.E., Lindsley, N.C.",J.Geophys.Res.,74,2002-2013,North America,"intrusives, gabbro",1077,1105,1077,1105,47,-91.5,27.5,189.5,3.5,5.5,4,,36,4.5,29,80
548,3154,Duluth Gabbro,1969,"Beck, M.E., Lindsley, N.C.",J.Geophys.Res.,74,2002-2013,North America,"intrusives, gabbro",1077,1105,1077,1105,48,-90.5,48,183,8,11,4,,47,7.5,7,39
2245,5882,Sudbury Eruptive,1969,"Larochelle,A.",Geol.Surv.Canada Paper 69-19,,1-23,North America,"intrusives, norite, pegmatite",1200,1800,1200,1800,46.6,-81.3,54.8,223.1,,,2,2,,,5,11
2245,5883,Sudbury Eruptive,1969,"Larochelle,A.",Geol.Surv.Canada Paper 69-19,,1-23,North America,"intrusives, norite, pegmatite",1200,1800,1200,1800,46.6,-81.3,53.9,245.6,,,2,2,,,5,10
2245,5884,Sudbury Eruptive,1969,"Larochelle,A.",Geol.Surv.Canada Paper 69-19,,1-23,North America,"intrusives, norite, pegmatite",1200,1800,1200,1800,46.7,-81,54,284.1,,,2,2,,,3,6
537,3279,Nonesuch Shale and Freda Sandstone,1968,"Vincenz, S.A., Yaskawa, K.",J.Geophys.Res.,73,2753-2767,North America,"sediments, shale, sandstone",1000,1092,1000,1092,47,-88.5,7,176,7,14,4,,30.8,14,5,
604,5895,South Trap Range Lavas,1968,"Books,K.G.",U.S.Geol.Surv.Prof.Paper 600-D,,D248-D254,North America,extrusives,1050,1150,1050,1150,45,-90,9.8,199.6,7.8,13.4,3,,29,11.4,7,36
604,3092,North Shore Volcanics,1968,"Books,K.G.",U.S.Geol.Surv.Prof.Paper 600-D,,D248-D254,North America,extrusives,1100,1130,1100,1130,45,-90,44.5,197,5,6,4,,129.4,4,11,52
417,3274,Sherman granite,1968,"Eggler,D.H., Larson,E.E.",Geophys.J.Roy.Astron.Soc.,14,497-504,North America,"intrusives, granite, andesite dyke",1380,1440,1380,1440,41,-105.4,-8,209,3.6,5.5,2,,86.4,4.3,5,14
536,3277,Portage Lake Volcanics,1968,"Vincenz, S.A.",J.Geophys.Res.,73,2729-2752,North America,extrusives,1094,1098,1094,1098,47,-88.5,24,183,6,10,4,,22.1,9,14,18
537,3278,Copper Harbor Lavas,1968,"Vincenz, S.A., Yaskawa, K.",J.Geophys.Res.,73,2753-2767,North America,extrusives,1046,1200,1046,1200,47,-88.5,13,176,6,12,4,,29.7,12,6,
523,3317,Wichita Granites,1968,"Spall, H.",Oklahoma Geol.Surv.Notes,28,65-80,North America,"intrusives, granites",500,550,500,550,34.8,-99,2,147,6,9,4,,,8.5,18,120
523,3318,Arbuckle Granite,1968,"Spall, H.",Oklahoma Geol.Surv.Notes,28,65-80,North America,"intrusives, granite, diorite",1320,1400,1320,1400,34.3,-96.7,17,210,7,11,2,,,7.5,,15
505,3338,Michikamau Intrusion,1968,"Murthy,G.S., Fahrig,W.F., Jones,D.L.",Canad. J. Earth Sci.,5,1139-1144,North America,"intrusives, anorthosite",1455,1465,1455,1465,54.5,-64,-0.6,215.3,4.9,9.8,4,,34.9,9.7,6,29
604,3090,Portage Lake Volcanics,1968,"Books,K.G.",U.S.Geol.Surv.Prof.Paper 600-D,,D248-D254,North America,extrusives,1094,1098,1094,1098,45,-90,27,181,2,4,4,,105.8,2.6,29,145
604,3091,South Trap Range Lavas,1968,"Books,K.G.",U.S.Geol.Surv.Prof.Paper 600-D,,D248-D254,North America,extrusives,1050,1150,1050,1150,45,-90,29,232.5,6.8,7.9,3,,71.1,4.8,14,61
449,3417,Nipissing Diabase,1967,"Symons, D.T.A.",Canad. J. Earth Sci.,4,1161-1169,North America,"intrusives, diabase sill",2217,2223,2215,2223,47,-79,-11.9,254.4,5.7,9,4,4,37.6,7.2,1,12
449,3418,Cobalt Group Sediments,1967,"Symons, D.T.A.",Canad. J. Earth Sci.,4,1161-1169,North America,sediments,2150,2650,2150,2650,47,-79,21.5,262.5,23.8,26.4,3,3,15.4,14.6,4,8
528,3655,Negaunee Iron Ores,1967,"Symons, D.T.A.",Econ.Geol.,62,118-137,North America,"sediments, iron ores",1600,2500,1600,2500,46.5,-87.6,-8,216,10,19,2,2,10,17,,8
408,3369,"Basement rocks, Wichita Mountains",1967,"Ku,C-C., Sun,S., Soffel,H., Scharon,L.",J.Geophys.Res.,72,731-737,North America,"intrusives, granite, gabbro, extrusives",520,560,290,363,34.8,-99.9,33.4,133.9,12.5,12.5,3,,11.3,14.7,8,28
448,5867,Steep Rock Iron Ores,1967,"Symons, D.T.A.",Canad. J. Earth Sci.,4,1-20,North America,"sediments, iron ores",2500,2900,2500,2900,48.8,-91.6,-12,204,4.7,9.2,2,2,,9,9,9
448,5866,Steep Rock Iron Ores,1967,"Symons, D.T.A.",Canad. J. Earth Sci.,4,1-20,North America,"sediments, iron ores",2500,2900,2500,2900,48.8,-91.6,19,208,9.6,13.8,2,2,,10,15,15
528,3308,Cambrian Sandstone,1967,"Symons, D.T.A.",Econ.Geol.,62,118-137,North America,"sediments, red sandstones",488,542,488,542,46,-88,15,141,24,45,2,,6,40,,3
527,5905,Soudan Formation,1967,"Symons, D.T.A.",Canad. J. Earth Sci.,4,449-460,North America,"sediments, iron ores, metamorphics",1600,2500,1600,2500,47.9,-92.1,39,239,8,16,2,2,13,16,1,5
527,3306,Soudan Formation,1967,"Symons, D.T.A.",Canad. J. Earth Sci.,4,449-460,North America,"sediments, iron ores, metamorphics",1600,2500,1600,2500,47.9,-92.1,37.8,234.2,11.4,11.4,2,,25,51.9,2,9
527,3305,Soudan Formation,1967,"Symons, D.T.A.",Canad. J. Earth Sci.,4,449-460,North America,"sediments, iron ores, metamorphics",1600,2500,1600,2500,47.9,-92.1,51,240.7,36.4,37.8,2,2,16,19.6,5,31
528,3654,Negaunee Iron Ores,1967,"Symons, D.T.A.",Econ.Geol.,62,118-137,North America,"sediments, iron ores",1600,2500,1600,2500,46.5,-87.6,-33,285,19,36,2,2,4,35,,6
528,3309,Keweenawan diorite,1967,"Symons, D.T.A.",Econ.Geol.,62,118-137,North America,"intrusives, diorite",1100,1300,1100,1300,45.5,-87.9,28,238,44,49,2,,8,28,1,4
528,3656,Keweenawan diorite,1967,"Symons, D.T.A.",Econ.Geol.,62,118-137,North America,"intrusives, diorite",1100,1300,1100,1300,46.5,-87.8,,247,,,2,,4,40,1,4
425,3406,Lac Allard Anorthosite,1967,"Hargraves,R.B., Burt,D.M.",Canad. J. Earth Sci.,4,357-369,North America,"intrusives, anorthosite, norite",900,1100,900,1100,51,-63,-38.6,140.4,18,18,4,,88.3,9.8,4,112
433,3407,Sudbury Dykes,1967,"Larochelle,A.",Canad. J. Earth Sci.,4,323-332,North America,"intrusives, diabase",1232,1242,1232,1242,46.4,-81.5,-2,189,1.5,3,3,,52,3,11,53
526,3299,Gunflint Iron Formation,1966,"Symons, D.T.A.",Econ.Geol.,61,1336-1361,North America,"sediments, iron formation",1700,2300,1700,2300,48.5,-89.2,28,266,16,17,2,3,14,9,20,20
281,3435,St.Francois Mountains Volcanics,1966,"Hsu,I.C., Anderson,R.E., Scharon,L.",J.Geophys.Res.,71,2645-2650,North America,"extrusives, pyroclastics, tuffs",1300,1400,1300,1400,37.6,-90.7,-1.3,217.6,3.7,5.6,4,,110,4.4,11,49
301,3439,St. Francois Mountains Volcanics,1966,"Hays,W.W., Scharon,L.",J.Geophys.Res.,71,553-560,North America,"intrusives,diabase,extrusives,rhyolites",1300,1400,1300,1400,37.5,-90.5,-1.3,216.7,7.8,12.2,3,,65,9.6,5,95
312,3464,"Superior Province Dykes, West Directions",1966,"Larochelle,A.",Canad. J. Earth Sci.,3,671-683,North America,"intrusives, dykes",2125,2175,2125,2175,48.5,-78.5,27,226,5.7,7.4,5,3,102,4.8,10,83
312,3465,"Superior Province Dykes, N directions",1966,"Larochelle,A.",Canad. J. Earth Sci.,3,671-683,North America,"intrusives, diabases",1600,2500,1600,2500,48.5,-78.5,24,107,,,3,3,39,,2,13
312,3466,"Superior Province Dykes, SW directions",1966,"Larochelle,A.",Canad. J. Earth Sci.,3,671-683,North America,"intrusives, diabases",1600,2500,1600,2500,48.5,-78.5,-22,238,6.8,13.3,3,3,53,12.9,4,14
557,3166,Mellon Gabbro,1966,"Books,K.W., White,W.S., Beck,M.E.",U.S.Geol.Surv.Prof.Paper 550-D,,D117-D124,North America,"intrusives, gabbro",1077,1105,1077,1105,46.5,-91,36,184.5,9.5,14.6,3,,13.5,11.2,14,67
290,3491,"Superior Province Dykes, West directions",1965,"Fahrig, W.F., Gaucher, E.H., Larochelle, A.",Canad. J. Earth Sci.,2,278-298,North America,"intrusives, diabases",2125,2175,2125,2175,48,-78.5,32.3,228.2,8.9,11,4,3,35,6.8,14,55
290,3492,Matachewan Dykes,1965,"Fahrig, W.F., Gaucher, E.H., Larochelle, A.",Canad. J. Earth Sci.,2,278-298,North America,"intrusives, diabases",2450,2455,2450,2455,48,-81,37.2,59.2,6.3,12.5,3,3,4,12.4,,39
487,3551,Beaver Bay Complex,1965,"Jahrein,C.E.",Geophysics,30,858-874,North America,"extrusives, basalts",1077,1105,1077,1105,47,-91,30,180,20,33,3,,12,28,4,19
290,3497,Mackenzie Dykes,1965,"Fahrig, W.F., Gaucher, E.H., Larochelle, A.",Canad. J. Earth Sci.,2,278-298,North America,"intrusives, diabases",1265,1269,1265,1269,65,-112,3.8,182.7,5.9,11,3,,7,10.2,23,34
290,3496,Sudbury Dykes,1965,"Fahrig, W.F., Gaucher, E.H., Larochelle, A.",Canad. J. Earth Sci.,2,278-298,North America,"intrusives, diabases",1232,1242,1232,1242,47,-82,-3.8,193.5,6.6,13.2,3,,4,13.2,22,37
487,3550,Duluth Diabase,1965,"Jahrein,C.E.",Geophysics,30,858-874,North America,"intrusives, diabase",1077,1105,1077,1105,47,-92,34,185,14,22,3,,30,17,4,21
487,3549,Duluth Gabbro,1965,"Jahrein,C.E.",Geophysics,30,858-874,North America,"intrusives, gabbro",1077,1105,1077,1105,47,-92,31,182,5,7,3,,120,6,7,23
290,3493,Matachewan Dykes,1965,"Fahrig, W.F., Gaucher, E.H., Larochelle, A.",Canad. J. Earth Sci.,2,278-298,North America,"intrusives, diabases",2450,2455,2450,2455,48,-81,62.9,61.2,13.3,21.6,3,3,6,17.5,,15
290,3494,Marathon Dykes,1965,"Fahrig, W.F., Gaucher, E.H., Larochelle, A.",Canad. J. Earth Sci.,2,278-298,North America,"intrusives, diabases",2107,2131,2107,2131,49,-86,29,213.2,12.2,16,3,3,25,10.5,5,9
290,3495,Molson Dykes,1965,"Fahrig, W.F., Gaucher, E.H., Larochelle, A.",Canad. J. Earth Sci.,2,278-298,North America,"intrusives, diabases",1345,1545,1345,1545,55,-96,37.2,252,27.2,28.4,2,,27.5,14.8,4,5
342,5840,Grenville Dykes,1964,"Strangway,D.W.",J.Geol.,72,648-663,North America,intrusives,900,1200,900,1200,49,-79,33,91,11.1,21.5,2,2,14,21,5,73
342,3488,Superior Province Dykes,1964,"Strangway,D.W.",J.Geol.,72,648-663,North America,"intrusives, diabases",2125,2175,2125,2175,48,-79,17,228,14,14,4,2,40,12,5,35
342,3489,Matachewan Dykes,1964,"Strangway,D.W.",J.Geol.,72,648-663,North America,"intrusives, diabases",2450,2455,2450,2455,48,-79,54,71,3,6,4,3,24,5,,31
342,3490,Matachewan Dykes,1964,"Strangway,D.W.",J.Geol.,72,648-663,North America,"intrusives, diabases",2450,2455,2450,2455,48,-79,45,81,22,22,3,3,12,23,5,43
337,3498,"Belt Supergroup, Missoula Group",1964,"Runcorn,S.K.",Geol.Soc.Amer.Bull.,75,687-704,North America,sediments,760,1740,760,1740,48,-114,-19,207,3,6,2,,19.2,6,1,39
337,3499,"Belt Supergroup, Grinnell Formation",1964,"Runcorn,S.K.",Geol.Soc.Amer.Bull.,75,687-704,North America,sediments,760,1740,760,1740,48,-114,-17,181,8,16,2,,11.8,16,1,9
337,3500,Hakatai Shales,1964,"Runcorn,S.K.",Geol.Soc.Amer.Bull.,75,687-704,North America,"sediments, shales",900,1600,900,1600,36,-112,12,227,7,7,2,,152,4,1,9
337,3501,"Sedimentary Rocks, Utah and Arizona",1964,"Runcorn,S.K.",Geol.Soc.Amer.Bull.,75,687-704,North America,"sediments, shales, limestones",900,1600,900,1600,36.5,-111,-20,205.5,14.4,24.6,3,,11.1,21.1,6,72
337,3502,Barron and Sioux Quartzite,1964,"Runcorn,S.K.",Geol.Soc.Amer.Bull.,75,687-704,North America,"sediments, redbeds",900,1600,900,1600,44.5,-93,22.9,246.8,38.9,38.9,2,,17.3,22.7,4,33
276,3527,Bradore Formation,1964,"Black,R.F.",Nature,202,945-948,North America,sediments,513,542,513,542,50.8,-57.1,9,148.8,7.4,11.8,2,,27.4,9.4,,10
276,3528,Ratcliffe-Brook Formation,1964,"Black,R.F.",Nature,202,945-948,North America,sediments,513,542,513,545,45,-67,10,124,14.3,20.6,2,,9.5,14.9,,12
342,5839,Grenville Dykes,1964,"Strangway,D.W.",J.Geol.,72,648-663,North America,intrusives,900,1200,900,1200,49,-79,-35.8,175,12.6,17.6,3,,40,12.3,5,35
986,3557,Belt Supergroup,1963,"Black,R.F.",Geol.Surv.Canada Bull.,83,1-31,North America,"sediments,redbeds,intrusives,extrusives",1100,1400,1100,1400,49,-114,-18,213,9,16,3,,21,14,19,73
1013,3577,Sudbury Eruptive,1963,"Sopher,S.R.",Geol.Surv.Canada Bull.,90,34pp,North America,"intrusives, norite, gabbro",1200,1800,1200,1800,46.5,-81.1,58,230,8,9,3,2,,5,30,68
1013,3578,Sudbury Eruptive,1963,"Sopher,S.R.",Geol.Surv.Canada Bull.,90,34pp,North America,"intrusives, norite, gabbro",1200,1800,1200,1800,46.5,-81.1,3,284,5,6,3,2,,4,26,39
1013,3579,Sudbury Dyke,1963,"Sopher,S.R.",Geol.Surv.Canada Bull.,90,34pp,North America,"intrusives, diabase",1232,1242,1232,1242,46.5,-81,-8,197,4,7,4,,35,7,2,13
991,3564,Sault Ste.Marie Sandstone,1962,"Du Bois,P.M.",Geol.Surv.Canada Bull.,71,75pp,North America,sediments,1000,1100,1000,1100,47,-84.5,31,164.5,8.5,17.5,2,,24.8,17,2,4
991,3565,Duluth Gabbro,1962,"Du Bois,P.M.",Geol.Surv.Canada Bull.,71,75pp,North America,"intrusives, gabbro",1077,1105,1077,1105,47,-92,23.5,179.5,6,9.5,3,,17,8.5,9,18
991,3566,Mamainse Point Lavas,1962,"Du Bois,P.M.",Geol.Surv.Canada Bull.,71,75pp,North America,extrusives,1089,1139,1089,1139,47,-84.5,31.5,187.5,9,12,3,,19.2,10,,12
991,3567,Alona Bay Lavas,1962,"Du Bois,P.M.",Geol.Surv.Canada Bull.,71,75pp,North America,extrusives,1050,1150,1050,1150,47,-84.5,39,265,25,25,2,,11.6,13.5,,12
991,3568,Logan Diabase,1962,"Du Bois,P.M.",Geol.Surv.Canada Bull.,71,75pp,North America,"intrusives, diabases",1077,1105,1077,1105,48.5,-89,53.5,230,8,8,4,,13.2,4.5,18,80
991,3569,Logan Diabase,1962,"Du Bois,P.M.",Geol.Surv.Canada Bull.,71,75pp,North America,"intrusives, diabases",1077,1105,1077,1105,48,-89.5,33,188.5,5.5,8.5,4,,21.1,6.5,15,25
991,3570,Sibley Group,1962,"Du Bois,P.M.",Geol.Surv.Canada Bull.,71,75pp,North America,sediments,1320,1420,1320,1420,48.5,-89,16,211,7.5,9.5,2,,23.1,7.5,4,18
991,5872,Copper Harbor Lavas,1962,"Du Bois,P.M.",Geol.Surv.Canada Bull.,71,75pp,North America,extrusives,1050,1200,1050,1200,47,-88.5,29,176,4,7,3,,20,7,4,25
991,3561,Orienta Sandstone,1962,"Du Bois,P.M.",Geol.Surv.Canada Bull.,71,75pp,North America,"sediments, sandstones",900,1600,900,1600,47,-91,,176,11,22,2,,6.5,22,3,8
