Terrane,ROCKNAME,RESULT#,COMPONENT,TESTS,TILT,SLAT,SLONG,B,N,DEC,INC,abs(I),KD,ED95,PLAT,PLONG,DP,DM,A95,f,INCf,PLATf,PLONf,DPf,DMf,A95f,f,INCf,PLATf,PLONf,DPf,DMf,A95f,%REV,DEMAGCODE,40,24,10,16,Q2,Q3,Q4,Q5,Q6,Q7,Q(7),R1,R2,R3,R4,R5,R6,R7,R,Grade,nominal age,lomagage,himagage,REF/method,ROCKNAME,POLE AUTHORS,YEAR,JOURNAL,VOLUME,VPAGES,TITLE,Comment
Laurentia-Scotland,Stoer Group,,,many,100,58.0,354.5,,610,310.8,34.7,34.7,1000.0,0.1,37.2,238.4,,,7.7,1.0,34.7,37.2,238.4,,,7.7,1.0,34.7,37.2,238.4,,,7.7,,4,,,,,,,,,,,,0,1,1,f,0,0,1,4,B,1199,1129,1269,"A Pb-Pb date of 1199 +/- 70 Ma on lacustrine carbonate within the Stac Fada Member (Turnbull et al., 1996) and an Ar-Ar date of 1177 +/- 5 Ma on authigenic K-feldspar precipitated in degassing pipes associated with the impact ejecta (Parnell et al., 2011) constrain the Stac Fada Member, midway through the Stoer Group. Because the duration of deposition is unknown and the pole position appears to progress through the section, the rock age is uncertain; the pole is assigned **ca. 1199 Ma (1129-1269 Ma)**.",Stoer Group,"Lulea Working Group mean (Evans et al., 2021 compilation)",2009,,,,MEAN Stoer Group (Lulea Working Group grand mean),"Sample-weighted grand mean of six Stoer Group studies (Stewart & Irving 1974; Smith et al. 1983; Torsvik & Sturt 1987 Stoer + Achiltibuie; Darabi & Piper 2004; Borradaile & Geneviciene 2008); mixed (normal + reverse) polarity taken from the Evans et al. (2021) Laurentia compilation (Lulea Working Group six-study sample-weighted grand mean, 2009)"
