Terrane,ROCKNAME,GPMDB RESULT#,MAGIC #,COMPONENT,TESTS,TILT,SLAT,SLONG,B,N,DEC,INC,KD,ED95,PLAT,PLONG,DP,DM,A95,f (1.0 vs 0.6),INCf,PLATf,PLONf,DPf,DMf,A95f,f (1.0/0.8/0.6),INCf,PLATf,PLONf,DPf,DMf,A95f,%REV,DEMAGCODE,Q1,24,10,16,Q2,Q3,Q4,Q5,Q6,Q7,Q(7),R1,R2,R3,R4,R5,R6,R7,Rsum,Grade,Grade E+21,nominal age,age diff,lomagage,himagage,REF/method,ROCKNAME,POLE AUTHORS,YEAR,JOURNAL,VOLUME,VPAGES,TITLE,Comment,Lithology
Laurentia,Mistastin Batholith,2271,20717,,i,0,55.59,-63.59,9,49,90.4,3.8,36.2,8.7,-1.4,205.1,,,7.3,1.0,3.8,-1.4,205.1,,,7.3,1.0,3.8,-1.4,205.1,,,7.3,,,,,,,,,,,,,,0,0,1,i,0,0,1,3,B,B,1441,44,1419,1463,"Ages provided by zircon LA-ICP-MS dates of 1451±12 Ma from the mangerite and 1429±10 Ma from the granodiorite (Marion and Sylvester, 2010)",Mistastin Batholith,"Fahrig,W.F., Jones,D.L.; Hervé, G., Gilder, S. A., Marion, C. L., Osinski, G. R., Pohl, J., Petersen, N., & Sylvester, P. J.",1976;2015,Canad.J.Earth Sci.;Earth and Planetary Science Letters,"13,417",832-837;151-163,"The paleomagnetism of the Helikian Mistatin pluton, Labrador, Canada;Paleomagnetic and rock magnetic study of the Mistastin Lake impact structure (Labrador, Canada): Implications for geomagnetic perturbation and shock effects","Recalculated by Laurie Zielinski as documented in Swanson-Hysell et al. (2026) notebook using site VGPs from Fahrig and Jones (1976), combined with site VGPs from Hervé et al. (2015).",Quartz monzonite
