Terrane,ROCKNAME,RESULT#,COMPONENT,TESTS,TILT,SLAT,SLONG,B,N,DEC,INC,abs(I),KD,ED95,PLAT,PLONG,DP,DM,A95,f,INCf,PLATf,PLONf,DPf,DMf,A95f,f,INCf,PLATf,PLONf,DPf,DMf,A95f,%REV,DEMAGCODE,40,24,10,16,Q2,Q3,Q4,Q5,Q6,Q7,Q(7),R1,R2,R3,R4,R5,R6,R7,R,Grade,nominal age,lomagage,himagage,REF/method,ROCKNAME,POLE AUTHORS,YEAR,JOURNAL,VOLUME,VPAGES,TITLE,Comment
Laurentia,Sudbury Dike Swarm,GPMDB:2175,"Primary Sudbury dike direction (westerly, shallow); magnetite-carried characteristic remanent magnetization","C+ (positive baked-contact test at site 90 vs. Gowganda argillites; Sopher, 1963; Schwarz, 1977 vs. Sudbury norite)",0,46.3,278.6,38,148,264.8,1.7,1.7,27.5,4.5,-2.9,193.1,,,3.3,1.0,1.7,-2.9,193.1,,,3.3,1.0,1.7,-2.9,193.1,,,3.3,0,3,,,,,,,,,,,,1,1,1,C,1,0,1,6,A,1238,1234,1242,"U-Pb baddeleyite age 1238 +/- 4 Ma on the Sudbury dike swarm (Krogh et al., 1987; Fahrig & West, 1986), superseding the ca. 1250 Ma K-Ar estimate of Palmer et al. (1977).",Sudbury Dike Swarm,"Palmer, H. C., Merz, B. A., & Hayatsu, A.",1977,Canadian Journal of Earth Sciences,14,1867-1887,"The Sudbury dikes of the Grenville Front region: paleomagnetism, petrochemistry, and K-Ar age studies","Primary Sudbury Dike Swarm pole recreated at the site level from the 38 Sudbury-dike-direction dikes of Palmer et al. (1977) (audited MagIC contribution 20644). Recreated -2.9N/193.1E, A95 3.3, N=38; reproduces Palmer published pole (168W/2.5S, A95 2.5) and prior compilation combined pole (-2.5N/192.8E, GPMDB 2175) within mutual A95. Positive baked-contact test (site 90; Sopher 1963; Schwarz 1977). R2 updated 0->1 (recreated K=50.4 within 10-70 passes Deenen; prior 0 reflected the combined-entry K=1000). Single primary polarity (R6=0). Grenville-Front ESE-down overprint (ca. 1000 Ma) shown for context."
