Terrane,ROCKNAME,GPMDB RESULT#,MAGIC #,COMPONENT,TESTS,TILT,SLAT,SLONG,B,N,DEC,INC,KD,ED95,PLAT,PLONG,DP,DM,A95,f (1.0 vs 0.6),INCf,PLATf,PLONf,DPf,DMf,A95f,f (1.0/0.8/0.6),INCf,PLATf,PLONf,DPf,DMf,A95f,%REV,DEMAGCODE,Q1,24,10,16,Q2,Q3,Q4,Q5,Q6,Q7,Q(7),R1,R2,R3,R4,R5,R6,R7,Rsum,Grade,Grade E+21,nominal age,age diff,lomagage,himagage,REF/method,ROCKNAME,POLE AUTHORS,YEAR,JOURNAL,VOLUME,VPAGES,TITLE,Comment,Lithology
Laurentia,Mackenzie dykes recompiled,recompiled,,Primary characteristic remanent magnetization of the Mackenzie igneous event; single dominant polarity,C+ (positive baked-contact test in Irving et al. 1972),0,65.0,250.0,40,259,244.0,26.5,42.6,3.5,2.6,189.5,,,2.8,1.0,26.5,2.6,189.5,,,2.8,1.0,26.5,2.6,189.5,,,2.8,0,3,,,,,,,,,,,,1,1,1,C,1,0,1,6,A,A,1267,4,1265,1269,"U-Pb baddeleyite age 1267 +/- 2 Ma on the Mackenzie dyke swarm (LeCheminant & Heaman, 1989); pole recalculated here from study-specific MagIC files for Fahrig & Jones (1969), Robertson (1969), Irving et al. (1972), Park (1974), and Fahrig (1986).",Mackenzie dykes recompiled,"Fahrig, W. F.; Jones, D. L.; Robertson, W. A.; Irving, E.; Park, J. K.; McGlynn, J. C.",2026,Recompiled from published studies,,,Mackenzie dyke swarm recompiled from study-specific MagIC contributions,"Recompiled Mackenzie pole from B=40 accepted site/unit VGP rows after dir_n_samples >= 3 screening and tabulated N=259: 2.6N/189.5E, A95 2.8, K 65.0. Korok-only Fahrig (1986) rows excluded; FA6709 possible Mackenzie dyke included. Rows with dir_n_samples < 3 excluded. Robertson (1969) contributes major-unit/zone means rather than a full 143-site transcription. The result overlaps the Evans/Buchan reported grand mean 4N/190E, A95 5, but is not numerically identical and is more tightly constrained.",Diabase; Gabbro; Peridotite; Basalt
