Terrane,ROCKNAME,GPMDB RESULT#,MAGIC #,COMPONENT,TESTS,TILT,SLAT,SLONG,B,N,DEC,INC,KD,ED95,PLAT,PLONG,DP,DM,A95,f (1.0 vs 0.6),INCf,PLATf,PLONf,DPf,DMf,A95f,f (1.0/0.8/0.6),INCf,PLATf,PLONf,DPf,DMf,A95f,%REV,DEMAGCODE,Q1,24,10,16,Q2,Q3,Q4,Q5,Q6,Q7,Q(7),R1,R2,R3,R4,R5,R6,R7,Rsum,Grade,Grade E+21,nominal age,age diff,lomagage,himagage,REF/method,ROCKNAME,POLE AUTHORS,YEAR,JOURNAL,VOLUME,VPAGES,TITLE,Comment,Lithology
Laurentia,Mean Rocky Mountain intrusions,7493:7494:8342,,Characteristic remanent magnetization (magnetite); combined mean of three ca. 1.4 Ga Colorado-Wyoming intrusions,,0,40.3,253.8,62,469,41.4,-48.3,11.5,5.6,-10.4,217.9,,,5.9,1.0,-48.3,-10.4,217.9,,,5.9,1.0,-48.3,-10.4,217.9,,,5.9,0,4,,,,,,,,,,,,0,1,1,,0,0,1,3,B,B,1430,30,1415,1445,"Combined pole of three ~1.4 Ga Colorado-Wyoming anorogenic intrusions: Laramie Anorthosite Complex and Sherman Granite (Harlan et al., 1994) and Electra Lake gabbro (Harlan et al., 1998); ages span ca. 1415-1445 Ma.",Mean Rocky Mountain intrusions,"Harlan, S. S., Snee, L. W., Geissman, J. W., & Brearley, A. J.; Harlan, S. S., & Geissman, J. W.",1994; 1998,Journal of Geophysical Research: Solid Earth; ,99; 103,17997-18020; 15497-15507,"Paleomagnetism of the Middle Proterozoic Laramie anorthosite complex and Sherman Granite, southern Laramie Range, Wyoming and Colorado; Paleomagnetism of the Middle Proterozoic Electra Lake Gabbro, Needle Mountains, southwestern Colorado",Recalculated by Laurie Zielinski as documented in Swanson-Hysell et al. (2026) notebook using site VGPs,Anorthosite; Syenite; Troctolite; Granite; Quartz Monzonite; Diabase; Gneiss; Gabbro
