Terrane,ROCKNAME,GPMDB RESULT#,MAGIC #,COMPONENT,TESTS,TILT,SLAT,SLONG,B,N,DEC,INC,KD,ED95,PLAT,PLONG,DP,DM,A95,f (1.0 vs 0.6),INCf,PLATf,PLONf,DPf,DMf,A95f,f (1.0/0.8/0.6),INCf,PLATf,PLONf,DPf,DMf,A95f,%REV,DEMAGCODE,Q1,24,10,16,Q2,Q3,Q4,Q5,Q6,Q7,Q(7),R1,R2,R3,R4,R5,R6,R7,Rsum,Grade,Grade E+21,nominal age,age diff,lomagage,himagage,REF/method,ROCKNAME,POLE AUTHORS,YEAR,JOURNAL,VOLUME,VPAGES,TITLE,Comment,Lithology
Laurentia,Franklin event grand mean,,,Characteristic remanent magnetization (magnetite); mixed polarity; grand mean of 56 previous-study Canadian site VGPs,"C+ (positive baked-contact test; Denyszyn et al., 2009)",0,73.0,275.4,56,56,114.3,0.4,19.6,4.4,6.7,162.1,,,3.0,1.0,0.4,6.7,162.1,,,3.0,1.0,0.4,6.7,162.1,,,3.0,50,4,,,,,,,,,,,,1,1,1,C,1,1,1,7,A,A,719,2,718,720,"Six zircon 206Pb/238U dates 718.61 +/- 0.30 to 719.86 +/- 0.21 Ma record rapid emplacement of the Franklin LIP (Pu et al., 2022), superseding earlier baddeleyite dates.",Franklin event grand mean,"Denyszyn, S. W., Halls, H. C., Davis, D. W., & Evans, D. A. D.",2009,Canadian Journal of Earth Sciences,46,689-705,Paleomagnetism and U-Pb geochronology of Franklin dykes in High Arctic Canada and Greenland,"Reproduces ""D+09can"" pole as mean of VGPs of Canadian Franklin studies (28 normal + 28 reverse sites; Fahrig 1971, Fahrig+Schwarz 1973, Park 1974/1981, Palmer+Hayatsu 1975, Christie+Fahrig 1983, Palmer et al. 1983)",
