Terrane,ROCKNAME,GPMDB RESULT#,MAGIC #,COMPONENT,TESTS,TILT,SLAT,SLONG,B,N,DEC,INC,KD,ED95,PLAT,PLONG,DP,DM,A95,f (1.0 vs 0.6),INCf,PLATf,PLONf,DPf,DMf,A95f,f (1.0/0.8/0.6),INCf,PLATf,PLONf,DPf,DMf,A95f,%REV,DEMAGCODE,Q1,24,10,16,Q2,Q3,Q4,Q5,Q6,Q7,Q(7),R1,R2,R3,R4,R5,R6,R7,Rsum,Grade,Grade E+21,nominal age,age diff,lomagage,himagage,REF/method,ROCKNAME,POLE AUTHORS,YEAR,JOURNAL,VOLUME,VPAGES,TITLE,Comment,Lithology
Laurentia,Schroeder Lutsen Basalts,9915,19680,"Characteristic remanent magnetization (ChRM); magnetite component, tilt-corrected",,100,47.54,-90.9,50,378,282.8,42.4,39.6,3.2,27.1,187.8,,,3.0,1.0,42.4,27.1,187.8,,,3.0,1.0,42.4,27.1,187.8,,,3.0,0,4,,,,,,,,,,,,1,1,1,,1,0,1,5,A,A,1090,8,1084,1092,"The Schroeder-Lutsen basalts are not directly dated. They postdate the 1091.61 ± 0.14 Ma (<sup>206</sup>Pb/<sup>238</sup>U, CA-ID-TIMS zircon) Silver Bay aplite dike of the Beaver Bay Complex, which Fairchild et al. (2017) collected just west of Palisade Head from the granophyre zone of one of the youngest Beaver Bay Complex intrusions and take as the best maximum age constraint for the basalts. They are likely older than the youngest dated Midcontinent Rift volcanism — the Michipicoten Island Formation (1083.52 ± 0.23 Ma). The maximum-age constraint of <1091.61 Ma is more consistent with assignment to the late stage of rift magmatism than with the earlier interpretation correlating the basalts with the base of the Portage Lake Volcanics, and indicates that olivine-tholeiitic basaltic volcanism continued as late as ca. 1091 Ma or younger. The pole is treated here as ca. 1090 Ma, bracketed between 1083.5 and 1091.6 Ma.",Schroeder Lutsen Basalts,"Fairchild, L. M., Swanson-Hysell, N. L., Ramezani, J., Sprain, C. J., & Bowring, S. A.",2017,Lithosphere,9,117-133,The end of Midcontinent Rift magmatism and the paleogeography of Laurentia,"Reproduces the Fairchild et al. (2017) pole: 40 Two Island River flows (mag component, tilt-corrected) + 10 Tauxe & Kodama (2009) flows; N=50. Books (1972) Schroeder sites excluded (paper selection). VGPs non-Fisherian (two clusters). Enhances MagIC 19680.",Basalt
