Terrane,ROCKNAME,RESULT#,COMPONENT,TESTS,TILT,SLAT,SLONG,B,N,DEC,INC,abs(I),KD,ED95,PLAT,PLONG,DP,DM,A95,f,INCf,PLATf,PLONf,DPf,DMf,A95f,f,INCf,PLATf,PLONf,DPf,DMf,A95f,%REV,DEMAGCODE,40,24,10,16,Q2,Q3,Q4,Q5,Q6,Q7,Q(7),R1,R2,R3,R4,R5,R6,R7,R,Grade,nominal age,lomagage,himagage,REF/method,ROCKNAME,POLE AUTHORS,YEAR,JOURNAL,VOLUME,VPAGES,TITLE,Comment
Laurentia,Hviddal,,,,0,60.88,-46.34,7,38,294.3,42.7,42.7,38.2,9.9,34.1,215.6,,,9.6,1.0,42.7,34.1,215.6,,,9.6,1.0,42.7,34.1,215.6,,,9.6,,,,,,,,,,,,,,1,0,1,,0,0,1,3,B,1184,1179,1189,"Unpublished Pb-Pb baddeleyite age of 1184±5 Ma from Heaman was summarized in Upton, 2013, DOI: 10.34194/geusb.v29.4692",Hviddal,"Piper, J.D.A.",1977,BGS Denmark,26,85-94,"Palaeomagnetism of the giant dykes of Tugtutoq and Narssaq Gabbro, Gardar Igneous Province, South Greenland",Recalculated pole using site VGPs provided in Piper (1977)
