Terrane,ROCKNAME,GPMDB RESULT#,MAGIC #,COMPONENT,TESTS,TILT,SLAT,SLONG,B,N,DEC,INC,KD,ED95,PLAT,PLONG,DP,DM,A95,f (1.0 vs 0.6),INCf,PLATf,PLONf,DPf,DMf,A95f,f (1.0/0.8/0.6),INCf,PLATf,PLONf,DPf,DMf,A95f,%REV,DEMAGCODE,Q1,24,10,16,Q2,Q3,Q4,Q5,Q6,Q7,Q(7),R1,R2,R3,R4,R5,R6,R7,Rsum,Grade,Grade E+21,nominal age,age diff,lomagage,himagage,REF/method,ROCKNAME,POLE AUTHORS,YEAR,JOURNAL,VOLUME,VPAGES,TITLE,Comment,Lithology
Laurentia,Lake Shore Traps,9506,20696,Characteristic remanent magnetization (ChRM),"g+ (Keweenawan conglomerate test = MagIC ST-G, Palmer, Halls & Pesonen 1981); fold test uninformative (bedding too uniform between units)",100,47.43,-87.71,50,366,283.7,33.7,24.5,4.2,23.1,185.7,,,3.3,1.0,33.7,23.1,185.7,,,3.3,1.0,33.7,23.1,185.7,,,3.3,,,,,,,,,,,,,,1,1,1,g,1,0,1,6,A,A,1086,3,1084,1087,"U-Pb 206Pb/238U CA-ID-TIMS weighted-mean date of 1085.57 ± 0.5 Ma on an andesitic flow within the Lake Shore Traps (Fairchild et al., 2017).",Lake Shore Traps,"Diehl, J. F., Haig, T. D., Kulakov, E. V., & Smirnov, A. V.",2013,Canadian Journal of Earth Sciences,50,1085-1096,"Paleomagnetism of ~1.09 Ga Lake Shore Traps (Keweenaw Peninsula, Michigan): new results and implications","Pole recreated from the site level combining Diehl & Haig (1994) and Kulakov et al. (2013); duplicated flow LST28 counted once (N=50); documented in Swanson-Hysell et al., 2026.",Basalt
