Terrane,ROCKNAME,RESULT#,COMPONENT,TESTS,TILT,SLAT,SLONG,B,N,DEC,INC,abs(I),KD,ED95,PLAT,PLONG,DP,DM,A95,f,INCf,PLATf,PLONf,DPf,DMf,A95f,f,INCf,PLATf,PLONf,DPf,DMf,A95f,%REV,DEMAGCODE,40,24,10,16,Q2,Q3,Q4,Q5,Q6,Q7,Q(7),R1,R2,R3,R4,R5,R6,R7,R,Grade,nominal age,lomagage,himagage,REF/method,ROCKNAME,POLE AUTHORS,YEAR,JOURNAL,VOLUME,VPAGES,TITLE,Comment
Laurentia,Long Range Dykes,GPMDB:6934-6936,"Characteristic remanent magnetization; three-dyke mean (dykes 2, 4, 6), geographic coordinates","C+ (positive baked-contact test on dyke 2; Murthy et al., 1992)",0,53.7,303.3,3,69,124.8,55.5,55.5,48.0,18.0,-12.4,165.4,,,20.8,1.0,55.5,-12.4,165.4,,,20.8,1.0,55.5,-12.4,165.4,,,20.8,0,4,,,,,,,,,,,,1,0,1,C,1,0,1,5,B,615,613,617,"- **615 ± 2 Ma** U-Pb (zircon + baddeleyite) on the longest dyke of the swarm (Kamo et al., 1989).
- **Kamo & Gower (1994)** — ""U-Pb baddeleyite dating clarifies age of characteristic paleomagnetic remanence of Long Range dykes"" — obtained a 615 +6/-4 Ma  Ma baddeleyite age on dyke 4 of Murthy et al. (1992) providing age constraints on the remanence carried by dykes 2, 4, 6 that are used for the pole.",Long Range Dykes,"Murthy, G. S., Gower, C., Tubrett, M., & Patzold, R.",1992,Canadian Journal of Earth Sciences,29,1224-1234,"Paleomagnetism of Eocambrian Long Range dykes and Double Mer Formation from Labrador, Canada","Updated to Murthy et al. (1992) three primary-remanence dykes (2, 4, 6);  Replaces the prior compilation value (19N/355.3E), which followed the Hodych et al. (2004) 8-site recalculation (omit dyke 5, combine same-segment sites; D=110.3/I=56.8 converted to a pole) and is not reproducible from the published dyke means. Pole calculated from site VGPs in Swanson-Hysell et al., 2026."
