Terrane,ROCKNAME,GPMDB RESULT#,MAGIC #,COMPONENT,TESTS,TILT,SLAT,SLONG,B,N,DEC,INC,KD,ED95,PLAT,PLONG,DP,DM,A95,f (1.0 vs 0.6),INCf,PLATf,PLONf,DPf,DMf,A95f,f (1.0/0.8/0.6),INCf,PLATf,PLONf,DPf,DMf,A95f,%REV,DEMAGCODE,Q1,24,10,16,Q2,Q3,Q4,Q5,Q6,Q7,Q(7),R1,R2,R3,R4,R5,R6,R7,Rsum,Grade,Grade E+21,nominal age,age diff,lomagage,himagage,REF/method,ROCKNAME,POLE AUTHORS,YEAR,JOURNAL,VOLUME,VPAGES,TITLE,Comment,Lithology
Laurentia-Scotland,Torridon Group,,,,many,100,57.9,354.3,,880,119.6,56.7,1000.0,0.1,-17.7,220.9,,,7.1,0.6,68.5,30.2,32.8,0.1,0.2,0.2,0.6,68.5,30.2,32.8,0.1,0.2,0.2,,4,,,,,,,,,,,,0,1,1,GP,0,0,1,4,B,B,975,100,950,1050,"The Torridon Group is poorly dated directly. Its youngest detrital zircons range from ca. 1070 to 1000 Ma (Applecross Formation: 1071 ± 55 Ma and 1060 ± 18 Ma; Aultbea Formation: 992 ± 52 Ma and 1046 ± 26 Ma; Rainbird et al., 2001; Krabbendam et al., 2017), and the absence of Cryogenian glacial deposits indicates deposition before ca. 717 Ma. A Grenvillian foreland-basin setting, correlation with the Morar Group metamorphosed at ca. 950-940 Ma during the Renlandian orogeny (Bird et al., 2018; Krabbendam et al., 2022), and whole-rock Rb-Sr ages of 994 ± 48 Ma and 977 ± 39 Ma interpreted as early diagenesis (Turnbull et al., 1996) favor deposition at ca. 1000-950 Ma. The pole is assigned **ca. 975 Ma (950-1050 Ma)**; in Laurentia coordinates it is quite similar to the ca. 990 Ma Jacobsville pole.",Torridon Group,"Lulea Working Group mean (Evans et al., 2021 compilation)",2009,,,,MEAN Torridon Group (Lulea Working Group grand mean),Sample-weighted grand mean of seven Torridon Group studies (Irving & Runcorn 1957; Stewart & Irving 1974; Smith et al. 1983; Torsvik & Sturt 1987; Potts 1990; Williams & Schmidt 1997; Borradaile & Geneviciene 2008); mixed polarity pole taken from the Evans et al. (2021) Laurentia compilation..,
