tab 	sites
N	age	age_high	age_low	age_sigma	age_unit	citations	description	dip	dir_alpha95	dir_dec	dir_inc	dir_k	dir_n_samples	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	location	lon	method_codes	n	paleolatitude	result_quality	result_type	site	strike	vgp_dm	vgp_dp	vgp_lat	vgp_lat_rev	vgp_lon	vgp_lon_rev
8	1430	1445	1415		Ma	10.1029/94JB00580	An	55.0	8.0	67.4	-1.8	48.0	8	100	Igneous	Pluton	41.751	Anorthosite	Rocky Mountain intrusions	254.598	DE-FM	8	-0.9002221209015528	g	i	La28	192.0	8.002961551068383	4.002962099242428	16.033807712088926	-16.033807712088937	0.763974247204152	180.76397424720415
9	1430	1445	1415		Ma	10.1029/94JB00580	Sy	50.0	3.7	93.9	-48.1	194.0	9	100	Igneous	Pluton	41.645	Syenite	Rocky Mountain intrusions	254.515	DE-FM	9	-29.1291360829913	g	i	La29	250.0	4.839598980387917	3.165097066347534	-21.584285522953486	21.584285522953486	4.924790004985337	184.9247900049853
8	1430	1445	1415		Ma	10.1029/94JB00580	An		3.2	34.3	-52.0	293.0	8	100	Igneous	Pluton	41.392	Anorthosite	Rocky Mountain intrusions	254.559	DE-FM	8	-32.61805682214758	g	i	La30		4.377899711601567	2.99468841950642	9.531106886397879	-9.531106886397879	45.78918196970201	225.78918196970199
5	1430	1445	1415		Ma	10.1029/94JB00580	An	35.0	9.8	98.7	-71.1	68.0	3	100	Igneous	Pluton	41.775	Anorthosite	Rocky Mountain intrusions	254.653	DE-FM	3	-55.598488046486786	g	i	La34	280.0	17.093523538659575	14.907578926872903	-37.83722508015164	37.83722508015164	29.64831343321339	209.64831343321345
6	1430	1445	1415		Ma	10.1029/94JB00580	An	35.0	7.2	113.2	-41.2	94.0	4	100	Igneous	Pluton	41.773	Anorthosite	Rocky Mountain intrusions	254.654	DE-FM	4	-23.63980836359519	g	i	La35	280.0	8.766183723800047	5.336526186070614	-32.430266270904106	32.430266270904106	348.6376255408221	168.63762554082217
11	1430	1445	1415		Ma	10.1029/94JB00580	An	25.0	8.9	83.8	-69.4	34.0	9	100	Igneous	Pluton	41.778	Anorthosite	Rocky Mountain intrusions	254.59	DE-FM	9	-53.06596381602505	g	i	La36	278.0	15.199925900947285	12.979648730016176	-28.957052287420876	28.957052287420876	31.53234509941916	211.53234509941922
7	1430	1445	1415		Ma	10.1029/94JB00580	An	25.0	5.4	71.7	-44.7	126.0	7	100	Igneous	Pluton	41.725	Anorthosite	Rocky Mountain intrusions	254.541	DE-FM	7	-26.325802009028507	g	i	La37	240.0	6.809162019055429	4.293026611272872	-4.882622263745553	4.882622263745553	15.885313318653102	195.88531331865312
9	1430	1445	1415		Ma	10.1029/94JB00580	ShGr		9.6	84.6	-41.0	30.0	9	100	Igneous	Pluton	41.849	Granite:Quartz Monzonite	Rocky Mountain intrusions	254.658	DE-FM	9	-23.491855821165487	g	i	La24		11.665839386429194	7.0881150307272245	-11.63374395379949	11.63374395379949	5.878082724120995	185.878082724121
9	1430	1445	1415		Ma	10.1029/94JB00580	ShGr		5.9	41.8	-50.5	77.0	9	100	Igneous	Pluton	41.255	Granite:Quartz Monzonite	Rocky Mountain intrusions	254.565	DE-FM	9	-31.238843152121245	g	i	La31		7.9307477972948215	5.330233951211579	7.88611194903667	-7.88611194903667	39.4419092119754	219.44190921197537
10	1430	1445	1415		Ma	10.1029/94JB00580	ShGr		10.5	43.5	-48.3	25.0	9	100	Igneous	Pluton	41.254	Granite:Quartz Monzonite	Rocky Mountain intrusions	254.585	DE-FM	9	-29.30060435624402	g	i	La33		13.764665269505004	9.022190951500813	8.792726728545164	-8.792726728545164	37.181242335027115	217.18124233502715
8	1430	1445	1415		Ma	10.1029/94JB00580	Sy xen		14.2	61.8	-47.5	30.0	5	100	Igneous	Pluton	41.235	Syenite:Granite	Rocky Mountain intrusions	254.563	DE-FM	5	-28.61927748132928	g	i	La40		18.45063823302903	11.986832788947627	-0.21644204739131037	0.21644204739131037	23.88174393870182	203.88174393870185
9	1430	1445	1415		Ma	10.1029/94JB00580	ShGr		23.8	81.8	-45.7	16.0	4	100	Igneous	Pluton	41.236	Granite:Quartz Monzonite	Rocky Mountain intrusions	254.563	DE-FM	4	-27.129196550530896	g	i	La41		30.327997732336076	19.323265681776938	-11.83653484777625	11.83653484777625	10.402450002271712	190.40245000227173
10	1430	1445	1415		Ma	10.1029/94JB00580	ShGr		14.0	52.1	-46.9	17.0	9	100	Igneous	Pluton	41.232	Granite:Quartz Monzonite	Rocky Mountain intrusions	254.563	DE-FM	9	-28.11610946809451	g	i	La42		18.071704307211633	11.663803448831835	5.557473098225547	-5.557473098225547	30.19577289844393	210.19577289844392
9	1430	1445	1415		Ma	10.1029/94JB00580	ShGr			34.7	-57.0		2	100	Igneous	Pluton	41.253	Granite:Quartz Monzonite	Rocky Mountain intrusions	254.585	DE-FM	2	-37.593842477480926	g	i	La43				5.018883872809523	-5.018883872809523	47.66103384860189	227.6610338486019
11	1430	1445	1415		Ma	10.1029/94JB00580	ShGr		10.9	60.4	-42.6	27.0	8	100	Igneous	Pluton	41.254	Granite:Quartz Monzonite	Rocky Mountain intrusions	254.565	DE-FM	8	-24.69172152971704	g	i	La44		13.453927892525401	8.30312732739784	3.5509305819415773	-3.5509305819415773	22.237651025282755	202.23765102528273
13	1430	1445	1415		Ma	10.1029/94JB00580	ShGr		24.0	53.8	-47.0	8.0	5	100	Igneous	Pluton	40.991	Granite:Quartz Monzonite	Rocky Mountain intrusions	254.59	DE-FM	5	-28.199513132698353	g	i	Sg1		31.01382709798786	20.038697317997624	4.756635794660964	-4.756635794660964	29.05831191638812	209.05831191638816
8	1430	1445	1415		Ma	10.1029/94JB00580	ShGr		18.5	215.0	44.2	26.0	4	100	Igneous	Pluton	40.96	Granite:Quartz Monzonite	Rocky Mountain intrusions	254.64	DE-FM	4	25.930353341702023	g	i	Sg3		23.20726663747632	14.556141210349224	-15.64466405688632	15.64466405688632	222.2501106719664	42.25011067196641
14	1430	1445	1415		Ma	10.1029/94JB00580	ShGr		6.2	238.0	47.3	43.0	14	100	Igneous	Pluton	40.951	Granite:Quartz Monzonite	Rocky Mountain intrusions	254.655	DE-FM	14	28.450819521737436	g	i	Sg4		8.038230074245423	5.210737316653513	-2.2725514369696356	2.2725514369696356	206.39159583359762	26.39159583359759
23	1430	1445	1415		Ma	10.1029/94JB00580	ShGr			87.3	-51.3		1	100	Igneous	Pluton	40.901	Granite:Quartz Monzonite	Rocky Mountain intrusions	254.723	DE-FM	1	-31.96837011354947	g	i	Sg5				-18.448672182206998	18.448672182206998	11.431075460702331	191.4310754607023
6	1430	1445	1415		Ma	10.1029/98JB01350	Pdb		8.1	28.4	-40.3	69.0	6	100	Igneous	Volcanic Dike	37.5456	Diabase	Rocky Mountain intrusions	252.194	DE-FM	6	-22.97844205644508	g	i	ELlBlk		9.777880264866523	5.9016631156831005	23.841447590320854	-23.841447590320854	43.5911176612678	223.5911176612678
8	1430	1445	1415		Ma	10.1029/98JB01350	Pdb		4.8	36.2	-43.9	408.0	4	100	Igneous	Volcanic Dike	37.5447	Diabase	Rocky Mountain intrusions	252.197	DE-FM	4	-25.695033798930027	g	i	ELA14		6.002835938709062	3.7535457611517806	18.20010023022274	-18.20010023022274	38.12523232134589	218.12523232134583
4	1430	1445	1415		Ma	10.1029/98JB01350	Pdb		7.6	37.3	-34.3	146.0	4	100	Igneous	Volcanic Dike	37.5444	Diabase	Rocky Mountain intrusions	252.198	DE-FM	4	-18.833321956813055	g	i	ELA3		8.707327925095974	4.9879973417865875	23.59269274366578	-23.59269274366578	33.452817760232385	213.4528177602324
10	1430	1445	1415		Ma	10.1029/98JB01350	Pdb		5.9	27.5	-48.7	70.0	10	100	Igneous	Volcanic Dike	37.5547	Diabase	Rocky Mountain intrusions	252.198	DE-FM	10	-29.64585130900085	g	i	ELA4		7.769202015737835	5.115296606893629	18.038589020571646	-18.038589020571646	47.233922513086014	227.233922513086
8	1430	1445	1415		Ma	10.1029/98JB01350	Pgn/Pdb		27.5	43.7	-38.4	12.0	4	100	Igneous	Volcanic Dike	37.5619	Diabase:Gneiss	Rocky Mountain intrusions	252.2	DE-FM	4	-21.618181048229665	g	i	ELA6		32.62198947688627	19.34898540781961	17.949930506031627	-17.949930506031627	29.73439608041904	209.73439608041906
8	1430	1445	1415		Ma	10.1029/98JB01350	Pgnmz		16.4	38.3	-50.0	15.0	7	100	Metamorphic	Baked Contact	37.565	Gneiss	Rocky Mountain intrusions	252.201	DE-FM	7	-30.78973302883215	g	i	ELA7		21.917732452096388	14.645944995173144	12.844459733262132	-12.844459733262132	39.10203396349381	219.1020339634938
10	1430	1445	1415		Ma	10.1029/98JB01350	Pgb		12.2	27.8	-36.8	31.0	6	100	Igneous	Pluton	37.5661	Gabbro	Rocky Mountain intrusions	252.201	DE-FM	6	-20.508198892210892	g	i	ELA9		14.270440271653717	8.346125637165422	26.303784793322166	-26.303784793322176	43.038866183394255	223.03886618339425
6	1430	1445	1415		Ma	10.1029/98JB01350	Pgb		5.3	36.1	-42.4	212.0	5	100	Igneous	Pluton	37.5672	Gabbro	Rocky Mountain intrusions	252.202	DE-FM	5	-24.539672472986638	g	i	ELAI0		6.528860274613309	4.021322309945638	19.23092297729662	-19.23092297729662	37.61532707327552	217.61532707327552
12	1430	1445	1415		Ma	10.1029/98JB01350	Pgb		2.0	31.6	-37.0	457.0	12	100	Igneous	Pluton	37.5678	Gabbro	Rocky Mountain intrusions	252.202	DE-FM	12	-20.64525640144938	g	i	ELAll		2.3434503517520473	1.3729398877816992	24.631678348922588	-24.631678348922588	39.55781198425705	219.55781198425706
12	1430	1445	1415		Ma	10.1029/98JB01350	Pdb		5.6	33.0	-29.1	62.0	10	100	Igneous	Pluton	37.5475	Gabbro	Rocky Mountain intrusions	252.198	DE-FM	10	-15.551695187914635	g	i	ELA14		6.174352936602831	3.4038066237264277	28.502988006852824	-28.502988006852824	35.537762779863186	215.5377627798631
10	1430	1445	1415		Ma	10.1029/98JB01350	Pgb		12.2	2.4	-45.6	34.0	6	100	Igneous	Pluton	37.5644	Gabbro	Rocky Mountain intrusions	252.198	DE-FM	6	-27.048092500265422	g	i	ELBI		15.529792856355057	9.884199432840026	25.34824043448281	-25.34824043448281	69.83280211050374	249.83280211050368
10	1430	1445	1415		Ma	10.1029/98JB01350	Pgb		12.2	34.7	-40.6	17.0	10	100	Igneous	Pluton	37.5661	Gabbro	Rocky Mountain intrusions	252.19	DE-FM	10	-23.19764186300207	g	i	ELB2		14.768961801416857	8.939435766053698	21.028493065952176	-21.028493065952162	38.09351773530593	218.09351773530597
12	1430	1445	1415		Ma	10.1029/98JB01350	Pgb		13.5	36.6	-44.2	14.0	10	100	Igneous	Pluton	37.5667	Gabbro	Rocky Mountain intrusions	252.191	DE-FM	10	-25.930353341702023	g	i	ELB3		16.935032411131363	10.622048991335925	17.799267336436593	-17.799267336436618	37.91658154314136	217.91658154314132
8	1430	1445	1415		Ma	10.1029/98JB01350	Pgb		7.1	37.4	-36.9	75.0	7	100	Igneous	Pluton	37.5714	Gabbro	Rocky Mountain intrusions	252.189	DE-FM	7	-20.5766686147817	g	i	ELB5		8.312075669189099	4.865535347206015	22.03516846882594	-22.03516846882594	34.35062540717034	214.3506254071703
12	1430	1445	1415		Ma	10.1029/98JB01350	Pgb		4.4	35.4	-38.2	100.0	12	100	Igneous	Pluton	37.5814	Gabbro	Rocky Mountain intrusions	252.198	DE-FM	12	-21.477712774675975	g	i	ELB6		5.210190691207524	3.0847826180392652	22.19859481446153	-22.19859481446153	36.59191165841671	216.59191165841668
12	1430	1445	1415		Ma	10.1029/98JB01350	Pgb		8.5	32.6	-49.9	32.0	11	100	Igneous	Pluton	37.5744	Gabbro	Rocky Mountain intrusions	252.198	DE-FM	11	-30.700531159989076	g	i	ELB7		11.346741122675995	7.573443182648617	15.235514714262782	-15.235514714262782	43.50373599707186	223.50373599707183
10	1430	1445	1415		Ma	10.1029/98JB01350	Pgb		17.8	33.0	-50.7	13.0	7	100	Igneous	Pluton	37.5739	Gabbro	Rocky Mountain intrusions	252.199	DE-FM	7	-31.41994966082075	g	i	ELB8		23.982369610909014	16.156012700962133	14.439202624446223	-14.439202624446223	43.51763639456629	223.5176363945663
9	1430	1445	1415		Ma	10.1029/98JB01350	Pgb		8.4	26.6	-43.1	93.0	9	100	Igneous	Pluton	37.5847	Gabbro	Rocky Mountain intrusions	252.2	DE-FM	9	-25.074504719202707	g	i	ELB9		10.420098348281401	6.463002951658143	22.538816523612304	-22.538816523612304	46.153558089325244	226.15355808932526
9	1430	1445	1415		Ma	10.1029/98JB01350	Pgb		4.1	28.4	-34.7	157.0	9	100	Igneous	Pluton	37.5803	Gabbro	Rocky Mountain intrusions	252.199	DE-FM	9	-19.096693228267203	g	i	ELBlO		4.712517233999029	2.708270570821692	27.337357192469792	-27.33735719246981	41.8041852630978	221.8041852630978
12	1430	1445	1415		Ma	10.1029/98JB01350	Pgb		5.0	38.2	-41.6	76.0	12	100	Igneous	Pluton	37.5733	Gabbro	Rocky Mountain intrusions	252.2	DE-FM	12	-23.937429078922253	g	i	ELBll		6.111202400258873	3.73467947769298	18.77593653534273	-18.77593653534273	35.54555309625216	215.5455530962522
13	1430	1445	1415		Ma	10.1029/98JB01350	Pgb		5.3	24.7	-46.9	69.0	12	100	Igneous	Pluton	37.5683	Gabbro	Rocky Mountain intrusions	252.199	DE-FM	12	-28.11610946809451	g	i	ELB12		6.8414309163015465	4.4155827342006235	20.352878200652345	-20.352878200652345	49.05158440920544	229.05158440920542
