tab 	sites
age	age_high	age_low	age_unit	citations	dir_comp_name	dir_dec	dir_inc	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	location	lon	method_codes	result_quality	samples	site	software_packages	specimens	vgp_lat	vgp_lon
1075	1085.57	1050	Ma	This study	hdt	201.0	40.6	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-113	PF18-113	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-113a	-17.8	249.2
1075	1085.57	1050	Ma	This study	lt	344.5	76.7	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-113	PF18-113	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-113a	69.9	250.1
1075	1085.57	1050	Ma	This study	hdt	259.2	18.8	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-113	PF18-113	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-113a	-0.3	193.9
1075	1085.57	1050	Ma	This study	lt	316.6	-2.8	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-113	PF18-113	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-113a	28.9	141.1
1075	1085.57	1050	Ma	This study	lt	322.4	-7.7	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-114	PF18-114	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-114a	29.7	134.0
1075	1085.57	1050	Ma	This study	hdt	199.1	39.0	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-114	PF18-114	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-114a	-19.3	250.7
1075	1085.57	1050	Ma	This study	lt	349.6	69.2	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-114	PF18-114	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-114a	80.8	226.5
1075	1085.57	1050	Ma	This study	hdt	257.6	20.5	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-114	PF18-114	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-114a	-0.7	195.7
1075	1085.57	1050	Ma	This study	mht	285.2	-15.0	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-115	PF18-115	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-115a	4.7	163.2
1075	1085.57	1050	Ma	This study	lt	321.5	-1.2	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-115	PF18-115	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-115a	32.1	136.8
1075	1085.57	1050	Ma	This study	lt	2.9	74.4	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-115	PF18-115	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-115a	75.5	275.1
1075	1085.57	1050	Ma	This study	mht	263.3	57.0	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-115	PF18-115	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-115a	22.2	211.2
1075	1085.57	1050	Ma	This study	lt	8.7	74.2	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-116	PF18-116	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-116a	75.1	286.3
1075	1085.57	1050	Ma	This study	mht	257.8	53.8	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-116	PF18-116	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-116a	16.8	212.0
1075	1085.57	1050	Ma	This study	lt	322.5	0.0	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-116	PF18-116	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-116a	33.1	136.1
1075	1085.57	1050	Ma	This study	mht	280.5	-14.7	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-116	PF18-116	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-116a	1.7	166.7
1075	1085.57	1050	Ma	This study	hdt	203.2	16.9	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-117	PF18-117	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-117a	-31.1	242.4
1075	1085.57	1050	Ma	This study	mt	200.7	35.1	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-117	PF18-117	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-117a	-21.6	248.5
1075	1085.57	1050	Ma	This study	hdt	234.1	17.3	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-117	PF18-117	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-117a	-16.7	212.8
1075	1085.57	1050	Ma	This study	mt	253.3	19.5	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-117	PF18-117	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-117a	-3.9	198.5
1075	1085.57	1050	Ma	This study	hdt	250.3	16.4	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-118	PF18-118	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-118a	-7.1	199.6
1075	1085.57	1050	Ma	This study	mt	263.4	11.7	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-118	PF18-118	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-118a	-0.2	188.3
1075	1085.57	1050	Ma	This study	mt	210.4	45.1	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-118	PF18-118	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-118a	-11.9	241.9
1075	1085.57	1050	Ma	This study	hdt	204.6	32.3	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-118	PF18-118	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-118a	-22.3	244.1
1075	1085.57	1050	Ma	This study	mht	265.0	49.2	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-119	PF18-119	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-119a	18.1	204.4
1075	1085.57	1050	Ma	This study	mht	279.9	-21.1	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-119	PF18-119	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-119a	-1.2	164.8
1075	1085.57	1050	Ma	This study	hdt	257.1	47.8	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-12	PF18-12	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-12a	12.4	208.5
1075	1085.57	1050	Ma	This study	lt	333.1	68.5	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-12	PF18-12	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-12a	71.7	206.2
1075	1085.57	1050	Ma	This study	hdt	276.9	-16.0	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-12	PF18-12	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-12a	-1.2	168.9
1075	1085.57	1050	Ma	This study	lt	319.4	-11.4	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-12	PF18-12	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-12a	26.6	135.9
1075	1085.57	1050	Ma	This study	hdt	187.3	48.7	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-120	PF18-120	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-120a	-13.6	262.9
1075	1085.57	1050	Ma	This study	mt	202.6	46.0	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-120	PF18-120	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-120a	-13.4	248.9
1075	1085.57	1050	Ma	This study	hdt	269.9	26.6	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-120	PF18-120	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-120a	10.1	189.3
1075	1085.57	1050	Ma	This study	mt	264.7	17.1	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-120	PF18-120	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-120a	2.7	189.3
1075	1085.57	1050	Ma	This study	mt	208.3	38.2	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-121	PF18-121	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-121a	-17.4	241.9
1075	1085.57	1050	Ma	This study	mt	256.3	13.3	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-121	PF18-121	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-121a	-4.4	194.1
1075	1085.57	1050	Ma	This study	mt	218.8	52.6	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-122	PF18-122	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-122a	-3.0	237.8
1075	1085.57	1050	Ma	This study	mt	271.2	6.5	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-122	PF18-122	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-122a	3.2	180.8
1075	1085.57	1050	Ma	This study								Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	FS-LOC-GPS			PF18-123				
1075	1085.57	1050	Ma	This study	mt	278.2	6.6	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-124	PF18-124	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-124a	8.0	175.8
1075	1085.57	1050	Ma	This study	mt	219.7	59.5	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-124	PF18-124	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-124a	3.7	240.3
1075	1085.57	1050	Ma	This study	mht	270.4	55.7	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-125	PF18-125	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-125a	25.6	206.0
1075	1085.57	1050	Ma	This study	mht	287.1	-18.7	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-125	PF18-125	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-125a	4.5	160.4
1075	1085.57	1050	Ma	This study	lt	354.3	74.5	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-125	PF18-125	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-125a	75.1	258.7
1075	1085.57	1050	Ma	This study	lt	319.9	-2.9	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-125	PF18-125	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-125a	30.6	137.9
1075	1085.57	1050	Ma	This study	mt	218.7	56.3	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-126	PF18-126	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-126a	0.3	239.5
1075	1085.57	1050	Ma	This study	mt	275.0	6.8	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-126	PF18-126	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-126a	5.9	178.2
1075	1085.57	1050	Ma	This study	mht	265.4	53.8	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-127	PF18-127	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-127a	21.3	207.4
1075	1085.57	1050	Ma	This study	mht	283.6	-18.1	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-127	PF18-127	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-127a	2.5	163.2
1075	1085.57	1050	Ma	This study	lt	352.0	74.8	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-128	PF18-128	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-128a	74.3	255.3
1075	1085.57	1050	Ma	This study	lt	319.3	-3.1	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-128	PF18-128	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-128a	30.2	138.4
1075	1085.57	1050	Ma	This study	mt	254.9	0.9	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-129	PF18-129	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-129a	-10.0	190.8
1075	1085.57	1050	Ma	This study	hdt	249.6	2.9	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-129	PF18-129	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-129a	-12.8	195.5
1075	1085.57	1050	Ma	This study	mt	223.6	35.7	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-129	PF18-129	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-129a	-13.0	227.7
1075	1085.57	1050	Ma	This study	hdt	220.3	30.8	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-129	PF18-129	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-129a	-17.2	229.0
1075	1085.57	1050	Ma	This study	lt	6.6	74.7	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-13	PF18-13	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-13a	74.7	281.5
1075	1085.57	1050	Ma	This study	mt	225.2	52.2	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-13	PF18-13	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-13a	-0.9	232.9
1075	1085.57	1050	Ma	This study	hdt	269.3	16.6	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-13	PF18-13	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-13a	5.7	185.8
1075	1085.57	1050	Ma	This study	lt	324.0	-0.3	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-13	PF18-13	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-13a	33.7	134.4
1075	1085.57	1050	Ma	This study	mt	273.7	4.5	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-13	PF18-13	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-13a	4.2	178.3
1075	1085.57	1050	Ma	This study	hdt	206.2	48.1	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-13	PF18-13	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-13a	-10.8	246.4
1075	1085.57	1050	Ma	This study	mt	246.7	45.2	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-130	PF18-130	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-130a	4.7	214.1
1075	1085.57	1050	Ma	This study	mt	269.1	-13.0	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-130	PF18-130	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-130a	-5.4	175.6
1075	1085.57	1050	Ma	This study	lt	353.6	72.8	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-131	PF18-131	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-131a	77.6	253.6
1075	1085.57	1050	Ma	This study	lt	320.9	-4.2	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-131	PF18-131	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-131a	30.5	136.5
1075	1085.57	1050	Ma	This study	mt	260.1	-2.0	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-132	PF18-132	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-132a	-7.5	186.0
1075	1085.57	1050	Ma	This study	hdt	259.8	1.9	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-132	PF18-132	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-132a	-6.3	187.6
1075	1085.57	1050	Ma	This study	hdt	223.4	40.7	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-132	PF18-132	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-132a	-10.0	229.6
1075	1085.57	1050	Ma	This study	mt	228.5	40.4	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-132	PF18-132	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-132a	-7.8	225.4
1075	1085.57	1050	Ma	This study	mt	231.0	41.0	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-133	PF18-133	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-133a	-6.2	223.7
1075	1085.57	1050	Ma	This study	mt	261.2	-3.7	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-133	PF18-133	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-133a	-7.4	184.6
1075	1085.57	1050	Ma	This study	hdt	213.1	47.5	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-134	PF18-134	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-134a	-9.2	240.4
1075	1085.57	1050	Ma	This study	mt	216.7	54.5	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-134	PF18-134	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-134a	-2.1	240.1
1075	1085.57	1050	Ma	This study	hdt	265.9	9.9	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-134	PF18-134	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-134a	0.8	185.9
1075	1085.57	1050	Ma	This study	mt	273.0	7.8	1	1	1	100.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO:FS-LOC-GPS	g	PF18-134	PF18-134	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-134a	4.9	180.0
1075	1085.57	1050	Ma	This study	hdt	198.3	45.6	1	1	1	0.0	Sedimentary	Sediment Layer	46.46	Siltstone	Potato River Falls	269.47	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4:FS-LOC-GPS	g	PF18-135	PF18-135	pmagpy-4.2.24-1: demag_gui.v.3.0	PF18-135a	-14.6	252.7
