tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	instrument_codes	int_corr	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen	weight
This study	hdt	0.0	243.1	73.4	12.0	1	12	-1.0	PF18-135a_LP-DIR-T	hargrave 2021-06-03 14:39:32	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-135	pmagpy-4.2.24-1: demag_gui	PF18-135a	
This study	hdt	0.0	264.7	20.2	12.0	1	12	100.0	PF18-135a_LP-DIR-T	hargrave 2021-06-03 14:39:32	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-135	pmagpy-4.2.24-1: demag_gui	PF18-135a	
This study	hdt	0.0	198.3	45.6	12.0	1	12	0.0	PF18-135a_LP-DIR-T	hargrave 2021-06-03 14:39:32	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-135	pmagpy-4.2.24-1: demag_gui	PF18-135a	
This study	lt	40.2	326.6	-9.4	2.2	2	3	100.0	PF18-136a_LP-DIR-T	hargrave 2021-06-03 14:41:00	u	423.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-136	pmagpy-4.2.24-1: demag_gui	PF18-136a	
This study	lt	40.2	145.6	54.1	2.2	2	3	-1.0	PF18-136a_LP-DIR-T	hargrave 2021-06-03 14:41:00	u	423.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-136	pmagpy-4.2.24-1: demag_gui	PF18-136a	
This study	hdt	0.0	328.7	50.0	4.0	2	8	-1.0	PF18-136a_LP-DIR-T	hargrave 2021-06-03 14:41:00	u	969.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-136	pmagpy-4.2.24-1: demag_gui	PF18-136a	
This study	lt	40.2	354.5	65.2	2.2	2	3	0.0	PF18-136a_LP-DIR-T	hargrave 2021-06-03 14:41:00	u	423.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-136	pmagpy-4.2.24-1: demag_gui	PF18-136a	
This study	hdt	0.0	202.0	36.7	4.0	2	8	0.0	PF18-136a_LP-DIR-T	hargrave 2021-06-03 14:41:00	u	969.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-136	pmagpy-4.2.24-1: demag_gui	PF18-136a	
This study	hdt	0.0	255.0	18.3	4.0	2	8	100.0	PF18-136a_LP-DIR-T	hargrave 2021-06-03 14:41:00	u	969.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-136	pmagpy-4.2.24-1: demag_gui	PF18-136a	
This study	mht	7.6	275.5	-17.2	4.6	2	15	100.0	PF18-137a_LP-DIR-T	hargrave 2021-06-03 14:42:33	u	893.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-137	pmagpy-4.2.24-1: demag_gui	PF18-137a	
This study	hdt	0.0	263.9	-4.1	15.0	2	11	100.0	PF18-137a_LP-DIR-T	hargrave 2021-06-03 14:42:33	u	969.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-137	pmagpy-4.2.24-1: demag_gui	PF18-137a	
This study	mht	7.6	256.5	48.4	4.6	2	15	0.0	PF18-137a_LP-DIR-T	hargrave 2021-06-03 14:42:33	u	893.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-137	pmagpy-4.2.24-1: demag_gui	PF18-137a	
This study	hdt	0.0	232.4	43.5	15.0	2	11	0.0	PF18-137a_LP-DIR-T	hargrave 2021-06-03 14:42:33	u	969.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-137	pmagpy-4.2.24-1: demag_gui	PF18-137a	
This study	mht	7.6	92.6	69.5	4.6	2	15	-1.0	PF18-137a_LP-DIR-T	hargrave 2021-06-03 14:42:33	u	893.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-137	pmagpy-4.2.24-1: demag_gui	PF18-137a	
This study	hdt	0.0	34.8	80.1	15.0	2	11	-1.0	PF18-137a_LP-DIR-T	hargrave 2021-06-03 14:42:33	u	969.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-137	pmagpy-4.2.24-1: demag_gui	PF18-137a	
This study	mht	8.4	291.8	-2.5	3.7	1	14	100.0	PF18-138a_LP-DIR-T	hargrave 2021-06-03 14:44:20	u	883.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-138	pmagpy-4.2.24-1: demag_gui	PF18-138a	
This study	mht	8.4	246.5	66.9	3.7	1	14	0.0	PF18-138a_LP-DIR-T	hargrave 2021-06-03 14:44:20	u	883.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-138	pmagpy-4.2.24-1: demag_gui	PF18-138a	
This study	mht	8.4	163.7	58.4	3.7	1	14	-1.0	PF18-138a_LP-DIR-T	hargrave 2021-06-03 14:44:20	u	883.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-138	pmagpy-4.2.24-1: demag_gui	PF18-138a	
This study	mt	1.8	176.3	43.4	2.8	2	4	-1.0	PF18-139a_LP-DIR-T	hargrave 2021-06-03 14:47:09	u	843.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-139	pmagpy-4.2.24-1: demag_gui	PF18-139a	
This study	hdt	0.0	273.6	4.2	13.0	2	12	100.0	PF18-139a_LP-DIR-T	hargrave 2021-06-03 14:47:09	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-139	pmagpy-4.2.24-1: demag_gui	PF18-139a	
This study	hdt	0.0	171.8	41.1	13.0	2	12	-1.0	PF18-139a_LP-DIR-T	hargrave 2021-06-03 14:47:09	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-139	pmagpy-4.2.24-1: demag_gui	PF18-139a	
This study	mt	1.8	230.1	53.4	2.8	2	4	0.0	PF18-139a_LP-DIR-T	hargrave 2021-06-03 14:47:09	u	843.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-139	pmagpy-4.2.24-1: demag_gui	PF18-139a	
This study	hdt	0.0	224.7	50.9	13.0	2	12	0.0	PF18-139a_LP-DIR-T	hargrave 2021-06-03 14:47:09	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-139	pmagpy-4.2.24-1: demag_gui	PF18-139a	
This study	mt	1.8	276.5	1.3	2.8	2	4	100.0	PF18-139a_LP-DIR-T	hargrave 2021-06-03 14:47:09	u	843.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-139	pmagpy-4.2.24-1: demag_gui	PF18-139a	
This study	lt	42.5	324.0	-0.3	2.7	3	3	100.0	PF18-13a_LP-DIR-T	hargrave 2021-06-10 13:44:15	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-13	pmagpy-4.2.24-1: demag_gui	PF18-13a	
This study	hdt	0.0	206.2	48.1	2.6	3	13	0.0	PF18-13a_LP-DIR-T	hargrave 2021-06-10 13:44:15	u	968.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-13	pmagpy-4.2.24-1: demag_gui	PF18-13a	
This study	mt	10.3	225.2	52.2	12.4	3	7	0.0	PF18-13a_LP-DIR-T	hargrave 2021-06-10 13:44:15	u	863.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-13	pmagpy-4.2.24-1: demag_gui	PF18-13a	
This study	hdt	0.0	269.3	16.6	2.6	3	13	100.0	PF18-13a_LP-DIR-T	hargrave 2021-06-10 13:44:15	u	968.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-13	pmagpy-4.2.24-1: demag_gui	PF18-13a	
This study	lt	42.5	6.6	74.7	2.7	3	3	0.0	PF18-13a_LP-DIR-T	hargrave 2021-06-10 13:44:15	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-13	pmagpy-4.2.24-1: demag_gui	PF18-13a	
This study	hdt	0.0	157.0	8.1	2.6	3	13	-1.0	PF18-13a_LP-DIR-T	hargrave 2021-06-10 13:44:15	u	968.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-13	pmagpy-4.2.24-1: demag_gui	PF18-13a	
This study	mt	10.3	170.0	8.2	12.4	3	7	-1.0	PF18-13a_LP-DIR-T	hargrave 2021-06-10 13:44:15	u	863.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-13	pmagpy-4.2.24-1: demag_gui	PF18-13a	
This study	lt	42.5	200.7	52.1	2.7	3	3	-1.0	PF18-13a_LP-DIR-T	hargrave 2021-06-10 13:44:15	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-13	pmagpy-4.2.24-1: demag_gui	PF18-13a	
This study	mt	10.3	273.7	4.5	12.4	3	7	100.0	PF18-13a_LP-DIR-T	hargrave 2021-06-10 13:44:15	u	863.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-13	pmagpy-4.2.24-1: demag_gui	PF18-13a	
This study	hdt	0.0	167.9	14.5	2.4	1	9	-1.0	PF18-140a_LP-DIR-T	hargrave 2021-06-03 14:48:39	u	969.0	937.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-140	pmagpy-4.2.24-1: demag_gui	PF18-140a	
This study	hdt	0.0	206.4	38.8	2.4	1	9	0.0	PF18-140a_LP-DIR-T	hargrave 2021-06-03 14:48:39	u	969.0	937.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-140	pmagpy-4.2.24-1: demag_gui	PF18-140a	
This study	hdt	0.0	261.4	17.1	2.4	1	9	100.0	PF18-140a_LP-DIR-T	hargrave 2021-06-03 14:48:39	u	969.0	937.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-140	pmagpy-4.2.24-1: demag_gui	PF18-140a	
This study	mt	0.9	207.1	48.5	1.0	2	8	0.0	PF18-141a_LP-DIR-T	hargrave 2021-06-03 14:50:06	u	853.0	748.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-141	pmagpy-4.2.24-1: demag_gui	PF18-141a	
This study	hdt	0.0	195.5	41.6	6.3	2	12	0.0	PF18-141a_LP-DIR-T	hargrave 2021-06-03 14:50:06	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-141	pmagpy-4.2.24-1: demag_gui	PF18-141a	
This study	hdt	0.0	265.7	24.9	6.3	2	12	100.0	PF18-141a_LP-DIR-T	hargrave 2021-06-03 14:50:06	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-141	pmagpy-4.2.24-1: demag_gui	PF18-141a	
This study	mt	0.9	271.3	15.6	1.0	2	8	100.0	PF18-141a_LP-DIR-T	hargrave 2021-06-03 14:50:06	u	853.0	748.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-141	pmagpy-4.2.24-1: demag_gui	PF18-141a	
This study	hdt	0.0	310.4	65.4	6.3	2	12	-1.0	PF18-141a_LP-DIR-T	hargrave 2021-06-03 14:50:06	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-141	pmagpy-4.2.24-1: demag_gui	PF18-141a	
This study	mt	0.9	322.3	75.4	1.0	2	8	-1.0	PF18-141a_LP-DIR-T	hargrave 2021-06-03 14:50:06	u	853.0	748.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-141	pmagpy-4.2.24-1: demag_gui	PF18-141a	
This study	mt	2.9	270.6	3.6	4.9	2	8	100.0	PF18-142a_LP-DIR-T	hargrave 2021-06-03 14:51:32	u	853.0	748.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-142	pmagpy-4.2.24-1: demag_gui	PF18-142a	
This study	hdt	0.0	265.6	3.0	10.2	2	7	100.0	PF18-142a_LP-DIR-T	hargrave 2021-06-03 14:51:32	u	947.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-142	pmagpy-4.2.24-1: demag_gui	PF18-142a	
This study	hdt	0.0	225.2	42.8	10.2	2	7	0.0	PF18-142a_LP-DIR-T	hargrave 2021-06-03 14:51:32	u	947.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-142	pmagpy-4.2.24-1: demag_gui	PF18-142a	
This study	mt	2.9	185.6	25.0	4.9	2	8	-1.0	PF18-142a_LP-DIR-T	hargrave 2021-06-03 14:51:32	u	853.0	748.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-142	pmagpy-4.2.24-1: demag_gui	PF18-142a	
This study	hdt	0.0	185.9	20.0	10.2	2	7	-1.0	PF18-142a_LP-DIR-T	hargrave 2021-06-03 14:51:32	u	947.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-142	pmagpy-4.2.24-1: demag_gui	PF18-142a	
This study	mt	2.9	225.2	47.9	4.9	2	8	0.0	PF18-142a_LP-DIR-T	hargrave 2021-06-03 14:51:32	u	853.0	748.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-142	pmagpy-4.2.24-1: demag_gui	PF18-142a	
This study	mt	5.6	266.8	10.9	3.4	2	6	100.0	PF18-143a_LP-DIR-T	hargrave 2021-06-03 14:53:03	u	853.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-143	pmagpy-4.2.24-1: demag_gui	PF18-143a	
This study	hdt	0.0	259.6	16.4	6.5	2	13	100.0	PF18-143a_LP-DIR-T	hargrave 2021-06-03 14:53:03	u	969.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-143	pmagpy-4.2.24-1: demag_gui	PF18-143a	
This study	mt	5.6	170.2	16.0	3.4	2	6	-1.0	PF18-143a_LP-DIR-T	hargrave 2021-06-03 14:53:03	u	853.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-143	pmagpy-4.2.24-1: demag_gui	PF18-143a	
This study	hdt	0.0	207.5	37.2	6.5	2	13	0.0	PF18-143a_LP-DIR-T	hargrave 2021-06-03 14:53:03	u	969.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-143	pmagpy-4.2.24-1: demag_gui	PF18-143a	
This study	hdt	0.0	163.9	9.6	6.5	2	13	-1.0	PF18-143a_LP-DIR-T	hargrave 2021-06-03 14:53:03	u	969.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-143	pmagpy-4.2.24-1: demag_gui	PF18-143a	
This study	mt	5.6	214.3	44.4	3.4	2	6	0.0	PF18-143a_LP-DIR-T	hargrave 2021-06-03 14:53:03	u	853.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-143	pmagpy-4.2.24-1: demag_gui	PF18-143a	
This study	hdt	0.0	257.2	16.5	7.5	2	14	100.0	PF18-144a_LP-DIR-T	hargrave 2021-06-03 14:54:33	u	969.0	893.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-144	pmagpy-4.2.24-1: demag_gui	PF18-144a	
This study	hdt	0.0	207.5	34.9	7.5	2	14	0.0	PF18-144a_LP-DIR-T	hargrave 2021-06-03 14:54:33	u	969.0	893.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-144	pmagpy-4.2.24-1: demag_gui	PF18-144a	
This study	mt	2.4	215.3	44.3	4.9	2	8	0.0	PF18-144a_LP-DIR-T	hargrave 2021-06-03 14:54:33	u	863.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-144	pmagpy-4.2.24-1: demag_gui	PF18-144a	
This study	hdt	0.0	169.9	12.4	7.5	2	14	-1.0	PF18-144a_LP-DIR-T	hargrave 2021-06-03 14:54:33	u	969.0	893.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-144	pmagpy-4.2.24-1: demag_gui	PF18-144a	
This study	mt	2.4	176.7	21.3	4.9	2	8	-1.0	PF18-144a_LP-DIR-T	hargrave 2021-06-03 14:54:33	u	863.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-144	pmagpy-4.2.24-1: demag_gui	PF18-144a	
This study	mt	2.4	266.6	10.3	4.9	2	8	100.0	PF18-144a_LP-DIR-T	hargrave 2021-06-03 14:54:33	u	863.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-144	pmagpy-4.2.24-1: demag_gui	PF18-144a	
This study	hdt	0.0	162.4	11.0	2.9	2	11	-1.0	PF18-145a_LP-DIR-T	hargrave 2021-06-03 14:56:00	u	969.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-145	pmagpy-4.2.24-1: demag_gui	PF18-145a	
This study	hdt	0.0	215.7	37.4	2.9	2	11	0.0	PF18-145a_LP-DIR-T	hargrave 2021-06-03 14:56:00	u	969.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-145	pmagpy-4.2.24-1: demag_gui	PF18-145a	
This study	mt	0.9	225.6	45.0	11.7	2	7	0.0	PF18-145a_LP-DIR-T	hargrave 2021-06-03 14:56:00	u	863.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-145	pmagpy-4.2.24-1: demag_gui	PF18-145a	
This study	hdt	0.0	259.6	9.9	2.9	2	11	100.0	PF18-145a_LP-DIR-T	hargrave 2021-06-03 14:56:00	u	969.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-145	pmagpy-4.2.24-1: demag_gui	PF18-145a	
This study	mt	0.9	267.8	3.0	11.7	2	7	100.0	PF18-145a_LP-DIR-T	hargrave 2021-06-03 14:56:00	u	863.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-145	pmagpy-4.2.24-1: demag_gui	PF18-145a	
This study	mt	0.9	171.1	17.4	11.7	2	7	-1.0	PF18-145a_LP-DIR-T	hargrave 2021-06-03 14:56:00	u	863.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-145	pmagpy-4.2.24-1: demag_gui	PF18-145a	
This study	hdt	0.0	259.6	34.0	2.7	1	9	100.0	PF18-146a_LP-DIR-T	hargrave 2021-06-03 14:58:17	u	969.0	937.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-146	pmagpy-4.2.24-1: demag_gui	PF18-146a	
This study	hdt	0.0	186.1	34.1	2.7	1	9	0.0	PF18-146a_LP-DIR-T	hargrave 2021-06-03 14:58:17	u	969.0	937.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-146	pmagpy-4.2.24-1: demag_gui	PF18-146a	
This study	hdt	0.0	224.4	25.9	2.7	1	9	-1.0	PF18-146a_LP-DIR-T	hargrave 2021-06-03 14:58:17	u	969.0	937.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-146	pmagpy-4.2.24-1: demag_gui	PF18-146a	
This study	hdt	0.0	172.6	14.6	5.1	2	12	-1.0	PF18-147a_LP-DIR-T	hargrave 2021-06-03 14:59:48	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-147	pmagpy-4.2.24-1: demag_gui	PF18-147a	
This study	mt	9.0	161.7	14.0	11.8	2	4	-1.0	PF18-147a_LP-DIR-T	hargrave 2021-06-03 14:59:48	u	863.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-147	pmagpy-4.2.24-1: demag_gui	PF18-147a	
This study	hdt	0.0	274.6	9.7	5.1	2	12	100.0	PF18-147a_LP-DIR-T	hargrave 2021-06-03 14:59:48	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-147	pmagpy-4.2.24-1: demag_gui	PF18-147a	
This study	mt	9.0	273.0	20.2	11.8	2	4	100.0	PF18-147a_LP-DIR-T	hargrave 2021-06-03 14:59:48	u	863.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-147	pmagpy-4.2.24-1: demag_gui	PF18-147a	
This study	mt	9.0	199.8	49.2	11.8	2	4	0.0	PF18-147a_LP-DIR-T	hargrave 2021-06-03 14:59:48	u	863.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-147	pmagpy-4.2.24-1: demag_gui	PF18-147a	
This study	hdt	0.0	215.9	52.1	5.1	2	12	0.0	PF18-147a_LP-DIR-T	hargrave 2021-06-03 14:59:48	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-147	pmagpy-4.2.24-1: demag_gui	PF18-147a	
This study	mt	1.9	224.2	47.8	13.8	2	5	0.0	PF18-148a_LP-DIR-T	hargrave 2021-06-03 15:01:32	u	863.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-148	pmagpy-4.2.24-1: demag_gui	PF18-148a	
This study	mt	1.9	196.4	28.8	13.8	2	5	-1.0	PF18-148a_LP-DIR-T	hargrave 2021-06-03 15:01:32	u	863.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-148	pmagpy-4.2.24-1: demag_gui	PF18-148a	
This study	hdt	0.0	196.8	26.6	7.2	2	12	-1.0	PF18-148a_LP-DIR-T	hargrave 2021-06-03 15:01:32	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-148	pmagpy-4.2.24-1: demag_gui	PF18-148a	
This study	hdt	0.0	224.2	45.5	7.2	2	12	0.0	PF18-148a_LP-DIR-T	hargrave 2021-06-03 15:01:32	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-148	pmagpy-4.2.24-1: demag_gui	PF18-148a	
This study	hdt	0.0	268.2	4.0	7.2	2	12	100.0	PF18-148a_LP-DIR-T	hargrave 2021-06-03 15:01:32	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-148	pmagpy-4.2.24-1: demag_gui	PF18-148a	
This study	mt	1.9	270.5	4.3	13.8	2	5	100.0	PF18-148a_LP-DIR-T	hargrave 2021-06-03 15:01:32	u	863.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-148	pmagpy-4.2.24-1: demag_gui	PF18-148a	
This study	hdt	0.0	226.9	7.8	5.5	2	1	-1.0	PF18-149a_LP-DIR-T	hargrave 2021-06-03 15:04:18	u	955.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-149	pmagpy-4.2.24-1: demag_gui	PF18-149a	
This study	mt	1.3	227.5	36.2	9.8	2	6	0.0	PF18-149a_LP-DIR-T	hargrave 2021-06-03 15:04:18	u	863.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-149	pmagpy-4.2.24-1: demag_gui	PF18-149a	
This study	mt	1.3	222.5	15.1	9.8	2	6	-1.0	PF18-149a_LP-DIR-T	hargrave 2021-06-03 15:04:18	u	863.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-149	pmagpy-4.2.24-1: demag_gui	PF18-149a	
This study	hdt	0.0	228.4	27.7	5.5	2	1	0.0	PF18-149a_LP-DIR-T	hargrave 2021-06-03 15:04:18	u	955.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-149	pmagpy-4.2.24-1: demag_gui	PF18-149a	
This study	mt	1.3	259.2	0.4	9.8	2	6	100.0	PF18-149a_LP-DIR-T	hargrave 2021-06-03 15:04:18	u	863.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-149	pmagpy-4.2.24-1: demag_gui	PF18-149a	
This study	hdt	0.0	251.0	-1.6	5.5	2	1	100.0	PF18-149a_LP-DIR-T	hargrave 2021-06-03 15:04:18	u	955.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-149	pmagpy-4.2.24-1: demag_gui	PF18-149a	
This study	hdt	0.0	283.1	1.1	2.6	2	12	100.0	PF18-14a_LP-DIR-T	hargrave 2021-06-10 13:45:37	u	968.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-14	pmagpy-4.2.24-1: demag_gui	PF18-14a	
This study	lt	17.5	319.4	-2.7	1.9	2	3	100.0	PF18-14a_LP-DIR-T	hargrave 2021-06-10 13:45:37	u	423.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-14	pmagpy-4.2.24-1: demag_gui	PF18-14a	
This study	hdt	0.0	234.9	60.8	2.6	2	12	0.0	PF18-14a_LP-DIR-T	hargrave 2021-06-10 13:45:37	u	968.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-14	pmagpy-4.2.24-1: demag_gui	PF18-14a	
This study	lt	17.5	346.9	76.2	1.9	2	3	0.0	PF18-14a_LP-DIR-T	hargrave 2021-06-10 13:45:37	u	423.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-14	pmagpy-4.2.24-1: demag_gui	PF18-14a	
This study	hdt	0.0	187.9	35.2	2.6	2	12	-1.0	PF18-14a_LP-DIR-T	hargrave 2021-06-10 13:45:37	u	968.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-14	pmagpy-4.2.24-1: demag_gui	PF18-14a	
This study	lt	17.5	212.8	68.9	1.9	2	3	-1.0	PF18-14a_LP-DIR-T	hargrave 2021-06-10 13:45:37	u	423.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-14	pmagpy-4.2.24-1: demag_gui	PF18-14a	
This study	hdt	0.0	247.8	-0.4	5.2	1	1	100.0	PF18-150a_LP-DIR-T	hargrave 2021-06-03 15:05:46	u	969.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-150	pmagpy-4.2.24-1: demag_gui	PF18-150a	
This study	hdt	0.0	226.5	24.7	5.2	1	1	0.0	PF18-150a_LP-DIR-T	hargrave 2021-06-03 15:05:46	u	969.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-150	pmagpy-4.2.24-1: demag_gui	PF18-150a	
This study	hdt	0.0	155.5	-4.2	5.2	1	1	-1.0	PF18-150a_LP-DIR-T	hargrave 2021-06-03 15:05:46	u	969.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-150	pmagpy-4.2.24-1: demag_gui	PF18-150a	
This study	hdt	0.0	228.7	35.2	5.7	2	1	0.0	PF18-151a_LP-DIR-T	hargrave 2021-06-03 15:07:16	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-151	pmagpy-4.2.24-1: demag_gui	PF18-151a	
This study	hdt	0.0	185.8	-1.6	5.7	2	1	-1.0	PF18-151a_LP-DIR-T	hargrave 2021-06-03 15:07:16	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-151	pmagpy-4.2.24-1: demag_gui	PF18-151a	
This study	mt	4.9	192.5	3.4	9.5	2	5	-1.0	PF18-151a_LP-DIR-T	hargrave 2021-06-03 15:07:16	u	873.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-151	pmagpy-4.2.24-1: demag_gui	PF18-151a	
