tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	instrument_codes	int_corr	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen	weight
This study	mht	5.0	285.2	-15.0	3.8	2	17	100.0	PF18-115a_LP-DIR-T	hargrave 2021-06-08 10:44:53	u	893.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-115	pmagpy-4.2.24-1: demag_gui	PF18-115a	
This study	lt	18.5	321.5	-1.2	0.6	2	3	100.0	PF18-115a_LP-DIR-T	hargrave 2021-06-08 10:44:53	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-115	pmagpy-4.2.24-1: demag_gui	PF18-115a	
This study	mht	5.0	263.3	57.0	3.8	2	17	0.0	PF18-115a_LP-DIR-T	hargrave 2021-06-08 10:44:53	u	893.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-115	pmagpy-4.2.24-1: demag_gui	PF18-115a	
This study	lt	18.5	2.9	74.4	0.6	2	3	0.0	PF18-115a_LP-DIR-T	hargrave 2021-06-08 10:44:53	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-115	pmagpy-4.2.24-1: demag_gui	PF18-115a	
This study	mht	5.0	244.9	59.3	3.8	2	17	-1.0	PF18-115a_LP-DIR-T	hargrave 2021-06-08 10:44:53	u	893.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-115	pmagpy-4.2.24-1: demag_gui	PF18-115a	
This study	lt	18.5	153.5	66.6	0.6	2	3	-1.0	PF18-115a_LP-DIR-T	hargrave 2021-06-08 10:44:53	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-115	pmagpy-4.2.24-1: demag_gui	PF18-115a	
This study	lt	22.3	169.9	47.3	1.1	2	4	-1.0	PF18-116a_LP-DIR-T	hargrave 2021-06-08 10:46:38	u	473.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-116	pmagpy-4.2.24-1: demag_gui	PF18-116a	
This study	mht	5.1	89.7	66.1	4.4	2	15	-1.0	PF18-116a_LP-DIR-T	hargrave 2021-06-08 10:46:38	u	893.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-116	pmagpy-4.2.24-1: demag_gui	PF18-116a	
This study	lt	22.3	8.7	74.2	1.1	2	4	0.0	PF18-116a_LP-DIR-T	hargrave 2021-06-08 10:46:38	u	473.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-116	pmagpy-4.2.24-1: demag_gui	PF18-116a	
This study	mht	5.1	257.8	53.8	4.4	2	15	0.0	PF18-116a_LP-DIR-T	hargrave 2021-06-08 10:46:38	u	893.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-116	pmagpy-4.2.24-1: demag_gui	PF18-116a	
This study	lt	22.3	322.5	-0.0	1.1	2	4	100.0	PF18-116a_LP-DIR-T	hargrave 2021-06-08 10:46:38	u	473.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-116	pmagpy-4.2.24-1: demag_gui	PF18-116a	
This study	mht	5.1	280.5	-14.7	4.4	2	15	100.0	PF18-116a_LP-DIR-T	hargrave 2021-06-08 10:46:38	u	893.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-116	pmagpy-4.2.24-1: demag_gui	PF18-116a	
This study	hdt	0.0	234.1	17.3	11.6	2	9	100.0	PF18-117a_LP-DIR-T	hargrave 2021-06-08 10:48:20	u	965.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-117	pmagpy-4.2.24-1: demag_gui	PF18-117a	
This study	mt	1.6	200.7	35.1	27.3	2	4	0.0	PF18-117a_LP-DIR-T	hargrave 2021-06-08 10:48:20	u	863.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-117	pmagpy-4.2.24-1: demag_gui	PF18-117a	
This study	mt	1.6	253.3	19.5	27.3	2	4	100.0	PF18-117a_LP-DIR-T	hargrave 2021-06-08 10:48:20	u	863.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-117	pmagpy-4.2.24-1: demag_gui	PF18-117a	
This study	mt	1.6	315.1	63.2	27.3	2	4	-1.0	PF18-117a_LP-DIR-T	hargrave 2021-06-08 10:48:20	u	863.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-117	pmagpy-4.2.24-1: demag_gui	PF18-117a	
This study	hdt	0.0	330.7	47.0	11.6	2	9	-1.0	PF18-117a_LP-DIR-T	hargrave 2021-06-08 10:48:20	u	965.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-117	pmagpy-4.2.24-1: demag_gui	PF18-117a	
This study	hdt	0.0	203.2	16.9	11.6	2	9	0.0	PF18-117a_LP-DIR-T	hargrave 2021-06-08 10:48:20	u	965.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-117	pmagpy-4.2.24-1: demag_gui	PF18-117a	
This study	mt	8.1	334.5	78.1	8.6	2	6	-1.0	PF18-118a_LP-DIR-T	hargrave 2021-06-08 10:49:57	u	863.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-118	pmagpy-4.2.24-1: demag_gui	PF18-118a	
This study	hdt	0.0	333.6	64.6	7.6	2	13	-1.0	PF18-118a_LP-DIR-T	hargrave 2021-06-08 10:49:57	u	965.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-118	pmagpy-4.2.24-1: demag_gui	PF18-118a	
This study	mt	8.1	210.4	45.1	8.6	2	6	0.0	PF18-118a_LP-DIR-T	hargrave 2021-06-08 10:49:57	u	863.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-118	pmagpy-4.2.24-1: demag_gui	PF18-118a	
This study	hdt	0.0	204.6	32.3	7.6	2	13	0.0	PF18-118a_LP-DIR-T	hargrave 2021-06-08 10:49:57	u	965.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-118	pmagpy-4.2.24-1: demag_gui	PF18-118a	
This study	mt	8.1	263.4	11.7	8.6	2	6	100.0	PF18-118a_LP-DIR-T	hargrave 2021-06-08 10:49:57	u	863.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-118	pmagpy-4.2.24-1: demag_gui	PF18-118a	
This study	hdt	0.0	250.3	16.4	7.6	2	13	100.0	PF18-118a_LP-DIR-T	hargrave 2021-06-08 10:49:57	u	965.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-118	pmagpy-4.2.24-1: demag_gui	PF18-118a	
This study	mht	6.9	97.1	55.1	3.1	1	16	-1.0	PF18-119a_LP-DIR-T	hargrave 2021-06-03 14:14:59	u	883.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-119	pmagpy-4.2.24-1: demag_gui	PF18-119a	
This study	mht	6.9	265.0	49.2	3.1	1	16	0.0	PF18-119a_LP-DIR-T	hargrave 2021-06-03 14:14:59	u	883.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-119	pmagpy-4.2.24-1: demag_gui	PF18-119a	
This study	mht	6.9	279.9	-21.1	3.1	1	16	100.0	PF18-119a_LP-DIR-T	hargrave 2021-06-03 14:14:59	u	883.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-119	pmagpy-4.2.24-1: demag_gui	PF18-119a	
This study	hdt	0.0	262.9	26.1	2.1	3	12	100.0	PF18-11a_LP-DIR-T	hargrave 2021-06-10 13:41:20	u	968.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-11	pmagpy-4.2.24-1: demag_gui	PF18-11a	
This study	lt	46.0	353.3	74.7	8.7	3	3	0.0	PF18-11a_LP-DIR-T	hargrave 2021-06-10 13:41:20	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-11	pmagpy-4.2.24-1: demag_gui	PF18-11a	
This study	lt	46.0	210.6	63.9	8.7	3	3	-1.0	PF18-11a_LP-DIR-T	hargrave 2021-06-10 13:41:20	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-11	pmagpy-4.2.24-1: demag_gui	PF18-11a	
This study	mt	5.8	267.0	17.2	6.8	3	7	100.0	PF18-11a_LP-DIR-T	hargrave 2021-06-10 13:41:20	u	863.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-11	pmagpy-4.2.24-1: demag_gui	PF18-11a	
This study	lt	46.0	321.6	-2.9	8.7	3	3	100.0	PF18-11a_LP-DIR-T	hargrave 2021-06-10 13:41:20	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-11	pmagpy-4.2.24-1: demag_gui	PF18-11a	
This study	mt	5.8	205.6	45.9	6.8	3	7	0.0	PF18-11a_LP-DIR-T	hargrave 2021-06-10 13:41:20	u	863.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-11	pmagpy-4.2.24-1: demag_gui	PF18-11a	
This study	hdt	0.0	194.3	40.7	2.1	3	12	0.0	PF18-11a_LP-DIR-T	hargrave 2021-06-10 13:41:20	u	968.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-11	pmagpy-4.2.24-1: demag_gui	PF18-11a	
This study	mt	5.8	161.5	17.0	6.8	3	7	-1.0	PF18-11a_LP-DIR-T	hargrave 2021-06-10 13:41:20	u	863.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-11	pmagpy-4.2.24-1: demag_gui	PF18-11a	
This study	hdt	0.0	151.8	14.4	2.1	3	12	-1.0	PF18-11a_LP-DIR-T	hargrave 2021-06-10 13:41:20	u	968.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-11	pmagpy-4.2.24-1: demag_gui	PF18-11a	
This study	mt	4.3	264.7	17.1	4.8	2	6	100.0	PF18-120a_LP-DIR-T	hargrave 2021-06-03 14:16:33	u	863.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-120	pmagpy-4.2.24-1: demag_gui	PF18-120a	
This study	mt	4.3	202.6	46.0	4.8	2	6	0.0	PF18-120a_LP-DIR-T	hargrave 2021-06-03 14:16:33	u	863.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-120	pmagpy-4.2.24-1: demag_gui	PF18-120a	
This study	hdt	0.0	187.3	48.7	20.3	2	9	0.0	PF18-120a_LP-DIR-T	hargrave 2021-06-03 14:16:33	u	953.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-120	pmagpy-4.2.24-1: demag_gui	PF18-120a	
This study	mt	4.3	317.3	79.8	4.8	2	6	-1.0	PF18-120a_LP-DIR-T	hargrave 2021-06-03 14:16:33	u	863.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-120	pmagpy-4.2.24-1: demag_gui	PF18-120a	
This study	hdt	0.0	278.4	73.4	20.3	2	9	-1.0	PF18-120a_LP-DIR-T	hargrave 2021-06-03 14:16:33	u	953.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-120	pmagpy-4.2.24-1: demag_gui	PF18-120a	
This study	hdt	0.0	269.9	26.6	20.3	2	9	100.0	PF18-120a_LP-DIR-T	hargrave 2021-06-03 14:16:33	u	953.0	923.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-120	pmagpy-4.2.24-1: demag_gui	PF18-120a	
This study	mt	3.9	208.3	38.2	11.3	1	4	0.0	PF18-121a_LP-DIR-T	hargrave 2021-06-03 14:18:03	u	863.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-121	pmagpy-4.2.24-1: demag_gui	PF18-121a	
This study	mt	3.9	339.6	66.3	11.3	1	4	-1.0	PF18-121a_LP-DIR-T	hargrave 2021-06-03 14:18:03	u	863.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-121	pmagpy-4.2.24-1: demag_gui	PF18-121a	
This study	mt	3.9	256.3	13.3	11.3	1	4	100.0	PF18-121a_LP-DIR-T	hargrave 2021-06-03 14:18:03	u	863.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-121	pmagpy-4.2.24-1: demag_gui	PF18-121a	
This study	mt	9.7	181.7	40.6	20.8	1	5	-1.0	PF18-122a_LP-DIR-T	hargrave 2021-06-03 14:19:30	u	873.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-122	pmagpy-4.2.24-1: demag_gui	PF18-122a	
This study	mt	9.7	218.8	52.6	20.8	1	5	0.0	PF18-122a_LP-DIR-T	hargrave 2021-06-03 14:19:30	u	873.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-122	pmagpy-4.2.24-1: demag_gui	PF18-122a	
This study	mt	9.7	271.2	6.5	20.8	1	5	100.0	PF18-122a_LP-DIR-T	hargrave 2021-06-03 14:19:30	u	873.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-122	pmagpy-4.2.24-1: demag_gui	PF18-122a	
This study	mt	9.1	188.1	72.2	8.8	1	7	-1.0	PF18-124a_LP-DIR-T	hargrave 2021-06-03 14:22:17	u	863.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-124	pmagpy-4.2.24-1: demag_gui	PF18-124a	
This study	mt	9.1	219.7	59.5	8.8	1	7	0.0	PF18-124a_LP-DIR-T	hargrave 2021-06-03 14:22:17	u	863.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-124	pmagpy-4.2.24-1: demag_gui	PF18-124a	
This study	mt	9.1	278.2	6.6	8.8	1	7	100.0	PF18-124a_LP-DIR-T	hargrave 2021-06-03 14:22:17	u	863.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-124	pmagpy-4.2.24-1: demag_gui	PF18-124a	
This study	mht	8.2	76.7	65.9	5.6	2	16	-1.0	PF18-125a_LP-DIR-T	hargrave 2021-06-03 14:23:41	u	903.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-125	pmagpy-4.2.24-1: demag_gui	PF18-125a	
This study	lt	15.1	354.3	74.5	0.3	2	3	0.0	PF18-125a_LP-DIR-T	hargrave 2021-06-03 14:23:41	u	523.0	423.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-125	pmagpy-4.2.24-1: demag_gui	PF18-125a	
This study	mht	8.2	270.4	55.7	5.6	2	16	0.0	PF18-125a_LP-DIR-T	hargrave 2021-06-03 14:23:41	u	903.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-125	pmagpy-4.2.24-1: demag_gui	PF18-125a	
This study	lt	15.1	319.9	-2.9	0.3	2	3	100.0	PF18-125a_LP-DIR-T	hargrave 2021-06-03 14:23:41	u	523.0	423.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-125	pmagpy-4.2.24-1: demag_gui	PF18-125a	
This study	mht	8.2	287.1	-18.7	5.6	2	16	100.0	PF18-125a_LP-DIR-T	hargrave 2021-06-03 14:23:41	u	903.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-125	pmagpy-4.2.24-1: demag_gui	PF18-125a	
This study	lt	15.1	156.8	58.0	0.3	2	3	-1.0	PF18-125a_LP-DIR-T	hargrave 2021-06-03 14:23:41	u	523.0	423.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-125	pmagpy-4.2.24-1: demag_gui	PF18-125a	
This study	mt	7.7	327.4	88.0	6.1	1	5	-1.0	PF18-126a_LP-DIR-T	hargrave 2021-06-03 14:25:08	u	863.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-126	pmagpy-4.2.24-1: demag_gui	PF18-126a	
This study	mt	7.7	218.7	56.3	6.1	1	5	0.0	PF18-126a_LP-DIR-T	hargrave 2021-06-03 14:25:08	u	863.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-126	pmagpy-4.2.24-1: demag_gui	PF18-126a	
This study	mt	7.7	275.0	6.8	6.1	1	5	100.0	PF18-126a_LP-DIR-T	hargrave 2021-06-03 14:25:08	u	863.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-126	pmagpy-4.2.24-1: demag_gui	PF18-126a	
This study	mht	5.7	88.5	61.1	3.8	1	14	-1.0	PF18-127a_LP-DIR-T	hargrave 2021-06-03 14:26:38	u	883.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-127	pmagpy-4.2.24-1: demag_gui	PF18-127a	
This study	mht	5.7	265.4	53.8	3.8	1	14	0.0	PF18-127a_LP-DIR-T	hargrave 2021-06-03 14:26:38	u	883.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-127	pmagpy-4.2.24-1: demag_gui	PF18-127a	
This study	mht	5.7	283.6	-18.1	3.8	1	14	100.0	PF18-127a_LP-DIR-T	hargrave 2021-06-03 14:26:38	u	883.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-127	pmagpy-4.2.24-1: demag_gui	PF18-127a	
This study	lt	16.2	319.3	-3.1	1.3	1	4	100.0	PF18-128a_LP-DIR-T	hargrave 2021-06-03 14:28:22	u	523.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-128	pmagpy-4.2.24-1: demag_gui	PF18-128a	
This study	lt	16.2	352.0	74.8	1.3	1	4	0.0	PF18-128a_LP-DIR-T	hargrave 2021-06-03 14:28:22	u	523.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-128	pmagpy-4.2.24-1: demag_gui	PF18-128a	
This study	lt	16.2	158.6	54.1	1.3	1	4	-1.0	PF18-128a_LP-DIR-T	hargrave 2021-06-03 14:28:22	u	523.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-128	pmagpy-4.2.24-1: demag_gui	PF18-128a	
This study	hdt	0.0	249.6	2.9	19.4	2	15	100.0	PF18-129a_LP-DIR-T	hargrave 2021-06-03 14:31:08	u	969.0	883.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-129	pmagpy-4.2.24-1: demag_gui	PF18-129a	
This study	mt	3.6	36.1	78.9	2.5	2	6	-1.0	PF18-129a_LP-DIR-T	hargrave 2021-06-03 14:31:08	u	853.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-129	pmagpy-4.2.24-1: demag_gui	PF18-129a	
This study	hdt	0.0	16.2	75.3	19.4	2	15	-1.0	PF18-129a_LP-DIR-T	hargrave 2021-06-03 14:31:08	u	969.0	883.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-129	pmagpy-4.2.24-1: demag_gui	PF18-129a	
This study	mt	3.6	223.6	35.7	2.5	2	6	0.0	PF18-129a_LP-DIR-T	hargrave 2021-06-03 14:31:08	u	853.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-129	pmagpy-4.2.24-1: demag_gui	PF18-129a	
This study	mt	3.6	254.9	0.9	2.5	2	6	100.0	PF18-129a_LP-DIR-T	hargrave 2021-06-03 14:31:08	u	853.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-129	pmagpy-4.2.24-1: demag_gui	PF18-129a	
This study	hdt	0.0	220.3	30.8	19.4	2	15	0.0	PF18-129a_LP-DIR-T	hargrave 2021-06-03 14:31:08	u	969.0	883.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-129	pmagpy-4.2.24-1: demag_gui	PF18-129a	
This study	hdt	0.0	192.4	8.1	1.7	2	12	-1.0	PF18-12a_LP-DIR-T	hargrave 2021-06-10 13:42:49	u	968.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-12	pmagpy-4.2.24-1: demag_gui	PF18-12a	
This study	lt	26.9	211.8	46.1	2.2	2	4	-1.0	PF18-12a_LP-DIR-T	hargrave 2021-06-10 13:42:49	u	473.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-12	pmagpy-4.2.24-1: demag_gui	PF18-12a	
This study	hdt	0.0	257.1	47.8	1.7	2	12	0.0	PF18-12a_LP-DIR-T	hargrave 2021-06-10 13:42:49	u	968.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-12	pmagpy-4.2.24-1: demag_gui	PF18-12a	
This study	lt	26.9	333.1	68.5	2.2	2	4	0.0	PF18-12a_LP-DIR-T	hargrave 2021-06-10 13:42:49	u	473.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-12	pmagpy-4.2.24-1: demag_gui	PF18-12a	
This study	hdt	0.0	276.9	-16.0	1.7	2	12	100.0	PF18-12a_LP-DIR-T	hargrave 2021-06-10 13:42:49	u	968.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-12	pmagpy-4.2.24-1: demag_gui	PF18-12a	
This study	lt	26.9	319.4	-11.4	2.2	2	4	100.0	PF18-12a_LP-DIR-T	hargrave 2021-06-10 13:42:49	u	473.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-12	pmagpy-4.2.24-1: demag_gui	PF18-12a	
This study	mt	9.6	269.1	-13.0	4.4	1	7	100.0	PF18-130a_LP-DIR-T	hargrave 2021-06-03 14:32:37	u	863.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-130	pmagpy-4.2.24-1: demag_gui	PF18-130a	
This study	mt	9.6	65.7	73.9	4.4	1	7	-1.0	PF18-130a_LP-DIR-T	hargrave 2021-06-03 14:32:37	u	863.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-130	pmagpy-4.2.24-1: demag_gui	PF18-130a	
This study	mt	9.6	246.7	45.2	4.4	1	7	0.0	PF18-130a_LP-DIR-T	hargrave 2021-06-03 14:32:37	u	863.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-130	pmagpy-4.2.24-1: demag_gui	PF18-130a	
This study	lt	22.4	165.1	38.3	2.0	1	4	-1.0	PF18-131a_LP-DIR-T	hargrave 2021-06-03 14:34:03	u	473.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-131	pmagpy-4.2.24-1: demag_gui	PF18-131a	
This study	lt	22.4	353.6	72.8	2.0	1	4	0.0	PF18-131a_LP-DIR-T	hargrave 2021-06-03 14:34:03	u	473.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-131	pmagpy-4.2.24-1: demag_gui	PF18-131a	
This study	lt	22.4	320.9	-4.2	2.0	1	4	100.0	PF18-131a_LP-DIR-T	hargrave 2021-06-03 14:34:03	u	473.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-131	pmagpy-4.2.24-1: demag_gui	PF18-131a	
This study	mt	1.2	228.5	40.4	6.3	2	6	0.0	PF18-132a_LP-DIR-T	hargrave 2021-06-03 14:35:25	u	863.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-132	pmagpy-4.2.24-1: demag_gui	PF18-132a	
This study	mt	1.2	260.1	-2.0	6.3	2	6	100.0	PF18-132a_LP-DIR-T	hargrave 2021-06-03 14:35:25	u	863.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-132	pmagpy-4.2.24-1: demag_gui	PF18-132a	
This study	hdt	0.0	259.8	1.9	12.2	2	15	100.0	PF18-132a_LP-DIR-T	hargrave 2021-06-03 14:35:25	u	969.0	883.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-132	pmagpy-4.2.24-1: demag_gui	PF18-132a	
This study	hdt	0.0	223.4	40.7	12.2	2	15	0.0	PF18-132a_LP-DIR-T	hargrave 2021-06-03 14:35:25	u	969.0	883.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-132	pmagpy-4.2.24-1: demag_gui	PF18-132a	
This study	mt	1.2	346.8	62.0	6.3	2	6	-1.0	PF18-132a_LP-DIR-T	hargrave 2021-06-03 14:35:25	u	863.0	808.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-132	pmagpy-4.2.24-1: demag_gui	PF18-132a	
This study	hdt	0.0	338.5	61.8	12.2	2	15	-1.0	PF18-132a_LP-DIR-T	hargrave 2021-06-03 14:35:25	u	969.0	883.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-132	pmagpy-4.2.24-1: demag_gui	PF18-132a	
This study	mt	6.6	261.2	-3.7	4.2	1	4	100.0	PF18-133a_LP-DIR-T	hargrave 2021-06-03 14:36:45	u	853.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-133	pmagpy-4.2.24-1: demag_gui	PF18-133a	
This study	mt	6.6	19.7	61.2	4.2	1	4	-1.0	PF18-133a_LP-DIR-T	hargrave 2021-06-03 14:36:45	u	853.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-133	pmagpy-4.2.24-1: demag_gui	PF18-133a	
This study	mt	6.6	231.0	41.0	4.2	1	4	0.0	PF18-133a_LP-DIR-T	hargrave 2021-06-03 14:36:45	u	853.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-133	pmagpy-4.2.24-1: demag_gui	PF18-133a	
This study	mt	5.4	169.5	70.1	6.0	2	5	-1.0	PF18-134a_LP-DIR-T	hargrave 2021-06-03 14:38:07	u	863.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-134	pmagpy-4.2.24-1: demag_gui	PF18-134a	
This study	mt	5.4	216.7	54.5	6.0	2	5	0.0	PF18-134a_LP-DIR-T	hargrave 2021-06-03 14:38:07	u	863.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-134	pmagpy-4.2.24-1: demag_gui	PF18-134a	
This study	hdt	0.0	172.2	77.4	8.4	2	12	-1.0	PF18-134a_LP-DIR-T	hargrave 2021-06-03 14:38:07	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-134	pmagpy-4.2.24-1: demag_gui	PF18-134a	
This study	hdt	0.0	213.1	47.5	8.4	2	12	0.0	PF18-134a_LP-DIR-T	hargrave 2021-06-03 14:38:07	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-134	pmagpy-4.2.24-1: demag_gui	PF18-134a	
This study	mt	5.4	273.0	7.8	6.0	2	5	100.0	PF18-134a_LP-DIR-T	hargrave 2021-06-03 14:38:07	u	863.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-134	pmagpy-4.2.24-1: demag_gui	PF18-134a	
This study	hdt	0.0	265.9	9.9	8.4	2	12	100.0	PF18-134a_LP-DIR-T	hargrave 2021-06-03 14:38:07	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-134	pmagpy-4.2.24-1: demag_gui	PF18-134a	
