tab 	sites																									
age	age_high	age_low	age_sigma	age_unit	citations	description	dir_alpha95	dir_dec	dir_inc	dir_k	dir_n_samples	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	location	lon	method_codes	result_quality	result_type	site	vgp_dm	vgp_dp	vgp_lat	vgp_lon
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;3	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	3.9	28.4	17.1	35.3	40	0	Sedimentary	Sediment Layer	48.49	Redbeds	Snowslip Formation	245.86	DE-BLANKET:DE-FM	g	i	Canyon Creek	4.03294925	2.08521534	43.63474127	25.35427378
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;3	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	3.9	25.8	-27.3	35.3	40	100	Sedimentary	Sediment Layer	48.49	Redbeds	Snowslip Formation	245.86	DE-BLANKET:DE-FM	g	i	Canyon Creek	4.249610636	2.31528084	22.99407234	38.61488289
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	6.2	30.7	31.1	27.4	21	0	Sedimentary	Sediment Layer	48.06	Redbeds	Snowslip Formation	244.6	DE-BLANKET:DE-FM	g	i	West Fisher Creek	6.932265718	3.875508708	49.9071416	15.22721751
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	6.2	33.9	-20.2	27.4	21	100	Sedimentary	Sediment Layer	48.06	Redbeds	Snowslip Formation	244.6	DE-BLANKET:DE-FM	g	i	West Fisher Creek	6.497306934	3.404435274	24.26783533	27.60746479
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Fm. bottom; Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	4.6	213.5	19.8	39.2	26	0	Sedimentary	Sediment Layer	46.89	Redbeds	Snowslip Formation	247.36	DE-BLANKET:DE-FM	g	i	Poorman Creek	4.81169846	2.51656979	-25.56449931	210.3354418
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Fm. bottom; Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	4.6	216.3	25.1	39.2	26	100	Sedimentary	Sediment Layer	46.89	Redbeds	Snowslip Formation	247.36	DE-BLANKET:DE-FM	g	i	Poorman Creek	4.945833037	2.65883309	-21.7018438	209.0156375
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	5.9	26.9	-5.3	14.4	44	0	Sedimentary	Sediment Layer	46.22	Redbeds	Snowslip Formation	246.71	DE-BLANKET:DE-FM	g	i	Flint Creek middle	5.918968858	2.968999351	35.6555556	32.9152082
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	5.9	35	-14.8	14.4	44	100	Sedimentary	Sediment Layer	46.22	Redbeds	Snowslip Formation	246.71	DE-BLANKET:DE-FM	g	i	Flint Creek middle	6.049896108	3.101800247	27.86068768	26.67986133
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	5.1	211.3	55.5	10.3	82	0	Sedimentary	Sediment Layer	46.22	Redbeds	Snowslip Formation	246.71	DE-BLANKET:DE-FM	b	i	Flint Creek lower	7.281168549	5.197589748	-3.056259485	221.8308372
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	5.1	265.9	39.9	10.3	82	100	Sedimentary	Sediment Layer	46.22	Redbeds	Snowslip Formation	246.71	DE-BLANKET:DE-FM	b	i	Flint Creek lower	6.133429248	3.688132779	13.46468117	175.5779304
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Excluded (overprinted & rotated); Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	6.2	243.9	18.1	61	10	0	Sedimentary	Sediment Layer	46.36	Redbeds	Snowslip Formation	246.54	DE-BLANKET:DE-FM	b	i	Trail Gulch	6.437377106	3.341921291	-10.53972575	182.1867224
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Excluded (overprinted & rotated); Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	6.2	247.1	37.2	61	10	100	Sedimentary	Sediment Layer	46.36	Redbeds	Snowslip Formation	246.54	DE-BLANKET:DE-FM	b	i	Trail Gulch	7.27729139	4.270884676	0.327367292	187.0816423
1449	1435.7	1463		Ma	10.4095/100602	"Excluded (rotated); Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	16	47	-24	34	4	100	Sedimentary	Sediment Layer	49.3	Redbeds	Snowslip Formation	245.9	DE-BLANKET:DE-FM	b	i	Pincher Ridge	17.09569556	9.133212706	15.62646611	18.05963734
1449	1435.7	1463		Ma	10.1130/0016-7606(1960)71[915:PWACDE]2.0.CO;2	"Siyeh Fm.; Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	7	234	30	20	23	100	Sedimentary	Sediment Layer	47	Redbeds	Snowslip Formation	246	DE-NRM:DE-FM	b	i	Donovan Creek	7.765802747	4.307692308	-10.5038183	193.765361
