tab 	sites																									
age	age_high	age_low	age_sigma	age_unit	citations	description	dir_alpha95	dir_dec	dir_inc	dir_k	dir_n_samples	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	location	lon	method_codes	result_quality	result_type	site	vgp_dm	vgp_dp	vgp_lat	vgp_lon
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	4.4	32.7	5.2	29.1	38	0	Sedimentary	Sediment Layer	48.7	Redbeds	Snowslip Formation	245.62	DE-BLANKET:DE-FM	g	i	Coal Creek	4.413616484	2.213637553	36.08425328	23.72268483
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	4.4	31.1	-17.5	29.1	38	100	Sedimentary	Sediment Layer	48.7	Redbeds	Snowslip Formation	245.62	DE-BLANKET:DE-FM	g	i	Coal Creek	4.557244362	2.36005411	26.18377394	30.9689278
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	6.8	31.1	29	25.7	19	0	Sedimentary	Sediment Layer	48.88	Redbeds	Snowslip Formation	244.78	DE-BLANKET:DE-FM	g	i	Rexford	7.492369375	4.127617563	48.06150156	16.63872315
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	6.8	31.5	-10.9	25.7	19	100	Sedimentary	Sediment Layer	48.88	Redbeds	Snowslip Formation	244.78	DE-BLANKET:DE-FM	g	i	Rexford	6.893056489	3.493693218	29.07452358	28.26164128
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	6.9	34.8	-21.3	78.2	7	0	Sedimentary	Sediment Layer	46.97	Redbeds	Snowslip Formation	246.36	DE-BLANKET:DE-FM	g	i	Sunflower Mountain	7.269054432	3.828924082	24.2120572	28.46636354
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	6.9	30.1	-15.7	78.2	7	100	Sedimentary	Sediment Layer	46.97	Redbeds	Snowslip Formation	246.36	DE-BLANKET:DE-FM	g	i	Sunflower Mountain	7.097647858	3.650478632	28.87369564	31.80951567
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	5.4	17.6	-50.8	24.3	30	0	Sedimentary	Sediment Layer	48.49	Redbeds	Snowslip Formation	246.12	DE-BLANKET:DE-FM	g	i	Ousel Creek	7.284035694	4.912701481	8.463872468	51.01306678
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	5.4	27.4	-26.1	24.3	30	100	Sedimentary	Sediment Layer	48.49	Redbeds	Snowslip Formation	246.12	DE-BLANKET:DE-FM	g	i	Ousel Creek	5.840517172	3.158485262	23.16282696	37.03045112
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	3.5	28.3	2.1	39.9	43	0	Sedimentary	Sediment Layer	48.51	Redbeds	Snowslip Formation	245.83	DE-BLANKET:DE-FM	g	i	Depuy Creek	3.501763707	1.751764151	36.65106306	29.61459829
1449	1435.7	1463		Ma	10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2	"Age constraints provided by a tuff in the underlying Helena Fm. (1454 +/- 9 Ma; Evans et al., 2000) and the overlying Purcell Lava (1438.9 +/- 3.2 Ma; Constenius et al., accepted)"	3.5	26.3	-27.9	39.9	43	100	Sedimentary	Sediment Layer	48.51	Redbeds	Snowslip Formation	245.83	DE-BLANKET:DE-FM	g	i	Depuy Creek	3.828438968	2.093849276	22.48439226	38.21334532
